zip,count
63005,1661
63011,2915
63017,3580
63021,4675
63025,1372
63026,2719
63031,4389
63033,3876
63034,1692
63038,548
63040,749
63042,1551
63043,1963
63044,1092
63045,NA
63049,136
63069,147
63074,1173
63088,836
63105,944
63114,2672
63117,704
63119,2767
63120,65
63121,1705
63122,3275
63123,4659
63124,872
63125,2960
63126,1219
63127,566
63128,3030
63129,5598
63130,1803
63131,1644
63132,1027
63133,485
63134,1158
63135,1448
63136,3145
63137,1390
63138,1509
63140,33
63141,1605
63143,580
63144,798
63146,2358
