zip,count
63005,2495
63011,4411
63017,5262
63021,7042
63025,2039
63026,3977
63031,7373
63033,6615
63034,2768
63038,863
63040,1134
63042,2860
63043,3004
63044,1679
63045,NA
63049,247
63069,233
63074,2087
63088,1165
63105,1599
63114,4508
63117,1014
63119,3937
63120,128
63121,3013
63122,5043
63123,7119
63124,1265
63125,4681
63126,1981
63127,795
63128,4375
63129,8198
63130,3040
63131,2397
63132,1621
63133,881
63134,2001
63135,2798
63136,5756
63137,2594
63138,2839
63140,46
63141,2349
63143,899
63144,1121
63146,3700
