zip,count
63005,1684
63011,2958
63017,3637
63021,4710
63025,1381
63026,2743
63031,4450
63033,3922
63034,1717
63038,555
63040,756
63042,1562
63043,2000
63044,1109
63045,NA
63049,136
63069,149
63074,1184
63088,846
63105,960
63114,2711
63117,712
63119,2791
63120,65
63121,1716
63122,3336
63123,4715
63124,882
63125,2989
63126,1223
63127,570
63128,3050
63129,5647
63130,1826
63131,1670
63132,1038
63133,493
63134,1169
63135,1462
63136,3182
63137,1405
63138,1531
63140,33
63141,1620
63143,586
63144,808
63146,2399
