zip,count
63005,1452
63011,2539
63017,3151
63021,4109
63025,1198
63026,2444
63031,3910
63033,3463
63034,1503
63038,483
63040,662
63042,1359
63043,1706
63044,959
63045,NA
63049,118
63069,121
63074,1054
63088,758
63105,813
63114,2358
63117,628
63119,2477
63120,60
63121,1501
63122,2928
63123,4107
63124,756
63125,2597
63126,1077
63127,487
63128,2665
63129,4820
63130,1564
63131,1435
63132,909
63133,436
63134,1001
63135,1308
63136,2837
63137,1250
63138,1370
63140,29
63141,1388
63143,514
63144,695
63146,2038
