zip,count
63005,2980
63011,5372
63017,6337
63021,8448
63025,2315
63026,4658
63031,8760
63033,7957
63034,3370
63038,1050
63040,1340
63042,3397
63043,3531
63044,1944
63045,NA
63049,296
63069,280
63074,2472
63088,1334
63105,2001
63114,5336
63117,1269
63119,4764
63120,166
63121,3681
63122,6116
63123,8299
63124,1534
63125,5458
63126,2361
63127,936
63128,5137
63129,9696
63130,3796
63131,2895
63132,2067
63133,1075
63134,2323
63135,3376
63136,6980
63137,3174
63138,3410
63140,50
63141,2830
63143,1075
63144,1375
63146,4456
