zip,count
63005,2277
63011,4072
63017,4963
63021,6503
63025,1880
63026,3661
63031,6879
63033,6228
63034,2566
63038,796
63040,1048
63042,2660
63043,2823
63044,1589
63045,NA
63049,207
63069,210
63074,1936
63088,1105
63105,1439
63114,4194
63117,956
63119,3688
63120,119
63121,2845
63122,4644
63123,6498
63124,1201
63125,4309
63126,1768
63127,729
63128,4020
63129,7616
63130,2850
63131,2204
63132,1508
63133,844
63134,1882
63135,2575
63136,5359
63137,2432
63138,2659
63140,44
63141,2230
63143,829
63144,1051
63146,3441
