zip,count
63005,1791
63011,3166
63017,3838
63021,5016
63025,1489
63026,2927
63031,4782
63033,4224
63034,1849
63038,587
63040,814
63042,1731
63043,2182
63044,1201
63045,NA
63049,142
63069,163
63074,1294
63088,889
63105,1149
63114,2906
63117,759
63119,2959
63120,75
63121,1883
63122,3605
63123,5037
63124,952
63125,3203
63126,1320
63127,591
63128,3193
63129,5941
63130,1951
63131,1769
63132,1110
63133,536
63134,1240
63135,1584
63136,3450
63137,1517
63138,1644
63140,33
63141,1734
63143,628
63144,862
63146,2609
