zip,count
63005,1940
63011,3472
63017,4279
63021,5499
63025,1598
63026,3162
63031,5607
63033,5097
63034,2148
63038,670
63040,904
63042,2129
63043,2452
63044,1351
63045,NA
63049,170
63069,184
63074,1565
63088,953
63105,1249
63114,3434
63117,842
63119,3221
63120,93
63121,2285
63122,3988
63123,5579
63124,1017
63125,3608
63126,1443
63127,630
63128,3428
63129,6517
63130,2346
63131,1944
63132,1248
63133,670
63134,1503
63135,2016
63136,4317
63137,1917
63138,2096
63140,39
63141,1932
63143,705
63144,937
63146,2924
