zip,count
63005,1712
63011,3030
63017,3700
63021,4783
63025,1408
63026,2815
63031,4560
63033,4027
63034,1756
63038,560
63040,766
63042,1609
63043,2046
63044,1124
63045,NA
63049,138
63069,153
63074,1221
63088,857
63105,1026
63114,2784
63117,721
63119,2838
63120,67
63121,1769
63122,3399
63123,4829
63124,906
63125,3062
63126,1253
63127,577
63128,3098
63129,5727
63130,1861
63131,1706
63132,1055
63133,506
63134,1208
63135,1497
63136,3243
63137,1432
63138,1562
63140,33
63141,1653
63143,605
63144,828
63146,2460
