zip,count
63005,1890
63011,3373
63017,4079
63021,5281
63025,1543
63026,3075
63031,5216
63033,4686
63034,2016
63038,643
63040,871
63042,1972
63043,2339
63044,1284
63045,NA
63049,155
63069,169
63074,1469
63088,922
63105,1213
63114,3216
63117,800
63119,3104
63120,85
63121,2079
63122,3838
63123,5357
63124,988
63125,3457
63126,1398
63127,612
63128,3317
63129,6274
63130,2185
63131,1863
63132,1205
63133,597
63134,1407
63135,1805
63136,3901
63137,1705
63138,1895
63140,34
63141,1836
63143,673
63144,921
63146,2789
