zip,count
63005,1474
63011,2598
63017,3207
63021,4191
63025,1231
63026,2495
63031,3972
63033,3525
63034,1532
63038,492
63040,666
63042,1380
63043,1748
63044,973
63045,NA
63049,119
63069,128
63074,1068
63088,774
63105,829
63114,2391
63117,642
63119,2521
63120,62
63121,1532
63122,2986
63123,4185
63124,769
63125,2641
63126,1101
63127,499
63128,2720
63129,4910
63130,1594
63131,1463
63132,926
63133,444
63134,1020
63135,1330
63136,2883
63137,1268
63138,1383
63140,30
63141,1409
63143,526
63144,709
63146,2076
