zip,count
63005,2161
63011,3872
63017,4720
63021,6174
63025,1784
63026,3480
63031,6484
63033,5919
63034,2431
63038,745
63040,998
63042,2508
63043,2704
63044,1517
63045,NA
63049,191
63069,201
63074,1810
63088,1062
63105,1387
63114,4006
63117,923
63119,3543
63120,114
63121,2687
63122,4415
63123,6140
63124,1134
63125,4079
63126,1629
63127,691
63128,3816
63129,7248
63130,2703
63131,2128
63132,1426
63133,803
63134,1768
63135,2415
63136,5081
63137,2272
63138,2506
63140,43
63141,2131
63143,792
63144,1012
63146,3293
