report_date,in_pt_adult,in_pt_adult_avg,in_pt_peds,in_pt_peds_avg,in_pt_pct,in_pt_pct_avg,icu_adult,icu_adult_avg,mortality,mortality_avg,new_in_pt_adult,new_in_pt_adult_avg,new_in_pt_peds,new_in_pt_peds_avg
2021-09-08,2025,1984.4285714285713,86,67.57142857142857,0.149071393263188,0.1561911926919753,579,606.7142857142857,29,28.714285714285715,361,349.7142857142857,34,28.857142857142858
2021-09-09,2007,1973.7142857142858,70,67.14285714285714,0.143459041304048,0.15501289211093242,583,599.5714285714286,26,28.142857142857142,364,348.57142857142856,37,29.857142857142858
2021-09-10,1919,1954.2857142857142,77,67.71428571428571,0.137807235570284,0.1530271512778897,557,588.1428571428571,23,26.714285714285715,351,348.2857142857143,32,30.285714285714285
2021-09-11,1884,1945.857142857143,69,68.85714285714286,0.140060240963855,0.15177428558989772,555,582.4285714285714,21,25.142857142857142,322,346.14285714285717,17,29.428571428571427
2021-09-12,1862,1937.857142857143,68,70.85714285714286,0.142288410498378,0.15047578602923115,555,576.1428571428571,19,24.142857142857142,310,351.14285714285717,35,30.857142857142858
2021-09-13,1853,1932,73,72,0.16172642539256,0.1493746533827387,531,566.2857142857143,29,25.142857142857142,377,356.2857142857143,35,32.285714285714285
2021-09-14,1871,1917.2857142857142,76,74.14285714285714,0.154254476311203,0.14695246047193086,544,557.7142857142857,26,24.714285714285715,359,349.14285714285717,41,33
2021-09-15,1868,1894.857142857143,88,74.42857142857143,0.133807634423314,0.144771923494806,535,551.4285714285714,24,24,353,348,31,32.57142857142857
2021-09-16,1892,1878.4285714285713,83,76.28571428571429,0.134959682930163,0.14355772944139386,541,545.4285714285714,24,23.714285714285715,326,342.57142857142856,36,32.42857142857143
2021-09-17,1811,1863,91,78.28571428571429,0.131235768991927,0.14261894850162857,502,537.5714285714286,28,24.428571428571427,313,337.14285714285717,38,33.285714285714285
2021-09-18,1734,1841.5714285714287,84,80.42857142857143,0.130547177940543,0.1412599394982983,499,529.5714285714286,23,24.714285714285715,257,327.85714285714283,29,35
2021-09-19,1668,1813.857142857143,78,81.85714285714286,0.130084935181046,0.13951658588153656,476,518.2857142857143,23,25.285714285714285,292,325.2857142857143,42,36
2021-09-20,1686,1790,76,82.28571428571429,0.147992608768688,0.13755461207812628,506,514.7142857142857,22,24.285714285714285,347,321,45,37.42857142857143
2021-09-21,1717,1768,77,82.42857142857143,0.143888354186718,0.13607373748891413,510,509.85714285714283,19,23.285714285714285,313,314.42857142857144,31,36
2021-09-22,1678,1740.857142857143,81,81.42857142857143,0.121637507779545,0.1343351479683757,505,505.57142857142856,28,23.857142857142858,347,313.57142857142856,39,37.142857142857146
2021-09-23,1673,1709.5714285714287,65,78.85714285714286,0.120177015627161,0.13222333835366115,488,498,24,23.857142857142858,288,308.14285714285717,30,36.285714285714285
2021-09-24,1609,1680.7142857142858,73,76.28571428571429,0.118425684714497,0.13039332631402828,466,492.85714285714283,19,22.571428571428573,289,304.7142857142857,32,35.42857142857143
2021-09-25,1556,1655.2857142857142,60,72.85714285714286,0.119297209508342,0.128786187966571,475,489.42857142857144,29,23.428571428571427,237,301.85714285714283,22,34.42857142857143
2021-09-26,1487,1629.4285714285713,65,71,0.117584665504962,0.12700043515570186,439,484.14285714285717,27,24,284,300.7142857142857,24,31.857142857142858
2021-09-27,1543,1609,60,68.71428571428571,0.136332709644497,0.12533473528081743,459,477.42857142857144,28,24.857142857142858,330,298.2857142857143,24,28.857142857142858
2021-09-28,1533,1582.7142857142858,57,65.85714285714286,0.129637178964533,0.12329885310621957,464,470.85714285714283,19,24.857142857142858,309,297.7142857142857,38,29.857142857142858
2021-09-29,1475,1553.7142857142858,69,64.14285714285714,0.109503546099291,0.12156543000904042,433,460.57142857142856,28,24.857142857142858,250,283.85714285714283,24,27.714285714285715
2021-09-30,1411,1516.2857142857142,56,62.857142857142854,0.104793199514251,0.11936774199291043,420,450.85714285714283,32,26,299,285.42857142857144,35,28.428571428571427
2021-10-01,1382,1483.857142857143,53,60,0.102926409410415,0.117153559806613,410,442.85714285714283,16,25.571428571428573,276,283.57142857142856,29,28
2021-10-02,1374,1457.857142857143,59,59.857142857142854,0.106677585051738,0.11535075631281243,410,433.57142857142856,21,24.428571428571427,221,281.2857142857143,25,28.428571428571427
2021-10-03,1320,1434,61,59.285714285714285,0.10596992019644,0.11369150698302358,389,426.42857142857144,14,22.571428571428573,255,277.14285714285717,26,28.714285714285715
2021-10-04,1347,1406,67,60.285714285714285,0.120525059665871,0.11143327127179128,406,418.85714285714283,21,21.571428571428573,257,266.7142857142857,39,30.857142857142858
2021-10-05,1340,1378.4285714285713,55,60,0.114391143911439,0.10925526626420642,412,411.42857142857144,25,22.428571428571427,260,259.7142857142857,35,30.428571428571427
2021-10-06,1311,1355,63,59.142857142857146,0.097281223449448,0.10750922017137171,406,407.57142857142856,16,20.714285714285715,266,262,34,31.857142857142858
2021-10-07,1262,1333.7142857142858,55,59,0.093093942178554,0.10583789769484357,396,404.14285714285717,17,18.571428571428573,250,255,34,31.714285714285715
2021-10-08,1204,1308.2857142857142,61,60.142857142857146,0.089709949648961,0.10394983201463585,380,399.85714285714283,18,18.857142857142858,274,254.71428571428572,31,32
2021-10-09,1181,1280.7142857142858,54,59.42857142857143,0.090635549684427,0.10165811267644857,364,393.2857142857143,12,17.571428571428573,233,256.42857142857144,20,31.285714285714285
2021-10-10,1167,1258.857142857143,51,58,0.092440801457195,0.099725381427985,377,391.57142857142856,15,17.714285714285715,197,248.14285714285714,24,31
2021-10-11,1160,1232.142857142857,50,55.57142857142857,0.104952727903548,0.097500762604796,362,385.2857142857143,18,17.285714285714285,270,250,47,32.142857142857146
2021-10-12,1181,1209.4285714285713,51,55,0.101390832030286,0.09564357519320271,369,379.14285714285717,16,16,236,246.57142857142858,37,32.42857142857143
2021-10-13,1150,1186.4285714285713,58,54.285714285714285,0.086657101865136,0.094125843538301,368,373.7142857142857,14,15.714285714285714,280,248.57142857142858,24,31
2021-10-14,1177,1174.2857142857142,55,54.285714285714285,0.088779995676299,0.09350956546655029,365,369.2857142857143,18,15.857142857142858,277,252.42857142857142,24,29.571428571428573
