date,value,count,avg
2021-06-09,"Deaths, Reported",14,10
2021-06-10,"Deaths, Reported",9,10.142857142857142
2021-06-11,"Deaths, Reported",13,10
2021-06-12,"Deaths, Reported",1,9.428571428571429
2021-06-13,"Deaths, Reported",0,9.428571428571429
2021-06-14,"Deaths, Reported",3,9.571428571428571
2021-06-15,"Deaths, Reported",19,8.428571428571429
2021-06-16,"Deaths, Reported",3,6.857142857142857
2021-06-17,"Deaths, Reported",5,6.285714285714286
2021-06-18,"Deaths, Reported",2,4.714285714285714
2021-06-19,"Deaths, Reported",11,6.142857142857143
2021-06-20,"Deaths, Reported",0,6.142857142857143
2021-06-21,"Deaths, Reported",4,6.285714285714286
2021-06-22,"Deaths, Reported",12,5.285714285714286
2021-06-23,"Deaths, Reported",8,6
2021-06-24,"Deaths, Reported",2,5.571428571428571
2021-06-25,"Deaths, Reported",13,7.142857142857143
2021-06-26,"Deaths, Reported",3,6
2021-06-27,"Deaths, Reported",0,6
2021-06-28,"Deaths, Reported",1,5.571428571428571
2021-06-29,"Deaths, Reported",39,9.428571428571429
2021-06-30,"Deaths, Reported",5,9
2021-07-01,"Deaths, Reported",5,9.428571428571429
2021-07-02,"Deaths, Reported",15,9.714285714285714
2021-07-03,"Deaths, Reported",9,10.571428571428571
2021-07-04,"Deaths, Reported",1,10.714285714285714
2021-07-05,"Deaths, Reported",0,10.571428571428571
2021-07-06,"Deaths, Reported",1,5.142857142857143
2021-07-07,"Deaths, Reported",29,8.571428571428571
2021-07-08,"Deaths, Reported",7,8.857142857142858
2021-07-09,"Deaths, Reported",9,8
2021-07-10,"Deaths, Reported",7,7.714285714285714
2021-07-11,"Deaths, Reported",0,7.571428571428571
2021-07-12,"Deaths, Reported",1,7.714285714285714
2021-07-13,"Deaths, Reported",51,14.857142857142858
