Date Administered	Jurisdiction	Ethnicity	COVID-19 Doses Administered
12/29/2020	Scotland	Not Hispanic or Latino	1
12/28/2020	Scotland	Not Hispanic or Latino	8
12/23/2020	Scotland	Not Hispanic or Latino	19
12/22/2020	Scotland	Not Hispanic or Latino	3
12/21/2020	Scotland	Not Hispanic or Latino	3
8/13/2021	Scotland	Hispanic or Latino	1
7/13/2021	Scotland	Hispanic or Latino	1
7/7/2021	Scotland	Hispanic or Latino	1
6/17/2021	Scotland	Hispanic or Latino	1
6/1/2021	Scotland	Hispanic or Latino	1
5/14/2021	Scotland	Hispanic or Latino	2
5/11/2021	Scotland	Hispanic or Latino	1
4/10/2021	Scotland	Hispanic or Latino	1
2/26/2021	Scotland	Hispanic or Latino	1
2/12/2021	Scotland	Hispanic or Latino	3
2/5/2021	Scotland	Hispanic or Latino	1
1/27/2021	Scotland	Hispanic or Latino	1
8/28/2021	Scott	Unknown	2
8/27/2021	Scott	Unknown	6
8/26/2021	Scott	Unknown	5
8/25/2021	Scott	Unknown	8
8/24/2021	Scott	Unknown	6
8/23/2021	Scott	Unknown	5
8/22/2021	Scott	Unknown	4
8/21/2021	Scott	Unknown	5
8/20/2021	Scott	Unknown	8
8/19/2021	Scott	Unknown	9
8/18/2021	Scott	Unknown	6
8/17/2021	Scott	Unknown	8
8/16/2021	Scott	Unknown	2
8/15/2021	Scott	Unknown	4
8/14/2021	Scott	Unknown	4
8/13/2021	Scott	Unknown	14
8/12/2021	Scott	Unknown	2
8/11/2021	Scott	Unknown	3
8/10/2021	Scott	Unknown	2
8/8/2021	Scott	Unknown	4
8/7/2021	Scott	Unknown	2
8/6/2021	Scott	Unknown	3
8/5/2021	Scott	Unknown	6
8/4/2021	Scott	Unknown	4
8/3/2021	Scott	Unknown	6
8/2/2021	Scott	Unknown	3
8/1/2021	Scott	Unknown	3
7/31/2021	Scott	Unknown	3
7/30/2021	Scott	Unknown	7
7/29/2021	Scott	Unknown	2
7/28/2021	Scott	Unknown	6
7/27/2021	Scott	Unknown	2
7/26/2021	Scott	Unknown	2
7/24/2021	Scott	Unknown	1
7/23/2021	Scott	Unknown	3
7/22/2021	Scott	Unknown	3
7/21/2021	Scott	Unknown	2
7/20/2021	Scott	Unknown	4
7/19/2021	Scott	Unknown	5
7/18/2021	Scott	Unknown	1
7/17/2021	Scott	Unknown	2
7/16/2021	Scott	Unknown	3
7/15/2021	Scott	Unknown	4
7/13/2021	Scott	Unknown	5
7/11/2021	Scott	Unknown	1
7/10/2021	Scott	Unknown	4
7/9/2021	Scott	Unknown	1
7/8/2021	Scott	Unknown	1
7/7/2021	Scott	Unknown	2
7/6/2021	Scott	Unknown	2
7/5/2021	Scott	Unknown	1
6/30/2021	Scott	Unknown	2
6/26/2021	Scott	Unknown	1
6/25/2021	Scott	Unknown	2
6/24/2021	Scott	Unknown	2
6/22/2021	Scott	Unknown	1
6/19/2021	Scott	Unknown	1
6/17/2021	Scott	Unknown	3
6/16/2021	Scott	Unknown	1
6/15/2021	Scott	Unknown	3
6/11/2021	Scott	Unknown	3
6/10/2021	Scott	Unknown	1
6/8/2021	Scott	Unknown	2
6/4/2021	Scott	Unknown	3
6/3/2021	Scott	Unknown	1
6/2/2021	Scott	Unknown	2
5/28/2021	Scott	Unknown	10
5/27/2021	Scott	Unknown	3
5/26/2021	Scott	Unknown	1
5/24/2021	Scott	Unknown	1
5/21/2021	Scott	Unknown	8
5/20/2021	Scott	Unknown	2
5/19/2021	Scott	Unknown	1
5/18/2021	Scott	Unknown	1
5/15/2021	Scott	Unknown	1
5/14/2021	Scott	Unknown	7
5/13/2021	Scott	Unknown	1
5/12/2021	Scott	Unknown	1
5/11/2021	Scott	Unknown	3
5/10/2021	Scott	Unknown	1
5/7/2021	Scott	Unknown	3
5/6/2021	Scott	Unknown	5
5/5/2021	Scott	Unknown	2
5/4/2021	Scott	Unknown	11
5/2/2021	Scott	Unknown	1
4/30/2021	Scott	Unknown	9
4/29/2021	Scott	Unknown	4
4/28/2021	Scott	Unknown	2
4/26/2021	Scott	Unknown	3
4/24/2021	Scott	Unknown	3
4/23/2021	Scott	Unknown	6
4/22/2021	Scott	Unknown	1
4/21/2021	Scott	Unknown	2
4/20/2021	Scott	Unknown	3
4/19/2021	Scott	Unknown	4
4/16/2021	Scott	Unknown	16
4/15/2021	Scott	Unknown	20
4/14/2021	Scott	Unknown	3
4/13/2021	Scott	Unknown	7
4/12/2021	Scott	Unknown	2
4/10/2021	Scott	Unknown	1
4/9/2021	Scott	Unknown	29
4/8/2021	Scott	Unknown	21
4/7/2021	Scott	Unknown	4
4/6/2021	Scott	Unknown	10
4/5/2021	Scott	Unknown	10
4/2/2021	Scott	Unknown	13
4/1/2021	Scott	Unknown	6
3/31/2021	Scott	Unknown	10
3/30/2021	Scott	Unknown	29
3/29/2021	Scott	Unknown	7
3/28/2021	Scott	Unknown	15
3/26/2021	Scott	Unknown	6
3/25/2021	Scott	Unknown	6
3/24/2021	Scott	Unknown	12
3/23/2021	Scott	Unknown	2
3/22/2021	Scott	Unknown	29
3/20/2021	Scott	Unknown	3
3/19/2021	Scott	Unknown	34
3/18/2021	Scott	Unknown	12
3/17/2021	Scott	Unknown	4
3/16/2021	Scott	Unknown	41
3/15/2021	Scott	Unknown	9
3/14/2021	Scott	Unknown	51
3/13/2021	Scott	Unknown	1
3/12/2021	Scott	Unknown	5
3/11/2021	Scott	Unknown	30
3/10/2021	Scott	Unknown	30
3/9/2021	Scott	Unknown	5
3/5/2021	Scott	Unknown	2
3/4/2021	Scott	Unknown	28
3/3/2021	Scott	Unknown	53
3/2/2021	Scott	Unknown	5
3/1/2021	Scott	Unknown	1
2/27/2021	Scott	Unknown	10
2/26/2021	Scott	Unknown	9
2/25/2021	Scott	Unknown	12
2/24/2021	Scott	Unknown	69
2/23/2021	Scott	Unknown	6
2/22/2021	Scott	Unknown	1
2/20/2021	Scott	Unknown	2
2/17/2021	Scott	Unknown	1
2/13/2021	Scott	Unknown	1
2/12/2021	Scott	Unknown	12
2/11/2021	Scott	Unknown	2
2/10/2021	Scott	Unknown	11
2/9/2021	Scott	Unknown	14
2/8/2021	Scott	Unknown	11
2/6/2021	Scott	Unknown	1
2/5/2021	Scott	Unknown	210
2/4/2021	Scott	Unknown	13
2/3/2021	Scott	Unknown	3
2/2/2021	Scott	Unknown	5
2/1/2021	Scott	Unknown	4
1/30/2021	Scott	Unknown	1
1/29/2021	Scott	Unknown	160
1/28/2021	Scott	Unknown	16
1/27/2021	Scott	Unknown	16
1/26/2021	Scott	Unknown	19
1/25/2021	Scott	Unknown	33
1/23/2021	Scott	Unknown	1
1/22/2021	Scott	Unknown	68
1/21/2021	Scott	Unknown	27
1/20/2021	Scott	Unknown	51
1/19/2021	Scott	Unknown	23
1/18/2021	Scott	Unknown	20
1/16/2021	Scott	Unknown	8
1/15/2021	Scott	Unknown	19
1/14/2021	Scott	Unknown	29
1/13/2021	Scott	Unknown	28
1/12/2021	Scott	Unknown	2
1/11/2021	Scott	Unknown	2
1/9/2021	Scott	Unknown	1
1/8/2021	Scott	Unknown	33
1/7/2021	Scott	Unknown	7
1/6/2021	Scott	Unknown	21
1/5/2021	Scott	Unknown	6
1/4/2021	Scott	Unknown	3
12/31/2020	Scott	Unknown	1
12/30/2020	Scott	Unknown	7
12/29/2020	Scott	Unknown	4
12/28/2020	Scott	Unknown	1
12/24/2020	Scott	Unknown	3
12/23/2020	Scott	Unknown	64
12/22/2020	Scott	Unknown	67
12/21/2020	Scott	Unknown	29
12/20/2020	Scott	Unknown	2
12/19/2020	Scott	Unknown	3
12/18/2020	Scott	Unknown	7
12/17/2020	Scott	Unknown	12
12/15/2020	Scott	Unknown	1
8/27/2021	Scott	Not Hispanic or Latino	42
8/26/2021	Scott	Not Hispanic or Latino	44
8/25/2021	Scott	Not Hispanic or Latino	29
8/24/2021	Scott	Not Hispanic or Latino	39
8/23/2021	Scott	Not Hispanic or Latino	38
8/22/2021	Scott	Not Hispanic or Latino	9
8/21/2021	Scott	Not Hispanic or Latino	20
8/20/2021	Scott	Not Hispanic or Latino	63
8/19/2021	Scott	Not Hispanic or Latino	53
8/18/2021	Scott	Not Hispanic or Latino	53
8/17/2021	Scott	Not Hispanic or Latino	34
8/16/2021	Scott	Not Hispanic or Latino	53
8/15/2021	Scott	Not Hispanic or Latino	11
8/14/2021	Scott	Not Hispanic or Latino	17
8/13/2021	Scott	Not Hispanic or Latino	57
8/12/2021	Scott	Not Hispanic or Latino	36
8/11/2021	Scott	Not Hispanic or Latino	43
8/10/2021	Scott	Not Hispanic or Latino	44
8/9/2021	Scott	Not Hispanic or Latino	51
8/8/2021	Scott	Not Hispanic or Latino	12
8/7/2021	Scott	Not Hispanic or Latino	13
8/6/2021	Scott	Not Hispanic or Latino	56
8/5/2021	Scott	Not Hispanic or Latino	42
8/4/2021	Scott	Not Hispanic or Latino	47
8/3/2021	Scott	Not Hispanic or Latino	55
8/2/2021	Scott	Not Hispanic or Latino	43
8/1/2021	Scott	Not Hispanic or Latino	19
7/31/2021	Scott	Not Hispanic or Latino	35
7/30/2021	Scott	Not Hispanic or Latino	40
7/29/2021	Scott	Not Hispanic or Latino	44
7/28/2021	Scott	Not Hispanic or Latino	47
7/27/2021	Scott	Not Hispanic or Latino	65
7/26/2021	Scott	Not Hispanic or Latino	44
7/25/2021	Scott	Not Hispanic or Latino	15
7/24/2021	Scott	Not Hispanic or Latino	22
7/23/2021	Scott	Not Hispanic or Latino	66
7/22/2021	Scott	Not Hispanic or Latino	41
7/21/2021	Scott	Not Hispanic or Latino	38
7/20/2021	Scott	Not Hispanic or Latino	27
7/19/2021	Scott	Not Hispanic or Latino	36
7/18/2021	Scott	Not Hispanic or Latino	4
7/17/2021	Scott	Not Hispanic or Latino	19
7/16/2021	Scott	Not Hispanic or Latino	37
7/15/2021	Scott	Not Hispanic or Latino	35
7/14/2021	Scott	Not Hispanic or Latino	22
7/13/2021	Scott	Not Hispanic or Latino	24
7/12/2021	Scott	Not Hispanic or Latino	28
7/11/2021	Scott	Not Hispanic or Latino	8
7/10/2021	Scott	Not Hispanic or Latino	15
7/9/2021	Scott	Not Hispanic or Latino	35
7/8/2021	Scott	Not Hispanic or Latino	17
7/7/2021	Scott	Not Hispanic or Latino	19
7/6/2021	Scott	Not Hispanic or Latino	20
7/5/2021	Scott	Not Hispanic or Latino	12
7/3/2021	Scott	Not Hispanic or Latino	6
7/2/2021	Scott	Not Hispanic or Latino	26
7/1/2021	Scott	Not Hispanic or Latino	19
6/30/2021	Scott	Not Hispanic or Latino	19
6/29/2021	Scott	Not Hispanic or Latino	7
6/28/2021	Scott	Not Hispanic or Latino	20
6/27/2021	Scott	Not Hispanic or Latino	2
6/26/2021	Scott	Not Hispanic or Latino	6
6/25/2021	Scott	Not Hispanic or Latino	29
6/24/2021	Scott	Not Hispanic or Latino	28
6/23/2021	Scott	Not Hispanic or Latino	18
6/22/2021	Scott	Not Hispanic or Latino	24
6/21/2021	Scott	Not Hispanic or Latino	16
6/20/2021	Scott	Not Hispanic or Latino	6
6/19/2021	Scott	Not Hispanic or Latino	3
6/18/2021	Scott	Not Hispanic or Latino	30
6/17/2021	Scott	Not Hispanic or Latino	17
6/16/2021	Scott	Not Hispanic or Latino	18
6/15/2021	Scott	Not Hispanic or Latino	29
6/14/2021	Scott	Not Hispanic or Latino	15
6/12/2021	Scott	Not Hispanic or Latino	6
6/11/2021	Scott	Not Hispanic or Latino	43
6/10/2021	Scott	Not Hispanic or Latino	12
6/9/2021	Scott	Not Hispanic or Latino	10
6/8/2021	Scott	Not Hispanic or Latino	18
6/7/2021	Scott	Not Hispanic or Latino	23
6/6/2021	Scott	Not Hispanic or Latino	2
6/5/2021	Scott	Not Hispanic or Latino	7
6/4/2021	Scott	Not Hispanic or Latino	23
6/3/2021	Scott	Not Hispanic or Latino	19
6/2/2021	Scott	Not Hispanic or Latino	20
6/1/2021	Scott	Not Hispanic or Latino	18
5/31/2021	Scott	Not Hispanic or Latino	1
5/30/2021	Scott	Not Hispanic or Latino	1
5/29/2021	Scott	Not Hispanic or Latino	8
5/28/2021	Scott	Not Hispanic or Latino	44
5/27/2021	Scott	Not Hispanic or Latino	24
5/26/2021	Scott	Not Hispanic or Latino	22
5/25/2021	Scott	Not Hispanic or Latino	23
5/24/2021	Scott	Not Hispanic or Latino	19
5/23/2021	Scott	Not Hispanic or Latino	8
5/22/2021	Scott	Not Hispanic or Latino	12
5/21/2021	Scott	Not Hispanic or Latino	63
5/20/2021	Scott	Not Hispanic or Latino	31
5/19/2021	Scott	Not Hispanic or Latino	49
5/18/2021	Scott	Not Hispanic or Latino	51
5/17/2021	Scott	Not Hispanic or Latino	26
5/16/2021	Scott	Not Hispanic or Latino	8
5/15/2021	Scott	Not Hispanic or Latino	12
5/14/2021	Scott	Not Hispanic or Latino	45
5/13/2021	Scott	Not Hispanic or Latino	23
5/12/2021	Scott	Not Hispanic or Latino	15
5/11/2021	Scott	Not Hispanic or Latino	38
5/10/2021	Scott	Not Hispanic or Latino	18
5/8/2021	Scott	Not Hispanic or Latino	16
5/7/2021	Scott	Not Hispanic or Latino	19
5/6/2021	Scott	Not Hispanic or Latino	26
5/5/2021	Scott	Not Hispanic or Latino	28
5/4/2021	Scott	Not Hispanic or Latino	86
5/3/2021	Scott	Not Hispanic or Latino	19
5/2/2021	Scott	Not Hispanic or Latino	6
5/1/2021	Scott	Not Hispanic or Latino	6
4/30/2021	Scott	Not Hispanic or Latino	26
4/29/2021	Scott	Not Hispanic or Latino	19
4/28/2021	Scott	Not Hispanic or Latino	23
4/27/2021	Scott	Not Hispanic or Latino	12
4/26/2021	Scott	Not Hispanic or Latino	21
4/25/2021	Scott	Not Hispanic or Latino	1
4/24/2021	Scott	Not Hispanic or Latino	18
4/23/2021	Scott	Not Hispanic or Latino	32
4/22/2021	Scott	Not Hispanic or Latino	27
4/21/2021	Scott	Not Hispanic or Latino	51
4/20/2021	Scott	Not Hispanic or Latino	41
4/19/2021	Scott	Not Hispanic or Latino	30
4/18/2021	Scott	Not Hispanic or Latino	4
4/17/2021	Scott	Not Hispanic or Latino	8
4/16/2021	Scott	Not Hispanic or Latino	32
4/15/2021	Scott	Not Hispanic or Latino	86
4/14/2021	Scott	Not Hispanic or Latino	37
4/13/2021	Scott	Not Hispanic or Latino	34
4/12/2021	Scott	Not Hispanic or Latino	56
4/11/2021	Scott	Not Hispanic or Latino	12
4/10/2021	Scott	Not Hispanic or Latino	18
4/9/2021	Scott	Not Hispanic or Latino	100
4/8/2021	Scott	Not Hispanic or Latino	121
4/7/2021	Scott	Not Hispanic or Latino	90
4/6/2021	Scott	Not Hispanic or Latino	78
4/5/2021	Scott	Not Hispanic or Latino	43
4/4/2021	Scott	Not Hispanic or Latino	2
4/3/2021	Scott	Not Hispanic or Latino	21
4/2/2021	Scott	Not Hispanic or Latino	49
4/1/2021	Scott	Not Hispanic or Latino	61
3/31/2021	Scott	Not Hispanic or Latino	53
3/30/2021	Scott	Not Hispanic or Latino	149
3/29/2021	Scott	Not Hispanic or Latino	64
3/28/2021	Scott	Not Hispanic or Latino	149
3/27/2021	Scott	Not Hispanic or Latino	6
3/26/2021	Scott	Not Hispanic or Latino	124
3/25/2021	Scott	Not Hispanic or Latino	77
3/24/2021	Scott	Not Hispanic or Latino	92
3/23/2021	Scott	Not Hispanic or Latino	37
3/22/2021	Scott	Not Hispanic or Latino	55
3/21/2021	Scott	Not Hispanic or Latino	8
3/20/2021	Scott	Not Hispanic or Latino	12
3/19/2021	Scott	Not Hispanic or Latino	207
3/18/2021	Scott	Not Hispanic or Latino	80
3/17/2021	Scott	Not Hispanic or Latino	28
3/16/2021	Scott	Not Hispanic or Latino	263
3/15/2021	Scott	Not Hispanic or Latino	97
3/14/2021	Scott	Not Hispanic or Latino	335
3/13/2021	Scott	Not Hispanic or Latino	8
3/12/2021	Scott	Not Hispanic or Latino	137
3/11/2021	Scott	Not Hispanic or Latino	72
3/10/2021	Scott	Not Hispanic or Latino	82
3/9/2021	Scott	Not Hispanic or Latino	45
3/8/2021	Scott	Not Hispanic or Latino	17
3/7/2021	Scott	Not Hispanic or Latino	1
3/6/2021	Scott	Not Hispanic or Latino	10
3/5/2021	Scott	Not Hispanic or Latino	17
3/4/2021	Scott	Not Hispanic or Latino	203
3/3/2021	Scott	Not Hispanic or Latino	343
3/2/2021	Scott	Not Hispanic or Latino	117
3/1/2021	Scott	Not Hispanic or Latino	35
2/28/2021	Scott	Not Hispanic or Latino	5
2/27/2021	Scott	Not Hispanic or Latino	27
2/26/2021	Scott	Not Hispanic or Latino	40
2/25/2021	Scott	Not Hispanic or Latino	46
2/24/2021	Scott	Not Hispanic or Latino	497
2/23/2021	Scott	Not Hispanic or Latino	19
2/22/2021	Scott	Not Hispanic or Latino	17
2/20/2021	Scott	Not Hispanic or Latino	6
2/19/2021	Scott	Not Hispanic or Latino	6
2/18/2021	Scott	Not Hispanic or Latino	30
2/17/2021	Scott	Not Hispanic or Latino	15
2/16/2021	Scott	Not Hispanic or Latino	12
2/15/2021	Scott	Not Hispanic or Latino	18
2/14/2021	Scott	Not Hispanic or Latino	2
2/13/2021	Scott	Not Hispanic or Latino	22
2/12/2021	Scott	Not Hispanic or Latino	54
2/11/2021	Scott	Not Hispanic or Latino	26
2/10/2021	Scott	Not Hispanic or Latino	26
2/9/2021	Scott	Not Hispanic or Latino	236
2/8/2021	Scott	Not Hispanic or Latino	30
2/7/2021	Scott	Not Hispanic or Latino	1
2/6/2021	Scott	Not Hispanic or Latino	12
2/5/2021	Scott	Not Hispanic or Latino	402
2/4/2021	Scott	Not Hispanic or Latino	89
2/3/2021	Scott	Not Hispanic or Latino	17
2/2/2021	Scott	Not Hispanic or Latino	37
2/1/2021	Scott	Not Hispanic or Latino	24
1/30/2021	Scott	Not Hispanic or Latino	1
1/29/2021	Scott	Not Hispanic or Latino	760
1/28/2021	Scott	Not Hispanic or Latino	71
1/27/2021	Scott	Not Hispanic or Latino	38
1/26/2021	Scott	Not Hispanic or Latino	165
1/25/2021	Scott	Not Hispanic or Latino	195
1/24/2021	Scott	Not Hispanic or Latino	1
1/23/2021	Scott	Not Hispanic or Latino	7
1/22/2021	Scott	Not Hispanic or Latino	468
1/21/2021	Scott	Not Hispanic or Latino	348
1/20/2021	Scott	Not Hispanic or Latino	435
1/19/2021	Scott	Not Hispanic or Latino	220
1/18/2021	Scott	Not Hispanic or Latino	233
1/17/2021	Scott	Not Hispanic or Latino	1
1/16/2021	Scott	Not Hispanic or Latino	33
1/15/2021	Scott	Not Hispanic or Latino	65
1/14/2021	Scott	Not Hispanic or Latino	61
1/13/2021	Scott	Not Hispanic or Latino	148
1/12/2021	Scott	Not Hispanic or Latino	6
1/11/2021	Scott	Not Hispanic or Latino	3
1/10/2021	Scott	Not Hispanic or Latino	3
1/9/2021	Scott	Not Hispanic or Latino	8
1/8/2021	Scott	Not Hispanic or Latino	74
1/7/2021	Scott	Not Hispanic or Latino	15
1/6/2021	Scott	Not Hispanic or Latino	56
1/5/2021	Scott	Not Hispanic or Latino	32
1/4/2021	Scott	Not Hispanic or Latino	13
1/3/2021	Scott	Not Hispanic or Latino	1
1/2/2021	Scott	Not Hispanic or Latino	2
1/1/2021	Scott	Not Hispanic or Latino	13
12/31/2020	Scott	Not Hispanic or Latino	11
12/30/2020	Scott	Not Hispanic or Latino	77
12/29/2020	Scott	Not Hispanic or Latino	13
12/28/2020	Scott	Not Hispanic or Latino	5
12/26/2020	Scott	Not Hispanic or Latino	2
12/24/2020	Scott	Not Hispanic or Latino	3
12/23/2020	Scott	Not Hispanic or Latino	119
12/22/2020	Scott	Not Hispanic or Latino	134
12/21/2020	Scott	Not Hispanic or Latino	43
12/20/2020	Scott	Not Hispanic or Latino	3
12/19/2020	Scott	Not Hispanic or Latino	1
12/18/2020	Scott	Not Hispanic or Latino	16
12/17/2020	Scott	Not Hispanic or Latino	15
8/27/2021	Scott	Hispanic or Latino	2
8/23/2021	Scott	Hispanic or Latino	1
8/22/2021	Scott	Hispanic or Latino	1
8/18/2021	Scott	Hispanic or Latino	5
8/16/2021	Scott	Hispanic or Latino	4
8/15/2021	Scott	Hispanic or Latino	2
8/14/2021	Scott	Hispanic or Latino	1
8/13/2021	Scott	Hispanic or Latino	3
8/11/2021	Scott	Hispanic or Latino	2
8/9/2021	Scott	Hispanic or Latino	1
8/8/2021	Scott	Hispanic or Latino	1
8/7/2021	Scott	Hispanic or Latino	1
8/5/2021	Scott	Hispanic or Latino	1
8/3/2021	Scott	Hispanic or Latino	3
7/31/2021	Scott	Hispanic or Latino	1
7/29/2021	Scott	Hispanic or Latino	1
7/27/2021	Scott	Hispanic or Latino	1
7/24/2021	Scott	Hispanic or Latino	1
7/23/2021	Scott	Hispanic or Latino	1
7/22/2021	Scott	Hispanic or Latino	3
7/21/2021	Scott	Hispanic or Latino	1
7/20/2021	Scott	Hispanic or Latino	1
7/19/2021	Scott	Hispanic or Latino	4
7/16/2021	Scott	Hispanic or Latino	3
7/15/2021	Scott	Hispanic or Latino	3
7/14/2021	Scott	Hispanic or Latino	1
7/12/2021	Scott	Hispanic or Latino	2
7/10/2021	Scott	Hispanic or Latino	2
7/9/2021	Scott	Hispanic or Latino	1
7/8/2021	Scott	Hispanic or Latino	1
7/7/2021	Scott	Hispanic or Latino	2
7/6/2021	Scott	Hispanic or Latino	2
7/5/2021	Scott	Hispanic or Latino	2
6/30/2021	Scott	Hispanic or Latino	1
6/29/2021	Scott	Hispanic or Latino	1
6/27/2021	Scott	Hispanic or Latino	1
6/25/2021	Scott	Hispanic or Latino	1
6/16/2021	Scott	Hispanic or Latino	1
6/12/2021	Scott	Hispanic or Latino	1
6/11/2021	Scott	Hispanic or Latino	1
6/9/2021	Scott	Hispanic or Latino	1
6/8/2021	Scott	Hispanic or Latino	1
6/2/2021	Scott	Hispanic or Latino	2
6/1/2021	Scott	Hispanic or Latino	1
5/29/2021	Scott	Hispanic or Latino	2
5/28/2021	Scott	Hispanic or Latino	1
5/27/2021	Scott	Hispanic or Latino	3
5/21/2021	Scott	Hispanic or Latino	3
5/18/2021	Scott	Hispanic or Latino	1
5/15/2021	Scott	Hispanic or Latino	1
5/14/2021	Scott	Hispanic or Latino	2
5/11/2021	Scott	Hispanic or Latino	1
5/10/2021	Scott	Hispanic or Latino	2
5/4/2021	Scott	Hispanic or Latino	3
5/3/2021	Scott	Hispanic or Latino	1
5/1/2021	Scott	Hispanic or Latino	1
4/30/2021	Scott	Hispanic or Latino	1
4/29/2021	Scott	Hispanic or Latino	3
4/28/2021	Scott	Hispanic or Latino	4
4/27/2021	Scott	Hispanic or Latino	1
4/26/2021	Scott	Hispanic or Latino	2
4/23/2021	Scott	Hispanic or Latino	1
4/22/2021	Scott	Hispanic or Latino	1
4/21/2021	Scott	Hispanic or Latino	4
4/19/2021	Scott	Hispanic or Latino	1
4/17/2021	Scott	Hispanic or Latino	2
4/16/2021	Scott	Hispanic or Latino	7
4/15/2021	Scott	Hispanic or Latino	5
4/14/2021	Scott	Hispanic or Latino	1
4/12/2021	Scott	Hispanic or Latino	1
4/9/2021	Scott	Hispanic or Latino	5
4/7/2021	Scott	Hispanic or Latino	2
4/2/2021	Scott	Hispanic or Latino	2
4/1/2021	Scott	Hispanic or Latino	4
3/31/2021	Scott	Hispanic or Latino	1
3/30/2021	Scott	Hispanic or Latino	5
3/29/2021	Scott	Hispanic or Latino	1
3/27/2021	Scott	Hispanic or Latino	1
3/26/2021	Scott	Hispanic or Latino	2
3/25/2021	Scott	Hispanic or Latino	1
3/24/2021	Scott	Hispanic or Latino	2
3/23/2021	Scott	Hispanic or Latino	3
3/21/2021	Scott	Hispanic or Latino	2
3/19/2021	Scott	Hispanic or Latino	3
3/18/2021	Scott	Hispanic or Latino	3
3/17/2021	Scott	Hispanic or Latino	1
3/16/2021	Scott	Hispanic or Latino	1
3/15/2021	Scott	Hispanic or Latino	1
3/14/2021	Scott	Hispanic or Latino	6
3/11/2021	Scott	Hispanic or Latino	6
3/10/2021	Scott	Hispanic or Latino	3
3/5/2021	Scott	Hispanic or Latino	1
3/4/2021	Scott	Hispanic or Latino	2
3/3/2021	Scott	Hispanic or Latino	2
3/1/2021	Scott	Hispanic or Latino	1
2/25/2021	Scott	Hispanic or Latino	3
2/24/2021	Scott	Hispanic or Latino	7
2/23/2021	Scott	Hispanic or Latino	1
2/19/2021	Scott	Hispanic or Latino	1
2/10/2021	Scott	Hispanic or Latino	2
2/9/2021	Scott	Hispanic or Latino	1
2/5/2021	Scott	Hispanic or Latino	22
2/2/2021	Scott	Hispanic or Latino	1
1/29/2021	Scott	Hispanic or Latino	30
1/28/2021	Scott	Hispanic or Latino	1
1/27/2021	Scott	Hispanic or Latino	1
1/26/2021	Scott	Hispanic or Latino	3
1/25/2021	Scott	Hispanic or Latino	2
1/22/2021	Scott	Hispanic or Latino	7
1/19/2021	Scott	Hispanic or Latino	1
1/18/2021	Scott	Hispanic or Latino	3
1/15/2021	Scott	Hispanic or Latino	3
1/13/2021	Scott	Hispanic or Latino	2
1/8/2021	Scott	Hispanic or Latino	5
1/6/2021	Scott	Hispanic or Latino	7
1/5/2021	Scott	Hispanic or Latino	1
1/4/2021	Scott	Hispanic or Latino	2
12/29/2020	Scott	Hispanic or Latino	1
12/24/2020	Scott	Hispanic or Latino	1
12/23/2020	Scott	Hispanic or Latino	2
12/17/2020	Scott	Hispanic or Latino	4
8/26/2021	Shannon	Unknown	1
8/23/2021	Shannon	Unknown	1
8/20/2021	Shannon	Unknown	3
8/19/2021	Shannon	Unknown	6
8/18/2021	Shannon	Unknown	1
8/17/2021	Shannon	Unknown	2
8/16/2021	Shannon	Unknown	1
8/12/2021	Shannon	Unknown	1
8/10/2021	Shannon	Unknown	2
8/9/2021	Shannon	Unknown	1
8/6/2021	Shannon	Unknown	1
8/5/2021	Shannon	Unknown	1
8/3/2021	Shannon	Unknown	2
8/2/2021	Shannon	Unknown	1
8/1/2021	Shannon	Unknown	1
7/30/2021	Shannon	Unknown	3
7/29/2021	Shannon	Unknown	1
7/27/2021	Shannon	Unknown	2
7/22/2021	Shannon	Unknown	3
7/20/2021	Shannon	Unknown	2
7/19/2021	Shannon	Unknown	1
7/9/2021	Shannon	Unknown	2
7/8/2021	Shannon	Unknown	2
7/2/2021	Shannon	Unknown	1
6/9/2021	Shannon	Unknown	1
6/3/2021	Shannon	Unknown	1
5/24/2021	Shannon	Unknown	3
5/21/2021	Shannon	Unknown	1
5/17/2021	Shannon	Unknown	1
5/13/2021	Shannon	Unknown	1
5/7/2021	Shannon	Unknown	1
4/29/2021	Shannon	Unknown	2
4/12/2021	Shannon	Unknown	1
4/6/2021	Shannon	Unknown	1
4/5/2021	Shannon	Unknown	2
3/26/2021	Shannon	Unknown	1
3/18/2021	Shannon	Unknown	1
3/17/2021	Shannon	Unknown	1
3/12/2021	Shannon	Unknown	3
3/8/2021	Shannon	Unknown	3
3/5/2021	Shannon	Unknown	1
2/26/2021	Shannon	Unknown	2
2/25/2021	Shannon	Unknown	2
2/12/2021	Shannon	Unknown	4
2/11/2021	Shannon	Unknown	1
2/5/2021	Shannon	Unknown	4
2/1/2021	Shannon	Unknown	1
1/29/2021	Shannon	Unknown	4
1/28/2021	Shannon	Unknown	1
1/26/2021	Shannon	Unknown	1
1/19/2021	Shannon	Unknown	6
1/11/2021	Shannon	Unknown	1
1/5/2021	Shannon	Unknown	1
12/22/2020	Shannon	Unknown	1
8/28/2021	Shannon	Not Hispanic or Latino	1
8/27/2021	Shannon	Not Hispanic or Latino	5
8/26/2021	Shannon	Not Hispanic or Latino	18
8/25/2021	Shannon	Not Hispanic or Latino	4
