zip,count
64101,33
64102,37
64105,674
64106,939
64108,1137
64109,981
64110,1455
64111,1736
64112,786
64113,857
64114,1987
64116,1270
64117,1396
64118,2415
64119,2042
64120,87
64123,1311
64124,1505
64125,247
64126,763
64127,2021
64128,1246
64129,867
64130,2290
64131,2059
64132,1353
64133,1735
64134,2299
64136,236
64137,1057
64138,1316
64139,324
64145,496
64146,110
64147,37
64149,42
64151,2000
64152,714
64153,548
64154,1334
64155,2664
64156,727
64157,2297
64158,668
64161,20
64163,29
64164,12
64165,17
64166,22
64167,22
