zip,count
64101,46
64102,46
64105,822
64106,1112
64108,1422
64109,1288
64110,1796
64111,2125
64112,907
64113,1147
64114,2482
64116,1604
64117,1823
64118,3090
64119,2768
64120,113
64123,1593
64124,1810
64125,306
64126,957
64127,2571
64128,1663
64129,1190
64130,3003
64131,2665
64132,1789
64133,2196
64134,2973
64136,299
64137,1332
64138,1671
64139,394
64145,630
64146,139
64147,44
64149,50
64151,2593
64152,919
64153,675
64154,1670
64155,3545
64156,984
64157,2930
64158,856
64161,29
64163,41
64164,18
64165,27
64166,33
64167,30
