zip,count
64101,36
64102,37
64105,697
64106,970
64108,1228
64109,1046
64110,1537
64111,1806
64112,807
64113,945
64114,2100
64116,1353
64117,1499
64118,2558
64119,2204
64120,90
64123,1388
64124,1583
64125,270
64126,819
64127,2165
64128,1372
64129,954
64130,2511
64131,2182
64132,1471
64133,1877
64134,2468
64136,253
64137,1115
64138,1402
64139,338
64145,525
64146,117
64147,39
64149,44
64151,2105
64152,756
64153,576
64154,1399
64155,2843
64156,791
64157,2438
64158,703
64161,24
64163,31
64164,13
64165,22
64166,24
64167,21
