zip,count
64101,38
64102,37
64105,716
64106,995
64108,1254
64109,1075
64110,1584
64111,1851
64112,822
64113,973
64114,2167
64116,1404
64117,1542
64118,2647
64119,2292
64120,93
64123,1425
64124,1633
64125,273
64126,837
64127,2236
64128,1412
64129,989
64130,2597
64131,2246
64132,1520
64133,1916
64134,2555
64136,259
64137,1150
64138,1452
64139,340
64145,544
64146,126
64147,39
64149,48
64151,2204
64152,785
64153,591
64154,1443
64155,2968
64156,833
64157,2507
64158,726
64161,24
64163,32
64164,16
64165,23
64166,25
64167,22
