zip,count
64101,26
64102,33
64105,556
64106,736
64108,913
64109,700
64110,1130
64111,1396
64112,694
64113,711
64114,1659
64116,1015
64117,1077
64118,1903
64119,1605
64120,65
64123,1064
64124,1240
64125,213
64126,582
64127,1421
64128,809
64129,587
64130,1523
64131,1556
64132,863
64133,1243
64134,1580
64136,176
64137,825
64138,919
64139,273
64145,420
64146,83
64147,25
64149,35
64151,1650
64152,572
64153,462
64154,1091
64155,2157
64156,585
64157,1833
64158,521
64161,18
64163,24
64164,6
64165,13
64166,16
64167,16
