zip,count
64101,26
64102,33
64105,555
64106,724
64108,907
64109,673
64110,1104
64111,1385
64112,690
64113,706
64114,1650
64116,1006
64117,1061
64118,1872
64119,1586
64120,62
64123,1048
64124,1218
64125,204
64126,578
64127,1365
64128,777
64129,559
64130,1470
64131,1533
64132,841
64133,1221
64134,1534
64136,170
64137,822
64138,890
64139,265
64145,414
64146,84
64147,24
64149,35
64151,1634
64152,565
64153,454
64154,1080
64155,2144
64156,583
64157,1825
64158,518
64161,18
64163,24
64164,6
64165,13
64166,16
64167,16
