zip,count
64101,66
64102,73
64105,1254
64106,1601
64108,2229
64109,2023
64110,2799
64111,3266
64112,1397
64113,1828
64114,3878
64116,2355
64117,2630
64118,4580
64119,4002
64120,157
64123,2197
64124,2433
64125,437
64126,1305
64127,3570
64128,2463
64129,1714
64130,4369
64131,4128
64132,2755
64133,3182
64134,4370
64136,424
64137,1874
64138,2404
64139,586
64145,937
64146,207
64147,72
64149,69
64151,4004
64152,1424
64153,1022
64154,2452
64155,5212
64156,1449
64157,4136
64158,1209
64161,38
64163,67
64164,24
64165,43
64166,42
64167,36
