zip,count
64014,1264
64015,1439
64016,132
64029,824
64030,1281
64034,295
64050,986
64052,912
64053,238
64054,145
64055,1545
64056,739
64057,822
64058,321
64063,817
64064,1002
64065,NA
64066,7
64070,138
64075,451
64081,1191
64082,715
64086,1086
64088,34
64133,928
64138,541
