zip,count
64101,25
64102,31
64105,532
64106,691
64108,849
64109,611
64110,1034
64111,1319
64112,648
64113,643
64114,1545
64116,985
64117,1014
64118,1809
64119,1526
64120,61
64123,987
64124,1128
64125,189
64126,541
64127,1274
64128,707
64129,519
64130,1368
64131,1463
64132,863
64133,1145
64134,1416
64136,163
64137,790
64138,821
64139,264
64145,417
64146,79
64147,23
64149,34
64151,1587
64152,563
64153,443
64154,1052
64155,2087
64156,553
64157,1765
64158,528
64161,15
64163,24
64164,6
64165,12
64166,16
64167,16
