zip,count
64101,13
64102,30
64105,488
64106,645
64108,772
64109,553
64110,945
64111,1186
64112,578
64113,564
64114,1347
64116,892
64117,905
64118,1630
64119,1382
64120,56
64123,916
64124,1025
64125,183
64126,492
64127,1158
64128,650
64129,478
64130,1231
64131,1298
64132,812
64133,1009
64134,1292
64136,142
64137,719
64138,731
64139,238
64145,355
64146,73
64147,20
64149,23
64151,1424
64152,525
64153,415
64154,980
64155,1886
64156,496
64157,1542
64158,456
64161,16
64163,22
64164,5
64165,10
64166,15
64167,15
