zip,count
64101,66
64102,73
64105,1253
64106,1599
64108,2228
64109,2021
64110,2796
64111,3257
64112,1392
64113,1825
64114,3875
64116,2349
64117,2628
64118,4574
64119,3997
64120,157
64123,2193
64124,2431
64125,435
64126,1305
64127,3569
64128,2458
64129,1712
64130,4365
64131,4126
64132,2755
64133,3175
64134,4365
64136,424
64137,1874
64138,2402
64139,583
64145,934
64146,207
64147,72
64149,69
64151,3996
64152,1423
64153,1022
64154,2449
64155,5208
64156,1447
64157,4135
64158,1209
64161,37
64163,67
64164,24
64165,44
64166,42
64167,36
