zip,count
66013,57
66018,381
66021,102
66025,6
66030,1299
66031,12
66061,4339
66062,4504
66083,330
66085,474
66202,1027
66203,1117
66204,1265
66205,787
66206,598
66207,853
66208,1236
66209,1101
66210,985
66211,305
66212,1852
66213,1768
66214,639
66215,1518
66216,1486
66217,312
66218,567
66219,761
66220,503
66221,1183
66223,1300
66224,793
66226,966
66227,489
