zip,count
64101,33
64102,35
64105,631
64106,859
64108,1042
64109,861
64110,1323
64111,1592
64112,760
64113,802
64114,1845
64116,1146
64117,1280
64118,2258
64119,1863
64120,79
64123,1204
64124,1376
64125,227
64126,691
64127,1806
64128,1069
64129,740
64130,1962
64131,1825
64132,1128
64133,1535
64134,2011
64136,217
64137,960
64138,1142
64139,306
64145,447
64146,96
64147,32
64149,38
64151,1855
64152,655
64153,520
64154,1232
64155,2425
64156,639
64157,2102
64158,607
64161,19
64163,24
64164,10
64165,14
64166,20
64167,19
