zip,count
64101,38
64102,37
64105,726
64106,1004
64108,1273
64109,1096
64110,1608
64111,1871
64112,831
64113,1001
64114,2194
64116,1434
64117,1568
64118,2703
64119,2338
64120,94
64123,1439
64124,1650
64125,281
64126,851
64127,2270
64128,1437
64129,1006
64130,2642
64131,2278
64132,1549
64133,1949
64134,2605
64136,262
64137,1173
64138,1489
64139,350
64145,555
64146,126
64147,40
64149,48
64151,2250
64152,797
64153,601
64154,1472
64155,3028
64156,853
64157,2554
64158,741
64161,24
64163,34
64164,19
64165,25
64166,26
64167,24
