zip,count
64101,33
64102,36
64105,651
64106,910
64108,1088
64109,932
64110,1386
64111,1680
64112,769
64113,817
64114,1919
64116,1212
64117,1348
64118,2341
64119,1959
64120,86
64123,1256
64124,1456
64125,240
64126,726
64127,1911
64128,1170
64129,787
64130,2157
64131,1957
64132,1259
64133,1638
64134,2190
64136,234
64137,1008
64138,1250
64139,316
64145,477
64146,104
64147,36
64149,40
64151,1941
64152,688
64153,535
64154,1289
64155,2562
64156,684
64157,2214
64158,631
64161,19
64163,28
64164,10
64165,15
64166,20
64167,20
