zip,count
60000,40
60001,6
60002,1966
60004,3979
60005,2518
60006,14
60007,3044
60008,2523
60009,19
60010,3288
60011,10
60012,1012
60013,2055
60014,4318
60015,1928
60016,6491
60017,15
60018,3620
60019,11
60020,906
60021,384
60022,474
60025,3304
60026,1054
60029,51
60030,2720
60031,3194
60033,1545
60034,173
60035,1834
60036,9
60038,8
60040,668
60041,805
60042,709
60043,176
60044,733
60045,1382
60046,3005
60047,3446
60048,2008
60050,3035
60051,2219
60053,2319
60055,9
60056,4969
60057,6
60060,3567
60061,1813
60062,3185
60063,9
60064,2957
60065,10
60067,3416
60068,3474
60069,629
60070,1512
60071,309
60072,55
60073,7156
60074,3601
60075,17
60076,3250
60077,2671
60078,12
60079,41
60081,834
60082,16
60083,864
60084,1471
60085,9627
60086,10
60087,3564
60088,780
60089,2925
60090,4208
60091,1701
60093,1605
60094,6
60095,9
60096,585
60097,911
60098,3267
60099,3489
60101,5066
60102,2853
60103,4330
60104,2444
60105,10
60106,2449
60107,4639
60108,2631
60109,63
60110,4664
60111,24
60112,449
60113,40
60115,4244
60116,10
60118,1413
60119,953
60120,6446
60121,32
60123,5634
60124,2307
60125,6
60126,4664
60129,23
60130,1219
60131,2538
60133,4822
60134,2613
60135,771
60136,864
60137,3360
60138,15
60139,3992
60140,1978
60141,75
60142,2396
60143,1202
60144,12
60145,213
60146,258
60147,14
60148,4648
60150,116
60151,345
60152,1158
60153,2655
60154,1678
60155,887
60156,2607
60157,235
60159,47
60160,3626
60161,14
60162,1506
60163,653
60164,3151
60165,704
60168,21
60169,3183
60170,8
60171,1225
60172,2467
60173,991
60174,3123
60175,2611
60176,1503
60177,2786
60178,1977
60180,129
60181,3007
60183,10
60184,250
60185,4560
60186,13
60187,2394
60188,4615
60189,2402
60190,1157
60191,1713
60192,1079
60193,3271
60194,1584
60195,339
60196,9
60201,2671
60202,2125
60203,285
60204,13
60208,19
60301,216
60302,2028
60303,18
60304,1010
60305,800
60401,845
60402,8635
60403,1893
60404,2113
60406,3094
60407,145
60408,602
60409,3766
60410,1448
60411,5915
60412,12
60415,1299
60416,1082
60417,1549
60418,1040
60419,2130
60420,556
60421,327
60422,788
60423,3549
60424,206
60425,904
60426,2759
60428,1131
60429,1474
60430,1703
60431,3214
60432,2626
60433,1935
60434,378
60435,5579
60436,2124
60437,19
60438,3375
60439,2408
60440,5859
60441,3710
60442,1202
60443,2055
60444,171
60445,1962
60446,4846
60447,1608
60448,2577
60449,797
60450,2363
60451,3578
60452,2968
60453,6012
60454,19
60455,1874
60456,410
60457,1305
60458,1464
60459,3283
60460,171
60461,354
60462,4018
60463,1619
60464,889
60465,1850
60466,2219
60467,2517
60468,698
60469,791
60470,41
60471,1219
60472,405
60473,2474
60474,90
60475,904
60476,260
60477,3870
60478,1632
60479,56
60480,520
60481,1276
60482,951
60484,607
60487,2740
60490,1959
60491,2397
60499,6
60501,1434
60502,1725
60503,1316
60504,3455
60505,8847
60506,6645
60507,33
60510,2350
60511,130
60512,96
60513,1850
60514,930
60515,2318
60516,2282
60517,2950
60518,265
60519,16
60520,244
60521,1759
60522,6
60523,974
60524,6
60525,3207
60526,1156
60527,2844
60528,9
60530,45
60531,171
60532,2033
60534,1279
60536,16
60537,50
60538,3148
60539,34
60540,3071
60541,291
60542,1750
60543,3630
60544,2789
60545,1574
60546,1517
60548,1301
60549,58
60550,128
60551,760
60552,398
60553,50
60554,1016
60555,1404
60556,132
60558,1201
60559,2248
60560,2611
60561,1918
60563,3197
60564,3394
60565,2786
60567,18
60585,2289
60586,5245
60598,13
60601,1082
60602,109
60603,79
60604,115
60605,1943
60606,325
60607,2657
60608,8022
60609,7215
60610,3499
60611,2286
60612,3462
60613,3866
60614,5870
60615,2356
60616,3749
60617,7978
60618,8413
60619,4687
60620,5431
60621,2317
60622,5175
60623,10872
60624,3334
