zip,count
60000,40
60001,6
60002,1925
60004,3901
60005,2464
60006,13
60007,2969
60008,2489
60009,19
60010,3212
60011,10
60012,988
60013,2012
60014,4177
60015,1902
60016,6337
60017,14
60018,3564
60019,11
60020,875
60021,372
60022,470
60025,3231
60026,1037
60029,48
60030,2665
60031,3142
60033,1516
60034,167
60035,1818
60036,9
60038,8
60040,668
60041,778
60042,695
60043,175
60044,718
60045,1343
60046,2935
60047,3406
60048,1975
60050,2954
60051,2178
60053,2275
60055,9
60056,4879
60057,6
60060,3500
60061,1771
60062,3123
60063,9
60064,2892
60065,10
60067,3345
60068,3386
60069,623
60070,1483
60071,299
60072,53
60073,7013
60074,3521
60075,17
60076,3187
60077,2601
60078,12
60079,41
60081,824
60082,16
60083,850
60084,1455
60085,9473
60086,10
60087,3496
60088,778
60089,2844
60090,4136
60091,1667
60093,1578
60094,6
60095,9
60096,579
60097,874
60098,3174
60099,3413
60101,4948
60102,2770
60103,4242
60104,2380
60105,10
60106,2403
60107,4544
60108,2583
60109,62
60110,4547
60111,24
60112,439
60113,40
60115,4136
60116,10
60118,1381
60119,928
60120,6342
60121,32
60123,5487
60124,2256
60125,6
60126,4581
60129,23
60130,1197
60131,2487
60133,4741
60134,2550
60135,753
60136,830
60137,3307
60138,15
60139,3927
60140,1909
60141,72
60142,2340
60143,1172
60144,12
60145,210
60146,251
60147,14
60148,4531
60150,115
60151,338
60152,1116
60153,2580
60154,1640
60155,860
60156,2530
60157,232
60159,47
60160,3583
60161,14
60162,1480
60163,640
60164,3095
60165,691
60168,20
60169,3102
60170,8
60171,1194
60172,2413
60173,959
60174,3057
60175,2556
60176,1477
60177,2711
60178,1905
60180,124
60181,2950
60183,10
60184,243
60185,4476
60186,14
60187,2350
60188,4536
60189,2342
60190,1125
60191,1679
60192,1037
60193,3196
60194,1525
60195,326
60196,8
60201,2594
60202,2077
60203,283
60204,13
60208,17
60301,213
60302,1998
60303,17
60304,980
60305,786
60401,823
60402,8517
60403,1852
60404,2056
60406,3010
60407,141
60408,589
60409,3650
60410,1404
60411,5749
60412,10
60415,1259
60416,1049
60417,1520
60418,1029
60419,2037
60420,545
60421,313
60422,776
60423,3491
60424,204
60425,884
60426,2689
60428,1093
60429,1417
60430,1652
60431,3144
60432,2547
60433,1897
60434,378
60435,5418
60436,2085
60437,18
60438,3299
60439,2342
60440,5703
60441,3592
60442,1171
60443,1975
60444,170
60445,1910
60446,4733
60447,1570
60448,2514
60449,775
60450,2305
60451,3486
60452,2895
60453,5919
60454,19
60455,1849
60456,395
60457,1270
60458,1427
60459,3216
60460,167
60461,341
60462,3915
60463,1592
60464,875
60465,1818
60466,2143
60467,2461
60468,689
60469,780
60470,39
60471,1165
60472,385
60473,2392
60474,89
60475,875
60476,250
60477,3811
60478,1574
60479,56
60480,511
60481,1250
60482,919
60484,586
60487,2689
60490,1908
60491,2347
60499,6
60501,1417
60502,1669
60503,1267
60504,3360
60505,8700
60506,6499
60507,32
60510,2289
60511,125
60512,92
60513,1810
60514,921
60515,2266
60516,2229
60517,2866
60518,258
60519,16
60520,242
60521,1702
60522,6
60523,958
60524,6
60525,3131
60526,1137
60527,2806
60528,9
60530,46
60531,169
60532,2001
60534,1252
60536,16
60537,50
60538,3065
60539,34
60540,3000
60541,273
60542,1712
60543,3535
60544,2728
60545,1525
60546,1484
60548,1270
60549,58
60550,128
60551,755
60552,384
60553,47
60554,990
60555,1361
60556,131
60558,1183
60559,2182
60560,2567
60561,1866
60563,3111
60564,3289
60565,2727
60567,16
60585,2223
60586,5104
60598,13
60601,1065
60602,105
60603,79
60604,111
60605,1917
60606,318
60607,2618
60608,7901
60609,7106
60610,3434
60611,2233
60612,3361
60613,3817
60614,5781
60615,2254
60616,3672
60617,7794
60618,8270
60619,4523
60620,5245
60621,2233
60622,5099
60623,10711
60624,3238
