zip,count
46410,8
60000,44
60001,9
60002,4797
60004,10090
60005,5830
60006,35
60007,6575
60008,5156
60009,30
60010,8032
60011,19
60012,2654
60013,5908
60014,12168
60015,5063
60016,13281
60017,30
60018,6935
60019,19
60020,2129
60021,1225
60022,1428
60025,8551
60026,2781
60029,107
60030,6852
60031,7740
60033,3743
60034,436
60035,4875
60036,9
60038,15
60039,19
60040,1193
60041,1925
60042,1658
60043,503
60044,1802
60045,3488
60046,7142
60047,7698
60048,4952
60050,8680
60051,5434
60053,5342
60055,25
60056,11638
60057,11
60058,7
60059,6
60060,7524
60061,4709
60062,8598
60063,11
60064,5366
60065,24
60067,7601
60068,8836
60069,1606
60070,3428
60071,713
60072,192
60073,14808
60074,7578
60075,28
60076,7577
60077,6516
60078,24
60079,102
60080,9
60081,1878
60082,22
60083,2029
60084,3212
60085,18130
60086,30
60087,6912
60088,1359
60089,7630
60090,8842
60091,4722
60092,8
60093,3972
60094,12
60095,15
60096,1349
60097,2645
60098,7665
60099,7646
60101,10570
60102,7148
60103,9649
60104,5020
60105,24
60106,4873
60107,9129
60108,5722
60109,165
60110,9736
60111,52
60112,1155
60113,81
60115,9496
60116,20
60118,3308
60119,2352
60120,12011
60121,53
60123,11509
60124,5491
60125,10
60126,10595
60129,62
60130,2773
60131,4699
60132,10
60133,9507
60134,6533
60135,1813
60136,2276
60137,8521
60138,22
60139,7937
60140,6057
60141,165
60142,6781
60143,2586
60144,23
60145,536
60146,633
60147,41
60148,11608
60150,360
60151,809
60152,2723
60153,5378
60154,3795
60155,1780
60156,7196
60157,579
60159,83
60160,6883
60161,29
60162,2753
60163,1313
60164,5967
60165,1211
60168,27
60169,6709
60170,10
60171,2376
60172,5529
60173,2239
60174,7076
60175,5919
60176,2866
60177,6261
60178,4873
60179,7
60180,296
60181,7116
60183,16
60184,499
60185,8583
60186,18
60187,6502
60188,10194
60189,6471
60190,2551
60191,3504
60192,2463
60193,7906
60194,4051
60195,846
60196,14
60199,7
60201,7285
60202,5323
60203,749
60204,22
60208,65
60301,550
60302,5414
60303,55
60304,2772
60305,1969
60401,1764
60402,15655
60403,4621
60404,4631
60406,5239
60407,327
60408,1362
60409,7766
60410,3126
60411,12456
60412,34
60415,3340
60416,2410
60417,3078
60418,2155
60419,5055
60420,1164
60421,824
60422,2102
60423,7618
60424,481
60425,2008
60426,5586
60428,2713
60429,3727
60430,4381
60431,7089
60432,4810
60433,3988
60434,773
60435,11884
60436,4663
60437,46
60438,6765
60439,5306
60440,12170
60441,7947
60442,2937
60443,4241
60444,357
60445,4068
60446,9772
60447,3481
60448,5594
60449,1803
60450,5053
60451,8482
60452,6201
60453,12920
60454,52
60455,3745
60456,899
60457,2952
60458,3143
60459,6470
60460,372
60461,778
60462,8600
60463,3417
60464,1997
60465,3702
60466,4428
60467,5224
60468,1429
60469,1391
60470,117
60471,2619
60472,1047
60473,5723
60474,171
60475,1823
60476,502
60477,8137
60478,3751
60479,141
60480,1160
60481,2489
60482,2215
60484,1318
60485,13
60487,5823
60488,10
60490,4322
60491,4568
60499,12
60501,2584
60502,4159
60503,3280
60504,8258
60505,15516
60506,13713
60507,68
60508,8
60510,5875
60511,350
60512,242
60513,4049
60514,2057
60515,5821
60516,5689
60517,6987
60518,761
60519,33
60520,633
60521,3576
60522,29
60523,1994
60524,10
60525,7012
60526,2773
60527,6181
60528,11
60530,127
60531,528
60532,5234
60534,2423
60535,6
60536,35
60537,132
60538,7119
60539,84
60540,7769
60541,714
60542,4295
60543,8722
60544,6151
60545,3731
60546,3403
60548,2959
60549,153
60550,326
60551,1780
60552,932
60553,133
60554,2485
60555,3110
60556,370
60557,17
60558,2853
60559,5035
60560,6369
60561,4519
60562,7
60563,7473
60564,8296
60565,7068
60566,17
60567,50
60569,8
60585,5477
60586,11665
60598,30
60601,4073
60602,338
60603,260
60604,342
60605,4835
60606,843
60607,6087
60608,15052
60609,12946
60610,7757
60611,5558
60612,7477
60613,9127
60614,13018
60615,6125
60616,8069
60617,14972
60618,17530
60619,10580
60620,11846
60621,5219
60622,10944
60623,19080
60624,7033
60625,15140
60626,8926
60627,22
60628,11979
60629,27537
60630,11745
60631,6858
60632,20808
60633,3347
60634,19089
60635,29
60636,6623
60637,8576
60638,14371
60639,23959
60640,10866
60641,16395
60642,4203
60643,9530
60644,9298
60645,9713
60646,5906
60647,17058
60648,14
60649,7701
60650,39
60651,13972
60652,10032
60653,6174
60654,4286
60655,6786
60656,6257
60657,13121
60658,8
60659,8139
60660,6460
60661,2120
60663,10
60664,18
60665,8
60666,10
60673,9
60678,9
60680,127
60684,7
60690,47
60699,9
60706,6098
60707,10509
60712,4556
60714,7673
60803,4635
60804,20671
60805,4527
60806,8
60827,4680
60901,9838
60910,100
60911,330
60912,84
60913,342
60914,7627
60915,2787
60917,109
60918,229
60919,131
60920,29
60921,408
60922,530
60924,457
60926,10
60927,540
60928,161
60929,159
60930,276
60931,131
60932,38
60933,76
60934,86
60935,268
60936,1368
60938,604
60939,14
60940,659
60941,509
60942,2250
60944,24
60945,30
60946,102
60948,406
60949,169
60950,2844
60951,154
60952,211
60953,590
60954,1451
60955,550
60956,34
60957,1830
60958,372
60959,295
60960,268
60961,144
60962,135
60963,636
60964,1099
60966,302
60967,21
60968,100
60969,18
60970,1595
60973,151
60974,44
61001,219
61006,387
61007,111
61008,8648
61010,2311
61011,636
61012,583
61013,165
61014,214
61015,215
61016,1229
61018,251
61019,782
61020,992
61021,6029
61024,642
61025,577
61027,13
61028,361
61030,649
61031,412
61032,7596
61036,1120
61037,33
61038,277
61039,201
61041,309
61042,102
61043,43
61044,54
61046,672
61047,412
61048,1022
61049,86
61050,87
61051,327
61052,309
61053,568
61054,828
61059,47
61060,315
61061,1578
61062,482
61063,914
61064,865
61065,2832
61067,167
61068,4100
61070,273
61071,3709
61072,2807
61073,5046
61074,911
61075,218
61077,21
61078,306
61079,18
61080,2809
61081,6094
61084,852
61085,707
61087,353
61088,1646
61089,205
61091,21
61101,5031
61102,4841
61103,6086
61104,4518
61105,28
61106,12
61107,8231
61108,8060
61109,7413
61110,26
61111,6191
61112,37
61114,4025
61115,5954
61125,31
61126,28
61132,16
61201,8190
61204,41
61230,261
61231,1531
61232,319
61233,111
61234,315
61235,310
61236,27
61238,707
61239,222
61240,1333
61241,1804
61242,237
61243,36
61244,5611
61250,628
61251,89
61252,1286
61254,2574
61256,445
61257,254
61258,33
61259,173
61260,166
61261,206
61262,166
61263,172
61264,2277
61265,9900
61266,27
61270,1780
61272,294
61273,766
61274,69
61275,1058
61276,35
61277,877
61278,98
61279,225
61281,643
61282,1944
61283,305
61284,471
61285,1283
61301,2577
61310,873
61311,56
61312,84
61313,72
61314,184
61315,65
61316,77
61317,92
61318,136
61319,301
61320,125
61321,82
61322,408
61323,27
61324,20
61325,221
61326,477
61327,236
61328,11
61329,318
61330,356
61332,23
61333,119
61334,165
61335,99
61336,100
61337,131
61338,91
61340,71
61341,1974
61342,2667
61344,87
61345,176
61346,12
61348,1170
61349,240
61350,5955
61353,291
61354,2737
61356,2611
61358,97
61359,75
61360,710
61361,310
61362,1627
61363,53
61364,5147
61367,171
61368,244
61369,452
61370,260
61371,16
61372,44
61373,478
61374,21
61375,186
61376,528
61377,335
61378,85
61379,319
61401,7792
61402,653
61410,982
61411,88
61412,298
61413,198
61414,150
61415,384
61416,59
61417,43
61418,99
61419,26
61420,232
61421,338
61422,836
61423,126
61424,18
61425,60
61426,19
61427,549
61428,243
61430,167
61431,81
61432,151
61433,32
61434,739
61435,30
61436,161
61437,117
61438,142
61439,58
61440,156
61441,226
61442,150
61443,4058
61447,201
61448,880
61449,110
61450,370
61451,73
61452,69
61453,133
61454,112
61455,4679
61458,129
61459,66
61460,48
61462,2632
61465,257
61466,80
61467,223
61468,12
61469,336
61470,132
61471,20
61472,118
61473,388
61474,57
61475,48
61476,81
61477,121
61478,54
61479,33
61480,265
61482,198
61483,535
61484,178
61485,131
61486,326
61488,225
61489,201
61490,210
61491,523
61501,494
61516,173
61517,782
61519,64
61520,5307
61523,2408
61524,65
61525,2756
61526,280
61528,773
61529,691
61530,1642
61531,853
61532,128
61533,554
61534,471
61535,461
61536,760
61537,653
61539,40
61540,630
61541,31
61542,930
61543,19
61544,140
61545,162
61546,1094
61547,1007
61548,3383
61550,5084
61552,44
61553,53
61554,11309
61555,34
61559,734
61560,104
61561,700
61562,19
61563,114
61564,285
61565,297
61567,140
61568,1278
61569,260
61570,441
61571,6564
61572,251
61601,54
61602,250
61603,4107
61604,7999
61605,3532
61606,1296
61607,2912
61610,1313
61611,6359
61612,39
61614,6972
61615,5777
61616,1602
61625,85
61636,12
61701,9377
61702,57
61704,9702
61705,4078
61720,76
61721,176
61722,141
61723,698
61724,133
61725,439
61726,718
61727,2576
61728,423
61729,343
61730,94
61731,70
61732,616
61733,312
61734,613
61735,74
61736,644
61737,126
61738,1247
61739,1341
61740,447
61741,490
61742,283
61743,71
61744,494
61745,1318
61747,414
61748,822
61749,138
61750,24
61751,31
61752,1172
61753,830
61754,307
61755,1350
61756,534
61759,483
61760,685
61761,15774
61764,4343
61769,160
61770,286
61771,201
61772,106
61773,151
61774,222
61775,112
61776,359
61777,218
61778,176
61790,696
61801,6460
61802,5658
61803,38
61810,84
61811,227
61812,107
61813,468
61814,464
61815,69
61816,148
61817,949
61818,469
61820,14067
61821,8225
61822,6513
61824,35
61825,8
61826,57
61830,107
61831,48
61832,11880
61833,745
61834,3508
61839,111
61840,303
61841,430
61842,863
61843,821
61844,319
61845,99
61846,1644
61847,476
61848,95
61849,471
61850,161
61851,75
61852,57
61853,4255
61854,408
61855,38
61856,1996
61857,66
61858,1098
61859,367
61862,175
61863,284
61864,596
61865,454
61866,4861
61870,414
61871,89
61872,177
61873,2056
61874,2250
61875,187
61876,246
61877,507
61878,355
61880,1573
61882,145
61883,1703
61884,303
61910,1582
61911,994
61912,320
61913,453
61914,510
61917,185
61919,247
61920,6487
61924,686
61925,254
61928,202
61929,177
61930,181
61931,330
61932,106
61933,300
61936,74
61937,539
61938,7022
61940,61
61941,21
61942,369
61943,433
61944,3509
61949,55
61951,2298
61953,2157
61955,65
61956,989
61957,534
62001,433
62002,8714
62006,203
62009,450
62010,3366
62011,92
62012,1738
62013,152
62014,999
62015,142
62016,1043
62017,293
62018,1008
62019,99
62021,206
62022,262
62024,2288
62025,8361
62026,272
62027,89
62028,169
62030,20
62031,231
62032,222
62033,1372
62034,3401
62035,4644
62036,203
62037,424
62040,9833
62044,457
62045,139
62046,237
62047,526
62048,308
62049,3615
62050,116
62051,251
62052,3887
62053,187
62054,194
62056,2648
62058,187
62059,100
62060,866
62061,437
62062,2022
62063,277
62065,29
62067,692
62069,877
62070,12
62074,238
62075,970
62076,21
62077,68
62079,89
62080,706
62081,64
62082,688
62083,66
62084,424
62085,52
62086,349
62087,510
62088,1956
62089,120
62090,202
62091,96
62092,922
62093,123
62094,262
62095,2959
62097,684
62201,1316
62202,34
62203,1529
62204,999
62205,1518
62206,3238
62207,1538
62208,4183
62214,256
62215,491
62216,987
62217,232
62218,445
62219,320
62220,4843
62221,7050
62222,46
62223,4033
62225,785
62226,7474
62230,2205
62231,2312
62232,2014
62233,2508
62234,7952
62236,3527
62237,722
62238,168
62239,1139
62240,379
62241,295
62242,351
62243,1565
62244,236
62245,532
62246,2546
62248,125
62249,4486
62250,135
62253,168
62254,1555
62255,216
62256,26
62257,733
62258,2583
62259,1005
62260,1659
62261,54
62262,480
62263,1336
62264,815
62265,1285
62266,67
62268,149
62269,8557
62271,460
62272,477
62273,90
62274,3087
62275,846
62277,359
62278,2215
62279,21
62280,88
62281,866
62282,141
62284,159
62285,1231
62286,1767
62288,885
62289,122
62292,199
62293,1301
62294,4299
62295,372
62297,100
62298,4891
62301,11113
62305,6049
62306,17
62311,198
62312,693
62313,90
62314,175
62316,208
62319,31
62320,795
62321,973
62323,59
62324,383
62325,131
62326,566
62330,318
62334,36
62336,20
62338,417
62339,304
62340,456
62341,828
62343,204
62344,23
62345,97
62346,57
62347,649
62348,12
62349,198
62351,575
62352,62
62353,2065
62354,301
62355,205
62356,179
62357,82
62358,133
62359,40
62360,546
62361,112
62362,107
62363,2091
62365,175
62366,421
62367,264
62370,145
62373,90
62374,57
62375,91
62376,391
62378,186
62379,469
62380,92
62401,5928
62410,285
62411,1381
62413,122
62414,524
62417,998
62418,621
62419,109
62420,1408
62421,210
62422,323
62423,155
62424,644
62425,178
62426,273
62427,363
62428,932
62431,306
62432,202
62433,257
62434,89
62436,178
62438,102
62439,2193
62440,348
62441,2214
62442,705
62443,451
62444,116
62445,270
62446,114
62447,1029
62448,1697
62449,889
62450,4000
62451,582
62452,121
62454,3915
62458,790
62459,60
62460,293
62461,265
62462,281
62463,326
62464,21
62465,225
