zip,count
60000,40
60001,6
60002,1106
60004,2426
60005,1582
60006,11
60007,1921
60008,1761
60009,17
60010,1965
60011,7
60012,565
60013,1141
60014,2544
60015,1190
60016,4004
60017,8
60018,2529
60020,529
60021,195
60022,270
60025,2046
60026,670
60029,31
60030,1628
60031,2120
60033,1147
60034,104
60035,1162
60036,8
60040,467
60041,464
60042,401
60043,101
60044,466
60045,783
60046,1745
60047,2109
60048,1165
60050,1749
60051,1294
60053,1411
60056,3124
60057,6
60060,2253
60061,1070
60062,1962
60063,9
60064,2071
60065,6
60067,2175
60068,2014
60069,439
60070,969
60071,206
60072,40
60073,4810
60074,2395
60075,8
60076,2143
60077,1670
60078,9
60079,34
60081,488
60083,590
60084,943
60085,7340
60086,6
60087,2647
60088,700
60089,1707
60090,2789
60091,939
60093,957
60095,9
60096,397
60097,538
60098,2105
60099,2577
60101,3511
60102,1694
60103,2690
60104,1668
60105,7
60106,1760
60107,3284
60108,1695
60109,50
60110,3178
60111,18
60112,273
60113,28
60115,2585
60116,7
60118,856
60119,579
60120,4539
60121,27
60123,3701
60124,1476
60126,2807
60129,12
60130,821
60131,1685
60133,3428
60134,1617
60135,496
60136,485
60137,2078
60138,8
60139,2811
60140,1155
60141,52
60142,1480
60143,773
60144,11
60145,136
60146,174
60147,8
60148,2806
60150,73
60151,205
60152,715
60153,1773
60154,1037
60155,574
60156,1536
60157,147
60159,33
60160,2695
60161,8
60162,681
60163,445
60164,2179
60165,538
60168,19
60169,2053
60171,769
60172,1585
60173,621
60174,2033
60175,1689
60176,937
60177,1852
60178,1288
60180,64
60181,1889
60183,11
60184,158
60185,3096
60186,10
60187,1441
60188,2987
60189,1482
60190,658
60191,1097
60192,663
60193,2050
60194,980
60195,204
60201,1411
60202,1399
60203,166
60204,11
60208,14
60301,131
60302,1286
60303,13
60304,583
60305,455
60401,543
60402,6175
60403,1256
60404,1299
60406,2208
60407,90
60408,396
60409,2531
60410,888
60411,3977
60415,902
60416,736
60417,1011
60418,662
60419,1328
60420,348
60421,182
60422,508
60423,2311
60424,129
60425,585
60426,1812
60428,721
60429,940
60430,1071
60431,1952
60432,1865
60433,1320
60434,333
60435,3784
60436,1413
60438,2303
60439,1481
60440,3803
60441,2241
60442,722
60443,1353
60444,91
60445,1271
60446,3149
60447,923
60448,1571
60449,483
60450,1407
60451,2085
60452,1867
60453,3997
60454,13
60455,1276
60456,246
60457,847
60458,953
60459,2291
60460,98
60461,217
60462,2545
60463,1087
60464,561
60465,1265
60466,1476
60467,1617
60468,426
60469,580
60470,23
60471,803
60472,238
60473,1601
60474,49
60475,561
60476,182
60477,2453
60478,1077
60479,29
60480,338
60481,815
60482,558
60484,394
60487,1681
60490,1136
60491,1530
60501,1100
60502,940
60503,711
60504,2076
60505,6332
60506,4446
60507,20
60510,1387
60511,65
60512,66
60513,1154
60514,517
60515,1212
60516,1286
60517,1745
60518,156
60519,10
60520,120
60521,961
60523,658
60525,2063
60526,653
60527,1707
60528,8
60530,29
60531,111
60532,1181
60534,888
60536,15
60537,34
60538,1906
60539,26
60540,1754
60541,163
60542,1078
60543,2098
60544,1760
60545,976
60546,970
60548,769
60549,35
60550,94
60551,373
60552,204
60553,31
60554,595
60555,873
60556,68
60558,704
60559,1388
60560,1555
60561,1125
60563,1928
60564,1858
60565,1557
60567,11
60585,1306
60586,3345
60598,10
60601,643
60602,66
60603,44
60604,82
60605,1242
60606,217
60607,1755
60608,5987
60609,5271
60610,2113
60611,1449
60612,2491
60613,2402
60614,3478
60615,1498
60616,2292
60617,5504
60618,5550
60619,2932
60620,3507
60621,1560
60622,3237
60623,8394
60624,2286
60625,4725
60626,2870
60628,3467
60629,12806
60630,3582
60631,1947
60632,10043
60633,1416
60634,6858
60635,9
60636,2236
60637,2212
60638,5677
60639,10592
60640,2857
60641,6161
60642,1244
60643,2905
