zip,count
60000,40
60001,7
60002,2850
60004,5381
60005,3553
60006,20
60007,3958
60008,3368
60009,24
60010,4503
60011,13
60012,1314
60013,2776
60014,6023
60015,2560
60016,8348
60017,18
60018,4413
60019,12
60020,1271
60021,571
60022,669
60025,4419
60026,1379
60029,60
60030,3835
60031,4384
60033,1996
60034,240
60035,2472
60036,9
60038,10
60039,9
60040,746
60041,1166
60042,970
60043,247
60044,1041
60045,1899
60046,4169
60047,4443
60048,2807
60050,4305
60051,3133
60053,2966
60055,14
60056,6614
60057,8
60060,4598
60061,2444
60062,4295
60063,11
60064,3520
60065,14
60067,4541
60068,4788
60069,833
60070,1895
60071,456
60072,110
60073,9200
60074,4589
60075,19
60076,4177
60077,3380
60078,16
60079,58
60081,1219
60082,18
60083,1186
60084,1975
60085,11582
60086,15
60087,4473
60088,890
60089,3811
60090,5131
60091,2358
60093,2099
60094,6
60095,8
60096,833
60097,1334
60098,4467
60099,4762
60101,6228
60102,3828
60103,5681
60104,3060
60105,14
60106,2958
60107,5645
60108,3443
60109,84
60110,5769
60111,27
60112,641
60113,54
60115,5629
60116,14
60118,1864
60119,1364
60120,7873
60121,34
60123,7018
60124,3181
60125,9
60126,6153
60129,30
60130,1583
60131,3133
60132,8
60133,5869
60134,3462
60135,1075
60136,1187
60137,4515
60138,18
60139,5010
60140,2974
60141,86
60142,3369
60143,1625
60144,17
60145,301
60146,372
60147,23
60148,6521
60150,180
60151,461
60152,1636
60153,3336
60154,2137
60155,1098
60156,3553
60157,330
60159,54
60160,4240
60161,15
60162,1725
60163,774
60164,3825
60165,829
60168,23
60169,3949
60170,7
60171,1560
60172,3289
60173,1351
60174,4123
60175,3437
60176,1848
60177,3649
60178,2752
60180,186
60181,3825
60183,12
60184,314
60185,5644
60186,13
60187,3364
60188,5990
60189,3347
60190,1534
60191,2189
60192,1470
60193,4411
60194,2228
60195,480
60196,12
60201,3552
60202,2674
60203,366
60204,13
60208,18
60301,274
60302,2657
60303,21
60304,1390
60305,1054
60401,1155
60402,10125
60403,2409
60404,2889
60406,3694
60407,211
60408,871
60409,4912
60410,2061
60411,7770
60412,19
60415,1728
60416,1515
60417,1980
60418,1316
60419,2970
60420,757
60421,510
60422,1118
60423,4868
60424,327
60425,1262
60426,3645
60428,1647
60429,2082
60430,2398
60431,4322
60432,3300
60433,2527
60434,519
60435,7306
60436,2807
60437,30
60438,4307
60439,3304
60440,7566
60441,4920
60442,1834
60443,2686
60444,242
60445,2603
60446,6203
60447,2250
60448,3626
60449,1165
60450,3283
60451,5175
60452,3899
60453,7671
60454,28
60455,2349
60456,520
60457,1777
60458,1874
60459,4275
60460,229
60461,488
60462,5225
60463,2105
60464,1190
60465,2403
60466,2981
60467,3364
60468,949
60469,949
60470,76
60471,1648
60472,573
60473,3264
60474,124
60475,1224
60476,329
60477,4987
60478,2281
60479,86
