zip,count
60000,40
60001,6
60002,1819
60004,3696
60005,2341
60006,13
60007,2853
60008,2395
60009,19
60010,3010
60011,10
60012,927
60013,1895
60014,3908
60015,1825
60016,5909
60017,13
60018,3432
60019,10
60020,844
60021,345
60022,435
60025,3081
60026,988
60029,47
60030,2559
60031,2991
60033,1434
60034,160
60035,1753
60036,9
60038,7
60040,659
60041,744
60042,655
60043,162
60044,688
60045,1260
60046,2788
60047,3218
60048,1889
60050,2784
60051,2054
60053,2129
60055,9
60056,4612
60057,6
60060,3381
60061,1713
60062,2943
60063,9
60064,2799
60065,7
60067,3158
60068,3164
60069,604
60070,1401
60071,278
60072,53
60073,6691
60074,3412
60075,17
60076,3065
60077,2469
60078,12
60079,40
60081,766
60082,16
60083,809
60084,1389
60085,9219
60086,8
60087,3405
60088,769
60089,2638
60090,3979
60091,1565
60093,1498
60094,6
60095,9
60096,554
60097,809
60098,3014
60099,3316
60101,4764
60102,2591
60103,4014
60104,2225
60105,10
60106,2283
60107,4332
60108,2478
60109,60
60110,4338
60111,19
60112,407
60113,36
60115,3695
60116,8
60118,1287
60119,864
60120,6101
60121,32
60123,5203
60124,2128
60125,7
60126,4320
60129,23
60130,1139
60131,2389
60133,4537
60134,2385
60135,701
60136,783
60137,3088
60138,14
60139,3776
60140,1780
60141,70
60142,2230
60143,1109
60144,12
60145,186
60146,242
60147,13
60148,4184
60150,100
60151,315
60152,1028
60153,2411
60154,1561
60155,809
60156,2347
60157,221
60159,47
60160,3473
60161,11
60162,1418
60163,604
60164,2987
60165,679
60168,20
60169,2934
60170,8
60171,1117
60172,2290
60173,899
60174,2868
60175,2438
60176,1359
60177,2581
60178,1806
60180,111
60181,2790
60183,10
60184,236
60185,4258
60186,12
60187,2187
60188,4331
60189,2187
60190,1067
60191,1585
60192,994
60193,3011
60194,1458
60195,301
60196,8
60201,2408
60202,2001
60203,274
60204,13
60208,20
60301,195
60302,1924
60303,17
60304,941
60305,748
60401,778
60402,8176
60403,1758
60404,1961
60406,2903
60407,131
60408,565
60409,3394
60410,1336
60411,5458
60412,9
60415,1183
60416,1012
60417,1457
60418,990
60419,1871
60420,532
60421,291
60422,726
60423,3344
60424,200
60425,833
60426,2519
60428,1011
60429,1303
60430,1546
60431,3013
60432,2414
60433,1812
60434,376
60435,5138
60436,1998
60437,18
60438,3127
60439,2200
60440,5381
60441,3395
60442,1105
60443,1846
60444,159
60445,1820
60446,4458
60447,1509
60448,2385
60449,726
60450,2226
60451,3344
60452,2752
60453,5635
60454,19
60455,1732
60456,369
60457,1218
60458,1330
60459,3100
60460,159
60461,308
60462,3744
60463,1525
60464,824
60465,1718
60466,2024
60467,2333
60468,639
60469,748
60470,38
60471,1102
60472,341
60473,2231
60474,89
60475,839
60476,239
60477,3639
60478,1470
60479,54
60480,487
60481,1195
60482,847
60484,546
60487,2535
60490,1774
60491,2230
60499,7
60501,1364
60502,1513
60503,1127
60504,3104
60505,8293
60506,6069
60507,29
60510,2141
60511,113
60512,84
60513,1680
60514,871
60515,2149
60516,2081
60517,2645
60518,241
60519,16
60520,221
60521,1609
60522,6
60523,919
60524,6
60525,2952
60526,1064
60527,2641
60528,9
60530,41
60531,165
60532,1852
60534,1174
60536,15
60537,50
60538,2856
60539,33
60540,2736
60541,266
60542,1604
60543,3320
60544,2566
60545,1438
60546,1416
60548,1211
60549,57
60550,122
60551,737
60552,358
60553,43
60554,947
60555,1278
60556,116
60558,1084
60559,2069
60560,2416
60561,1745
60563,2919
60564,3019
60565,2556
60567,13
60585,2095
60586,4853
60598,13
60601,1013
60602,104
60603,72
60604,107
60605,1819
60606,297
60607,2464
60608,7648
60609,6817
60610,3232
60611,2135
60612,3184
60613,3573
60614,5422
60615,2081
60616,3472
60617,7338
60618,7842
60619,4101
60620,4844
60621,2086
60622,4814
60623,10415
60624,3023
60625,6570
