zip,count
60000,44
60001,9
60002,4819
60004,10239
60005,5873
60006,35
60007,6633
60008,5188
60009,30
60010,8130
60011,20
60012,2688
60013,5955
60014,12283
60015,5158
60016,13427
60017,30
60018,6982
60019,19
60020,2138
60021,1238
60022,1455
60025,8679
60026,2827
60029,107
60030,6915
60031,7783
60033,3768
60034,439
60035,4974
60036,9
60038,15
60039,21
60040,1199
60041,1935
60042,1674
60043,507
60044,1828
60045,3514
60046,7182
60047,7785
60048,5014
60050,8752
60051,5470
60053,5398
60055,26
60056,11742
60057,11
60058,7
60059,6
60060,7608
60061,4770
60062,8704
60063,11
60064,5449
60065,24
60067,7658
60068,8915
60069,1614
60070,3450
60071,719
60072,194
60073,14867
60074,7645
60075,28
60076,7644
60077,6560
60078,25
60079,101
60080,9
60081,1890
60082,22
60083,2039
60084,3240
60085,18218
60086,30
60087,6956
60088,1353
60089,7756
60090,8897
60091,4787
60092,8
60093,4053
60094,12
60095,15
60096,1359
60097,2668
60098,7720
60099,7699
60101,10622
60102,7210
60103,9727
60104,5044
60105,24
60106,4896
60107,9188
60108,5780
60109,165
60110,9778
60111,52
60112,1166
60113,81
60115,9560
60116,20
60118,3342
60119,2375
60120,12091
60121,53
60123,11589
60124,5529
60125,10
60126,10698
60129,64
60130,2794
60131,4733
60132,10
60133,9562
60134,6570
60135,1821
60136,2296
60137,8616
60138,22
60139,7991
60140,6088
60141,165
60142,6846
60143,2618
60144,23
60145,538
60146,644
60147,41
60148,11708
60150,364
60151,825
60152,2748
60153,5402
60154,3824
60155,1793
60156,7260
60157,591
60159,84
60160,6940
60161,28
60162,2769
60163,1316
60164,5996
60165,1216
60168,27
60169,6761
60170,10
60171,2399
60172,5578
60173,2272
60174,7124
60175,5967
60176,2885
60177,6312
60178,4911
60179,7
60180,300
60181,7157
60183,16
60184,501
60185,8685
60186,18
60187,6579
60188,10257
60189,6544
60190,2584
60191,3526
60192,2485
60193,7979
60194,4105
60195,852
60196,14
60199,7
60201,7416
60202,5367
60203,757
60204,22
60208,57
60301,554
60302,5480
60303,56
60304,2818
60305,2003
60401,1783
60402,15752
60403,4644
60404,4668
60406,5268
60407,329
60408,1371
60409,7819
60410,3140
60411,12526
60412,34
60415,3384
60416,2431
60417,3097
60418,2175
60419,5093
60420,1180
60421,828
60422,2122
60423,7681
60424,488
60425,2023
60426,5633
60428,2733
60429,3752
60430,4406
60431,7131
60432,4849
60433,3993
60434,774
60435,11934
60436,4688
60437,45
60438,6785
60439,5350
60440,12223
60441,7989
60442,2956
60443,4284
60444,362
60445,4091
60446,9821
60447,3504
60448,5645
60449,1814
60450,5080
60451,8548
60452,6250
60453,13031
60454,53
60455,3768
60456,908
60457,2978
60458,3159
60459,6501
60460,377
60461,789
60462,8680
60463,3436
60464,2014
60465,3741
60466,4453
60467,5285
60468,1437
60469,1398
60470,119
60471,2647
60472,1053
60473,5762
60474,171
60475,1827
60476,503
60477,8193
60478,3781
60479,141
60480,1170
60481,2497
60482,2231
60484,1333
60485,13
60487,5882
60488,10
60490,4367
60491,4616
60499,12
60501,2604
60502,4218
60503,3304
60504,8356
60505,15568
60506,13777
60507,68
60508,8
60510,5933
60511,353
60512,242
60513,4085
60514,2075
60515,5908
60516,5778
60517,7057
60518,763
60519,33
60520,640
60521,3599
60522,29
60523,2007
60524,10
60525,7081
60526,2804
60527,6234
60528,11
60530,127
60531,534
60532,5310
60534,2433
60535,6
60536,35
60537,132
60538,7155
60539,83
60540,7843
60541,717
60542,4332
60543,8786
60544,6193
60545,3756
60546,3431
60548,2981
60549,153
60550,332
60551,1786
60552,934
60553,135
60554,2506
60555,3143
60556,374
60557,17
60558,2878
60559,5089
60560,6421
60561,4566
60562,6
60563,7536
60564,8372
60565,7176
60566,17
60567,50
60569,8
60585,5507
60586,11732
60598,30
60601,4110
60602,337
60603,260
60604,346
60605,4888
60606,844
60607,6140
60608,15163
60609,13047
60610,7847
60611,5618
60612,7520
60613,9250
60614,13178
60615,6195
60616,8157
60617,15077
60618,17698
60619,10658
60620,11954
60621,5295
60622,11049
60623,19122
60624,7062
60625,15275
60626,9000
60627,22
60628,12103
60629,27839
60630,11809
60631,6947
60632,20915
60633,3374
60634,19227
60635,30
60636,6667
60637,8678
60638,14476
60639,24112
60640,11058
60641,16512
60642,4243
60643,9616
60644,9372
60645,9765
60646,5964
60647,17217
60648,14
60649,7759
60650,39
60651,14036
60652,10099
60653,6227
60654,4337
60655,6862
60656,6312
60657,13309
60658,8
60659,8242
60660,6540
60661,2134
60663,10
60664,17
60665,8
60666,11
60673,9
60678,9
60680,126
60684,7
60690,47
60699,9
60706,6115
60707,10569
60712,4591
60714,7745
60803,4673
60804,20809
60805,4572
60806,8
60827,4732
60901,9893
60910,100
60911,333
60912,84
60913,343
60914,7666
60915,2791
60917,109
60918,231
60919,132
60920,29
60921,411
60922,532
60924,459
60926,10
60927,544
60928,161
60929,159
60930,277
60931,132
60932,38
60933,76
60934,86
60935,268
60936,1372
60938,606
60939,14
60940,666
60941,512
60942,2268
60944,23
60945,30
60946,102
60948,408
60949,170
60950,2855
60951,154
60952,212
60953,594
60954,1458
60955,552
60956,34
60957,1833
60958,375
60959,295
60960,271
60961,145
60962,135
60963,637
60964,1102
60966,304
60967,21
60968,100
60969,19
60970,1602
60973,151
60974,43
61001,221
61006,391
61007,111
61008,8706
61010,2322
61011,641
61012,584
61013,165
61014,215
61015,219
61016,1238
61018,252
61019,785
61020,996
61021,6065
61024,644
61025,588
61027,13
61028,361
61030,659
61031,417
61032,7644
61036,1129
61037,34
61038,280
61039,202
61041,314
61042,102
61043,43
61044,54
61046,676
61047,415
61048,1031
61049,86
61050,87
61051,333
61052,309
61053,573
61054,832
61059,48
61060,315
61061,1587
61062,485
61063,922
61064,871
61065,2862
61067,168
61068,4116
61070,279
61071,3738
61072,2826
61073,5099
61074,932
61075,220
61077,20
61078,308
61079,18
61080,2841
61081,6145
61084,857
61085,709
61087,354
61088,1649
61089,206
61091,21
61101,5057
61102,4858
61103,6118
61104,4526
61105,28
61106,12
61107,8271
61108,8107
61109,7450
61110,26
61111,6217
61112,37
61114,4068
61115,5998
61125,31
61126,28
61132,16
61201,8233
61204,41
61230,262
61231,1535
61232,323
61233,112
61234,318
61235,311
61236,27
61238,712
61239,224
61240,1342
61241,1817
61242,240
61243,36
61244,5635
61250,631
61251,88
61252,1297
61254,2591
61256,449
61257,254
61258,33
61259,174
61260,167
61261,207
61262,168
61263,176
61264,2290
61265,9971
61266,27
61270,1793
61272,295
61273,772
61274,69
61275,1059
61276,35
61277,882
61278,98
61279,227
61281,648
61282,1958
61283,310
61284,471
61285,1286
61301,2597
61310,876
61311,56
61312,84
61313,72
61314,184
61315,66
61316,77
61317,93
61318,140
61319,301
61320,127
61321,82
61322,410
61323,28
61324,20
61325,222
61326,477
61327,238
61328,11
61329,321
61330,359
61332,24
61333,120
61334,165
61335,99
61336,100
61337,131
61338,93
61340,72
61341,1982
61342,2680
61344,88
61345,177
61346,12
61348,1172
61349,241
61350,6004
61353,294
61354,2750
61356,2640
61358,97
61359,75
61360,711
61361,310
61362,1631
61363,53
61364,5222
61367,175
61368,245
61369,452
61370,260
61371,16
61372,46
61373,481
61374,21
61375,189
61376,530
61377,336
61378,85
61379,320
61401,7823
61402,656
61410,991
61411,88
61412,300
61413,199
61414,151
61415,384
61416,60
61417,43
61418,99
61419,26
61420,234
61421,341
61422,842
61423,127
61424,18
61425,61
61426,19
61427,549
61428,243
61430,167
61431,81
61432,154
61433,32
61434,744
61435,30
61436,161
61437,121
61438,142
61439,58
61440,157
61441,227
61442,150
61443,4090
61447,204
61448,880
61449,110
61450,371
61451,73
61452,69
61453,133
61454,113
61455,4714
61458,130
61459,66
61460,49
61462,2644
61465,257
61466,80
61467,224
61468,12
61469,338
61470,132
61471,20
61472,118
61473,389
61474,58
61475,50
61476,81
61477,121
61478,53
61479,33
61480,265
61482,198
61483,542
61484,178
61485,133
61486,329
61488,226
61489,201
61490,210
61491,523
61501,495
61516,173
61517,783
61519,64
61520,5369
61523,2438
61524,65
61525,2793
61526,287
61528,785
61529,692
61530,1655
61531,856
61532,128
61533,557
61534,472
61535,462
61536,762
61537,666
61539,40
61540,637
61541,32
61542,936
61543,20
61544,140
61545,164
61546,1097
61547,1013
61548,3401
61550,5106
61552,44
61553,53
61554,11371
61555,34
61559,737
61560,105
61561,703
61562,19
61563,114
61564,288
61565,299
61567,140
61568,1288
61569,266
61570,445
61571,6587
61572,251
61601,54
61602,249
61603,4120
61604,8049
61605,3540
61606,1303
61607,2923
61610,1318
61611,6410
61612,38
61614,7018
61615,5832
61616,1612
61625,87
61636,12
61701,9430
61702,57
61704,9739
61705,4095
61720,76
61721,176
61722,143
61723,700
61724,135
61725,439
61726,722
61727,2580
61728,423
61729,344
61730,95
61731,70
61732,617
61733,312
61734,617
61735,74
61736,649
61737,126
61738,1251
61739,1344
61740,450
61741,490
61742,287
61743,71
61744,495
61745,1323
61747,416
61748,825
61749,139
61750,24
61751,31
61752,1174
61753,836
61754,311
61755,1354
61756,539
61759,484
61760,689
61761,15883
61764,4365
61769,160
61770,288
61771,202
61772,108
61773,151
61774,224
61775,113
61776,361
61777,218
61778,176
61790,699
61801,6510
61802,5684
61803,39
61810,84
61811,228
61812,107
61813,470
61814,464
61815,69
61816,147
61817,953
61818,472
61820,14137
61821,8261
61822,6561
61824,36
61825,8
61826,59
61830,108
61831,47
61832,11889
61833,744
61834,3519
61839,111
61840,305
61841,429
61842,863
61843,827
61844,320
61845,99
61846,1646
61847,476
61848,96
61849,473
61850,163
61851,75
61852,57
61853,4286
61854,410
61855,39
61856,2021
61857,66
61858,1100
61859,368
61862,175
61863,284
61864,596
61865,455
61866,4886
61870,413
61871,89
61872,178
61873,2059
61874,2263
61875,187
61876,247
61877,509
61878,357
61880,1580
61882,146
61883,1708
61884,306
61910,1590
61911,995
61912,320
61913,452
61914,511
61917,185
61919,247
61920,6533
61924,689
61925,257
61928,203
61929,178
61930,181
61931,331
61932,108
61933,302
61936,74
61937,540
61938,7054
61940,62
61941,21
61942,370
61943,434
61944,3533
61949,55
61951,2312
61953,2158
61955,65
61956,992
61957,536
62001,434
62002,8766
62006,203
62009,450
62010,3392
62011,92
62012,1743
62013,153
62014,1004
62015,143
62016,1045
62017,292
62018,1014
62019,99
62021,207
62022,262
62024,2295
62025,8416
62026,273
62027,89
62028,170
62030,20
62031,231
62032,222
62033,1375
62034,3416
62035,4690
62036,203
62037,425
62040,9876
62044,457
62045,139
62046,239
62047,528
62048,312
62049,3633
62050,116
62051,253
62052,3897
62053,187
62054,195
62056,2689
62058,188
62059,100
62060,871
62061,437
62062,2033
62063,277
62065,29
62067,694
62069,885
62070,12
62074,239
62075,975
62076,23
62077,68
62079,89
62080,709
62081,65
62082,690
62083,66
62084,426
62085,54
62086,351
62087,511
62088,1975
62089,121
62090,202
62091,96
62092,923
62093,124
62094,266
62095,2986
62097,689
62201,1320
62202,34
62203,1561
62204,1005
62205,1523
62206,3254
62207,1546
62208,4204
62214,258
62215,492
62216,995
62217,239
62218,446
62219,319
62220,4870
62221,7083
62222,45
62223,4049
62225,796
62226,7509
62230,2212
62231,2318
62232,2022
62233,2489
62234,8002
62236,3541
62237,724
62238,172
62239,1142
62240,382
62241,296
62242,351
62243,1567
62244,236
62245,533
62246,2551
62248,126
62249,4494
62250,135
62253,168
62254,1568
62255,216
62256,26
62257,735
62258,2598
62259,1001
62260,1662
62261,54
62262,480
62263,1343
62264,817
62265,1291
62266,67
62268,148
62269,8626
62271,462
62272,480
62273,91
62274,3115
62275,847
62277,360
62278,2224
62279,21
62280,88
62281,871
62282,141
62284,160
62285,1234
62286,1784
62288,887
62289,122
62292,199
62293,1305
62294,4319
62295,373
62297,101
62298,4912
62301,11172
62305,6085
62306,17
62311,199
62312,696
62313,90
62314,175
62316,209
62319,30
62320,803
62321,978
62323,59
62324,386
62325,131
62326,570
62330,320
62334,36
62336,20
62338,420
62339,307
62340,464
62341,835
62343,204
62344,23
62345,100
62346,58
62347,654
62348,12
62349,198
62351,577
62352,63
62353,2076
62354,302
62355,206
62356,180
62357,82
62358,134
62359,40
62360,547
62361,114
62362,107
62363,2096
62365,178
62366,426
62367,265
62370,146
62373,91
62374,57
62375,93
62376,392
62378,188
62379,471
62380,92
62401,5953
62410,280
62411,1387
62413,122
62414,527
62417,1000
62418,623
62419,109
62420,1419
62421,210
62422,326
62423,155
62424,647
62425,178
62426,275
62427,364
62428,934
62431,306
62432,203
62433,260
62434,89
62436,178
62438,103
62439,2201
62440,348
62441,2231
62442,707
62443,453
62444,116
62445,271
62446,116
62447,1033
62448,1701
62449,890
62450,4007
62451,588
62452,121
62454,3935
62458,792
62459,60
62460,295
62461,266
62462,281
62463,328
62464,21
62465,227
62466,1955
62467,1055
62468,786
62469,155
62471,3527
62473,400
62474,236
62475,71
62476,432
62477,236
62478,104
62479,212
62480,174
62481,84
62501,688
62510,409
62512,117
62513,433
62514,54
62515,256
62517,48
62518,109
62519,21
