zip,count
60000,40
60001,6
60002,2077
60004,4172
60005,2663
60006,15
60007,3239
60008,2641
60009,20
60010,3494
60011,10
60012,1053
60013,2176
60014,4567
60015,2028
60016,6830
60017,16
60018,3745
60019,11
60020,958
60021,414
60022,507
60025,3476
60026,1115
60029,52
60030,2857
60031,3356
60033,1610
60034,185
60035,1922
60036,9
60038,9
60040,675
60041,843
60042,756
60043,176
60044,775
60045,1439
60046,3142
60047,3631
60048,2109
60050,3194
60051,2360
60053,2451
60055,9
60056,5245
60057,6
60060,3744
60061,1931
60062,3378
60063,10
60064,3135
60065,10
60067,3574
60068,3688
60069,669
60070,1580
60071,334
60072,65
60073,7492
60074,3779
60075,18
60076,3426
60077,2816
60078,12
60079,46
60081,889
60082,16
60083,900
60084,1572
60085,9973
60086,11
60087,3717
60088,809
60089,3062
60090,4439
60091,1833
60093,1688
60094,6
60095,8
60096,613
60097,949
60098,3449
60099,3678
60101,5271
60102,3017
60103,4488
60104,2594
60105,12
60106,2538
60107,4856
60108,2767
60109,66
60110,4876
60111,26
60112,478
60113,47
60115,4514
60116,10
60118,1508
60119,1014
60120,6717
60121,33
60123,5948
60124,2470
60125,6
60126,4897
60129,23
60130,1287
60131,2633
60133,5036
60134,2738
60135,821
60136,940
60137,3551
60138,16
60139,4152
60140,2120
60141,81
60142,2539
60143,1251
60144,11
60145,233
60146,272
60147,17
60148,4931
60150,127
60151,359
60152,1212
60153,2810
60154,1796
60155,933
60156,2769
60157,246
60159,46
60160,3760
60161,14
60162,1552
60163,682
60164,3259
60165,743
60168,21
60169,3301
60170,7
60171,1300
60172,2612
60173,1067
60174,3318
60175,2760
60176,1557
60177,2945
60178,2083
60180,134
60181,3165
60183,11
60184,260
60185,4739
60186,12
60187,2533
60188,4872
60189,2553
60190,1217
60191,1790
60192,1174
60193,3454
60194,1683
60195,364
60196,8
60201,2817
60202,2229
60203,290
60204,13
60208,16
60301,223
60302,2147
60303,18
60304,1067
60305,844
60401,898
60402,8990
60403,1990
60404,2212
60406,3266
60407,154
60408,647
60409,4054
60410,1516
60411,6396
60412,13
60415,1386
60416,1149
60417,1627
60418,1097
60419,2323
60420,607
60421,341
60422,842
60423,3736
60424,220
60425,980
60426,3006
60428,1232
60429,1579
60430,1813
60431,3418
60432,2782
60433,2095
60434,498
60435,5909
60436,2273
60437,19
60438,3563
60439,2645
60440,6214
60441,3864
60442,1300
60443,2212
60444,178
60445,2067
60446,5038
60447,1678
60448,2723
60449,865
60450,2456
60451,3741
60452,3166
60453,6292
60454,20
60455,1972
60456,432
60457,1418
60458,1560
60459,3474
60460,177
60461,384
60462,4263
60463,1679
60464,960
60465,1952
60466,2372
60467,2656
60468,725
60469,839
60470,45
60471,1335
60472,450
60473,2654
60474,96
60475,948
60476,271
60477,4066
60478,1771
60479,58
60480,560
60481,1331
60482,1022
60484,653
60487,2884
60490,2084
60491,2494
60499,6
60501,1496
60502,1827
60503,1403
60504,3715
60505,9159
60506,6924
60507,36
60510,2465
60511,135
60512,102
60513,1955
60514,992
60515,2469
60516,2413
60517,3125
60518,294
60519,16
60520,248
60521,1833
60522,6
60523,1007
60524,6
60525,3430
60526,1256
60527,3004
60528,10
60530,45
60531,181
60532,2183
60534,1338
60536,16
60537,51
60538,3313
60539,35
60540,3263
60541,313
60542,1834
60543,3818
60544,2939
60545,1680
60546,1624
60548,1369
60549,60
60550,134
60551,781
60552,434
60553,54
60554,1065
60555,1509
60556,141
60558,1347
60559,2399
60560,2732
60561,2034
60563,3454
60564,3568
60565,2947
60567,20
60585,2427
60586,5564
60598,13
60601,1124
60602,113
60603,82
60604,117
60605,2030
60606,337
60607,2772
60608,8273
60609,7502
60610,3683
60611,2397
60612,3716
60613,4013
60614,6108
60615,2556
60616,3936
60617,8453
60618,8773
60619,5127
60620,5890
60621,2466
60622,5366
60623,11291
