zip,count
46410,8
60000,44
60001,9
60002,4750
60004,9980
60005,5770
60006,35
60007,6536
60008,5121
60009,30
60010,7937
60011,19
60012,2636
60013,5849
60014,12059
60015,4992
60016,13158
60017,30
60018,6880
60019,18
60020,2110
60021,1210
60022,1406
60025,8448
60026,2770
60029,107
60030,6761
60031,7661
60033,3718
60034,433
60035,4819
60036,9
60038,13
60039,19
60040,1179
60041,1914
60042,1638
60043,498
60044,1776
60045,3460
60046,7091
60047,7626
60048,4893
60050,8576
60051,5390
60053,5308
60055,25
60056,11517
60057,11
60058,7
60059,6
60060,7467
60061,4645
60062,8493
60063,11
60064,5329
60065,24
60067,7536
60068,8771
60069,1582
60070,3395
60071,709
60072,191
60073,14701
60074,7516
60075,28
60076,7566
60077,6497
60078,24
60079,102
60080,8
60081,1863
60082,21
60083,2015
60084,3187
60085,18028
60086,31
60087,6877
60088,1351
60089,7518
60090,8766
60091,4646
60092,8
60093,3925
60094,12
60095,15
60096,1328
60097,2627
60098,7618
60099,7600
60101,10515
60102,7098
60103,9582
60104,5001
60105,24
60106,4849
60107,9067
60108,5674
60109,165
60110,9670
60111,52
60112,1150
60113,81
60115,9432
60116,20
60118,3289
60119,2332
60120,11949
60121,52
60123,11415
60124,5459
60125,10
60126,10516
60129,62
60130,2748
60131,4681
60132,10
60133,9437
60134,6482
60135,1797
60136,2256
60137,8445
60138,21
60139,7879
60140,6003
60141,163
60142,6725
60143,2565
60144,23
60145,527
60146,617
60147,41
60148,11523
60150,357
60151,806
60152,2701
60153,5350
60154,3765
60155,1773
60156,7140
60157,574
60159,83
60160,6831
60161,29
60162,2739
60163,1306
60164,5932
60165,1202
60168,27
60169,6647
60170,9
60171,2355
60172,5493
60173,2205
60174,7012
60175,5881
60176,2851
60177,6219
60178,4839
60179,7
60180,289
60181,7081
60183,16
60184,496
60185,8527
60186,18
60187,6427
60188,10114
60189,6414
60190,2540
60191,3475
60192,2440
60193,7823
60194,4014
60195,842
60196,14
60199,7
60201,7080
60202,5280
60203,743
60204,22
60208,60
60301,539
60302,5340
60303,56
60304,2726
60305,1944
60401,1748
60402,15596
60403,4595
60404,4602
60406,5219
60407,327
60408,1357
60409,7739
60410,3110
60411,12401
60412,34
60415,3312
60416,2399
60417,3068
60418,2135
60419,5034
60420,1141
60421,819
60422,2093
60423,7566
60424,479
60425,1999
60426,5551
60428,2701
60429,3713
60430,4353
60431,7045
60432,4773
60433,3950
60434,770
60435,11820
60436,4638
60437,46
60438,6737
60439,5273
60440,12108
60441,7903
60442,2926
60443,4221
60444,353
60445,4046
60446,9726
60447,3459
60448,5560
60449,1799
60450,5016
60451,8439
60452,6168
60453,12831
60454,52
60455,3720
60456,896
60457,2937
60458,3128
60459,6440
60460,369
60461,774
60462,8554
60463,3390
60464,1987
60465,3673
60466,4406
60467,5194
60468,1424
60469,1384
60470,115
60471,2601
60472,1037
60473,5704
60474,171
60475,1819
60476,500
60477,8099
60478,3735
60479,139
60480,1153
60481,2476
60482,2195
60484,1315
60485,13
60487,5807
60488,10
60490,4282
60491,4532
60499,12
60501,2567
60502,4124
60503,3247
60504,8172
60505,15439
60506,13631
60507,68
60508,8
60510,5820
60511,348
60512,238
60513,4023
60514,2036
60515,5757
60516,5653
60517,6929
60518,755
60519,33
60520,628
60521,3553
60522,29
60523,1975
60524,10
60525,6954
60526,2745
60527,6125
60528,11
60530,126
60531,526
60532,5195
60534,2407
60535,6
60536,35
60537,132
60538,7083
60539,83
60540,7686
60541,708
60542,4274
60543,8661
60544,6121
60545,3695
60546,3381
60548,2929
60549,150
60550,325
60551,1778
60552,923
60553,131
60554,2471
60555,3083
60556,366
60557,17
60558,2826
60559,5000
60560,6338
60561,4477
60562,7
60563,7398
60564,8196
60565,6995
60566,17
60567,47
60569,8
60585,5423
60586,11583
60598,30
60601,4048
60602,337
60603,255
60604,340
60605,4797
60606,843
60607,6052
60608,14972
60609,12903
60610,7692
60611,5516
60612,7426
60613,9077
60614,12935
60615,6072
60616,7990
60617,14926
60618,17433
60619,10528
60620,11801
60621,5190
60622,10892
60623,19006
60624,6992
60625,15024
60626,8845
60627,22
60628,11930
60629,27451
60630,11675
60631,6823
60632,20727
60633,3332
60634,18979
60635,28
60636,6590
60637,8406
60638,14309
60639,23860
60640,10759
60641,16325
60642,4187
60643,9489
60644,9267
60645,9633
60646,5854
60647,16966
60648,15
60649,7656
60650,40
60651,13914
60652,9995
60653,6151
60654,4265
60655,6757
60656,6220
60657,13040
60658,8
60659,8085
60660,6393
60661,2107
60663,10
60664,18
60665,8
60666,10
60673,8
60678,9
60680,128
60684,7
60690,47
60699,9
60706,6070
60707,10454
60712,4521
60714,7626
60803,4599
60804,20566
60805,4501
60806,8
60827,4651
60901,9800
60910,99
60911,329
60912,83
60913,341
60914,7588
60915,2780
60917,107
60918,227
60919,130
60920,29
60921,407
60922,525
60924,454
60926,10
60927,540
60928,161
60929,159
60930,275
60931,130
60932,37
60933,75
60934,86
60935,267
60936,1361
60938,600
60939,14
60940,657
60941,506
60942,2241
60944,25
60945,30
60946,102
60948,405
60949,169
60950,2834
60951,153
60952,210
60953,585
60954,1444
60955,545
60956,33
60957,1820
60958,369
60959,294
60960,268
60961,144
60962,134
60963,631
60964,1089
60966,300
60967,21
60968,100
60969,17
60970,1578
60973,150
60974,43
61001,215
61006,388
61007,111
61008,8590
61010,2286
61011,631
61012,571
61013,164
61014,212
61015,215
61016,1220
61018,250
61019,772
61020,988
61021,5972
61024,638
61025,573
61027,13
61028,360
61030,641
61031,410
61032,7520
61036,1111
61037,32
61038,275
61039,201
61041,306
61042,102
61043,43
61044,52
61046,668
61047,409
61048,1008
61049,86
61050,86
61051,326
61052,308
61053,548
61054,818
61059,45
61060,314
61061,1563
61062,478
61063,908
61064,861
61065,2804
61067,167
61068,4027
61070,270
61071,3663
61072,2778
61073,4988
61074,897
61075,218
61077,21
61078,301
61079,17
61080,2760
61081,6023
61084,843
61085,699
61087,345
61088,1626
61089,203
61091,21
61101,4990
61102,4820
61103,6054
61104,4496
61105,28
61106,12
61107,8186
61108,8001
61109,7364
61110,26
61111,6139
61112,37
61114,3984
61115,5907
61125,31
61126,28
61132,16
61201,8139
61204,41
61230,260
61231,1519
61232,319
61233,111
61234,311
61235,304
61236,27
61238,701
61239,219
61240,1322
61241,1789
61242,237
61243,36
61244,5565
61250,625
61251,88
61252,1280
61254,2557
61256,441
61257,252
61258,33
61259,172
61260,165
61261,204
61262,163
61263,171
61264,2267
61265,9825
61266,26
61270,1770
61272,292
61273,760
61274,67
61275,1054
61276,35
61277,871
61278,98
61279,222
61281,639
61282,1931
61283,300
61284,468
61285,1239
61301,2545
61310,865
61311,55
61312,83
61313,72
61314,182
61315,65
61316,77
61317,91
61318,135
61319,299
61320,125
61321,81
61322,408
61323,24
61324,20
61325,218
61326,476
61327,237
61328,11
61329,318
61330,352
61332,23
61333,118
61334,164
61335,99
61336,100
61337,131
61338,91
61340,70
61341,1964
61342,2648
61344,87
61345,169
61346,12
61348,1154
61349,236
61350,5899
61353,290
61354,2702
61356,2586
61358,97
61359,74
61360,708
61361,308
61362,1617
61363,52
61364,5079
61367,172
61368,243
61369,449
61370,258
61371,16
61372,42
61373,475
61374,21
61375,183
61376,525
61377,333
61378,84
61379,316
61401,7705
61402,653
61410,965
61411,88
61412,297
61413,198
61414,145
61415,380
61416,58
61417,43
61418,98
61419,26
61420,228
61421,332
61422,829
61423,124
61424,18
61425,59
61426,19
61427,544
61428,240
61430,166
61431,81
61432,149
61433,31
61434,734
61435,30
61436,161
61437,117
61438,141
61439,58
61440,155
61441,223
61442,150
61443,4010
61447,200
61448,873
61449,109
61450,367
61451,73
61452,69
61453,134
61454,110
61455,4599
61458,129
61459,66
61460,48
61462,2613
61465,252
61466,80
61467,223
61468,12
61469,333
61470,125
61471,20
61472,118
61473,388
61474,57
61475,48
61476,80
61477,121
61478,54
61479,32
61480,264
61482,197
61483,531
61484,176
61485,130
61486,318
61488,223
61489,200
61490,208
61491,519
61501,491
61516,169
61517,775
61519,64
61520,5254
61523,2382
61524,65
61525,2718
61526,279
61528,763
61529,686
61530,1635
61531,844
61532,127
61533,553
61534,470
61535,459
61536,756
61537,645
61539,40
61540,620
61541,31
61542,927
61543,19
61544,138
61545,161
61546,1088
61547,1000
61548,3362
61550,5048
61552,42
61553,52
61554,11222
61555,34
61559,728
61560,104
61561,688
61562,18
61563,112
61564,281
61565,295
61567,137
61568,1271
61569,259
61570,437
61571,6524
61572,250
61601,54
61602,250
61603,4069
61604,7937
61605,3511
61606,1291
61607,2887
61610,1304
61611,6303
61612,39
61614,6907
61615,5716
61616,1580
61625,83
61636,12
61701,9303
61702,56
61704,9606
61705,4029
61720,75
61721,176
61722,140
61723,696
61724,133
61725,436
61726,717
61727,2557
61728,415
61729,341
61730,94
61731,70
61732,611
61733,310
61734,606
61735,73
61736,642
61737,126
61738,1244
61739,1333
61740,442
61741,488
61742,281
61743,71
61744,490
61745,1316
61747,405
61748,816
61749,138
61750,24
61751,31
61752,1158
61753,827
61754,308
61755,1340
61756,530
61759,482
61760,676
61761,15617
61764,4320
61769,157
61770,285
61771,199
61772,106
61773,151
61774,222
61775,112
61776,358
61777,216
61778,176
61790,691
61801,6377
61802,5619
61803,38
61810,84
61811,227
61812,108
61813,467
61814,464
61815,69
61816,148
61817,949
61818,461
61820,13901
61821,8158
61822,6461
61824,35
61825,8
61826,55
61830,105
61831,48
61832,11836
61833,743
61834,3480
61839,107
61840,301
61841,428
61842,862
61843,815
61844,318
61845,99
61846,1633
61847,475
61848,96
61849,470
61850,160
61851,75
61852,57
61853,4231
61854,408
61855,38
61856,1975
61857,66
61858,1097
61859,365
61862,175
61863,278
61864,595
61865,452
61866,4845
61870,406
61871,88
61872,172
61873,2051
61874,2225
61875,185
61876,245
61877,505
61878,353
61880,1552
61882,144
61883,1696
61884,301
61910,1581
61911,989
61912,319
61913,449
61914,510
61917,180
61919,247
61920,6433
61924,678
61925,253
61928,201
61929,175
61930,181
61931,328
61932,103
61933,295
61936,74
61937,533
61938,6945
61940,61
61941,21
61942,366
61943,429
61944,3479
61949,55
61951,2286
61953,2138
61955,66
61956,984
61957,526
62001,432
62002,8651
62006,202
62009,445
62010,3331
62011,91
62012,1729
62013,151
62014,994
62015,141
62016,1039
62017,291
62018,998
62019,97
62021,204
62022,262
62024,2274
62025,8277
62026,271
62027,88
62028,166
62030,19
62031,231
62032,222
62033,1364
62034,3355
62035,4598
62036,203
62037,424
62040,9771
62044,455
62045,139
62046,237
62047,524
62048,306
62049,3555
62050,116
62051,250
62052,3863
62053,184
62054,191
62056,2615
62058,186
62059,100
62060,860
62061,436
62062,2005
62063,277
62065,29
62067,687
62069,873
62070,12
62074,238
62075,966
62076,21
62077,68
62079,89
62080,699
62081,63
62082,687
62083,66
62084,423
62085,52
62086,347
62087,502
62088,1934
62089,119
62090,202
62091,95
62092,917
62093,120
62094,258
62095,2941
62097,680
62201,1307
62202,34
62203,1500
62204,994
62205,1508
62206,3218
62207,1528
62208,4157
62214,255
62215,490
62216,984
62217,230
62218,443
62219,318
62220,4819
62221,7014
62222,46
62223,4007
62225,772
62226,7408
62230,2199
62231,2305
62232,1994
62233,2477
62234,7868
62236,3476
62237,714
62238,164
62239,1132
62240,376
62241,291
62242,347
62243,1560
62244,235
62245,530
62246,2537
62248,122
62249,4464
62250,135
62253,167
62254,1520
62255,215
62256,26
62257,727
62258,2557
62259,999
62260,1653
62261,54
62262,476
62263,1325
62264,812
62265,1272
62266,67
62268,149
62269,8495
62271,459
62272,470
62273,90
62274,3046
62275,842
62277,355
62278,2189
62279,21
62280,85
62281,862
62282,141
62284,158
62285,1222
62286,1740
62288,872
62289,122
62292,198
62293,1293
62294,4278
62295,369
62297,100
62298,4842
62301,10966
62305,5988
62306,17
62311,198
62312,690
62313,90
62314,174
62316,206
62319,31
62320,788
62321,958
62323,58
62324,380
62325,131
62326,563
62330,315
62334,35
62336,19
62338,416
62339,301
62340,454
62341,821
62343,203
62344,24
62345,95
62346,56
62347,643
62348,11
62349,197
62351,572
62352,62
62353,2050
62354,300
62355,202
62356,178
62357,82
62358,133
62359,40
62360,540
62361,110
62362,107
62363,2080
62365,173
62366,417
62367,262
62370,145
62373,90
62374,56
62375,86
62376,390
62378,186
62379,467
62380,91
62401,5896
62410,282
62411,1370
62413,121
62414,519
62417,993
62418,620
62419,109
62420,1390
62421,210
62422,322
62423,152
62424,643
62425,177
62426,271
62427,361
62428,921
62431,303
62432,199
62433,253
62434,87
62436,177
62438,102
62439,2165
62440,345
62441,2186
62442,698
62443,446
62444,116
62445,266
62446,114
62447,1024
62448,1688
62449,883
62450,3987
62451,574
62452,121
62454,3881
62458,786
62459,60
62460,294
62461,264
62462,281
62463,326
62464,21
62465,221
62466,1938
