zip,count
60000,40
60001,6
60002,2010
60004,4083
60005,2597
60006,15
60007,3133
60008,2591
60009,20
60010,3404
60011,10
60012,1032
60013,2103
60014,4409
60015,1948
60016,6651
60017,16
60018,3677
60019,11
60020,934
60021,403
60022,488
60025,3388
60026,1068
60029,51
60030,2774
60031,3257
60033,1582
60034,179
60035,1847
60036,9
60038,8
60040,673
60041,823
60042,734
60043,174
60044,748
60045,1400
60046,3066
60047,3541
60048,2044
60050,3116
60051,2286
60053,2385
60055,9
60056,5120
60057,6
60060,3676
60061,1871
60062,3263
60063,9
60064,3060
60065,10
60067,3499
60068,3571
60069,646
60070,1551
60071,317
60072,61
60073,7311
60074,3699
60075,18
60076,3346
60077,2743
60078,12
60079,42
60081,868
60082,17
60083,877
60084,1525
60085,9792
60086,11
60087,3637
60088,795
60089,2987
60090,4333
60091,1761
60093,1642
60094,6
60095,9
60096,602
60097,927
60098,3349
60099,3576
60101,5152
60102,2948
60103,4382
60104,2518
60105,11
60106,2498
60107,4777
60108,2704
60109,64
60110,4780
60111,25
60112,460
60113,43
60115,4375
60116,10
60118,1467
60119,978
60120,6590
60121,32
60123,5792
60124,2364
60125,6
60126,4766
60129,24
60130,1251
60131,2598
60133,4910
60134,2656
60135,794
60136,894
60137,3463
60138,15
60139,4080
60140,2031
60141,76
60142,2457
60143,1229
60144,11
60145,215
60146,264
60147,14
60148,4758
60150,123
60151,353
60152,1180
60153,2734
60154,1733
60155,903
60156,2710
60157,240
60159,47
60160,3700
60161,14
60162,1531
60163,670
60164,3196
60165,717
60168,21
60169,3237
60170,7
60171,1252
60172,2533
60173,1029
60174,3204
60175,2695
60176,1528
60177,2846
60178,2025
60180,129
60181,3079
60183,10
60184,253
60185,4670
60186,12
60187,2457
60188,4705
60189,2473
60190,1182
60191,1760
60192,1125
60193,3363
60194,1639
60195,355
60196,8
60201,2729
60202,2172
60203,287
60204,13
60208,19
60301,218
60302,2077
60303,18
60304,1032
60305,826
60401,879
60402,8794
60403,1946
60404,2164
60406,3191
60407,151
60408,622
60409,3896
60410,1473
60411,6146
60412,13
60415,1340
60416,1111
60417,1581
60418,1072
60419,2235
60420,593
60421,329
60422,817
60423,3614
60424,216
60425,944
60426,2893
60428,1185
60429,1514
60430,1758
60431,3310
60432,2691
60433,1998
60434,384
60435,5714
60436,2185
60437,19
60438,3469
60439,2518
60440,6069
60441,3825
60442,1241
60443,2126
60444,173
60445,2023
60446,4946
60447,1649
60448,2634
60449,826
60450,2410
60451,3650
60452,3063
60453,6145
60454,19
60455,1916
60456,425
60457,1366
60458,1511
60459,3372
60460,175
60461,369
60462,4123
60463,1656
60464,929
60465,1905
60466,2301
60467,2571
60468,719
60469,819
60470,44
60471,1270
60472,425
60473,2580
60474,93
60475,928
60476,262
60477,3963
60478,1691
60479,57
60480,543
60481,1293
60482,984
60484,632
60487,2801
60490,2013
60491,2444
60499,6
60501,1467
60502,1758
60503,1364
60504,3586
60505,9005
60506,6767
60507,35
60510,2388
60511,131
60512,98
60513,1908
60514,952
60515,2382
60516,2339
60517,3015
60518,285
60519,16
60520,247
60521,1799
60522,6
60523,992
60524,6
60525,3311
60526,1213
60527,2911
60528,10
60530,45
60531,174
60532,2082
60534,1302
60536,16
60537,50
60538,3216
60539,34
60540,3141
60541,300
60542,1785
60543,3720
60544,2855
60545,1628
60546,1575
60548,1330
60549,59
60550,129
60551,770
60552,421
60553,53
60554,1043
60555,1455
60556,134
60558,1285
60559,2326
60560,2666
60561,1957
60563,3338
60564,3469
60565,2842
60567,18
60585,2341
60586,5388
60598,13
60601,1100
60602,110
60603,81
60604,116
60605,1970
60606,335
60607,2698
60608,8130
60609,7352
60610,3562
60611,2305
60612,3593
60613,3899
60614,5948
60615,2448
60616,3825
60617,8233
60618,8559
60619,4914
60620,5679
60621,2407
60622,5246
60623,11079
60624,3457
