report_date,date,value,count,avg
2021-10-30,2020-03-18,"Deaths, Actual",1,0.14285714285714285
2021-10-30,2020-03-20,"Deaths, Actual",2,0.42857142857142855
2021-10-30,2020-03-22,"Deaths, Actual",2,0.7142857142857143
2021-10-30,2020-03-23,"Deaths, Actual",2,1
2021-10-30,2020-03-24,"Deaths, Actual",3,1.4285714285714286
2021-10-30,2020-03-25,"Deaths, Actual",2,1.7142857142857142
2021-10-30,2020-03-26,"Deaths, Actual",2,2
2021-10-30,2020-03-27,"Deaths, Actual",1,2
2021-10-30,2020-03-28,"Deaths, Actual",5,2.4285714285714284
2021-10-30,2020-03-29,"Deaths, Actual",3,2.5714285714285716
2021-10-30,2020-03-30,"Deaths, Actual",3,2.7142857142857144
2021-10-30,2020-03-31,"Deaths, Actual",5,3
2021-10-30,2020-04-01,"Deaths, Actual",7,3.7142857142857144
2021-10-30,2020-04-02,"Deaths, Actual",12,5.142857142857143
2021-10-30,2020-04-03,"Deaths, Actual",13,6.857142857142857
2021-10-30,2020-04-04,"Deaths, Actual",11,7.714285714285714
2021-10-30,2020-04-05,"Deaths, Actual",12,9
2021-10-30,2020-04-06,"Deaths, Actual",8,9.714285714285714
2021-10-30,2020-04-07,"Deaths, Actual",13,10.857142857142858
2021-10-30,2020-04-08,"Deaths, Actual",10,11.285714285714286
2021-10-30,2020-04-09,"Deaths, Actual",23,12.857142857142858
2021-10-30,2020-04-10,"Deaths, Actual",11,12.571428571428571
2021-10-30,2020-04-11,"Deaths, Actual",18,13.571428571428571
2021-10-30,2020-04-12,"Deaths, Actual",12,13.571428571428571
2021-10-30,2020-04-13,"Deaths, Actual",9,13.714285714285714
2021-10-30,2020-04-14,"Deaths, Actual",13,13.714285714285714
2021-10-30,2020-04-15,"Deaths, Actual",18,14.857142857142858
2021-10-30,2020-04-16,"Deaths, Actual",26,15.285714285714286
2021-10-30,2020-04-17,"Deaths, Actual",10,15.142857142857142
2021-10-30,2020-04-18,"Deaths, Actual",8,13.714285714285714
2021-10-30,2020-04-19,"Deaths, Actual",11,13.571428571428571
