report_date,date,value,count,avg
2022-01-01,2020-03-18,Confirmed Deaths,1,NA
2022-01-01,2020-03-18,Probable Deaths,0,NA
2022-01-01,2020-03-18,Total Deaths,1,0.14285714285714285
2022-01-01,2020-03-20,Confirmed Deaths,2,NA
2022-01-01,2020-03-20,Probable Deaths,0,NA
2022-01-01,2020-03-20,Total Deaths,2,0.42857142857142855
2022-01-01,2020-03-22,Confirmed Deaths,2,NA
2022-01-01,2020-03-22,Probable Deaths,0,NA
2022-01-01,2020-03-22,Total Deaths,2,0.7142857142857143
2022-01-01,2020-03-23,Confirmed Deaths,2,NA
2022-01-01,2020-03-23,Probable Deaths,0,NA
2022-01-01,2020-03-23,Total Deaths,2,1
2022-01-01,2020-03-24,Confirmed Deaths,3,NA
2022-01-01,2020-03-24,Probable Deaths,0,NA
2022-01-01,2020-03-24,Total Deaths,3,1.4285714285714286
2022-01-01,2020-03-25,Confirmed Deaths,2,NA
2022-01-01,2020-03-25,Probable Deaths,0,NA
2022-01-01,2020-03-25,Total Deaths,2,1.7142857142857142
2022-01-01,2020-03-26,Confirmed Deaths,2,NA
2022-01-01,2020-03-26,Probable Deaths,0,NA
2022-01-01,2020-03-26,Total Deaths,2,2
2022-01-01,2020-03-27,Confirmed Deaths,1,NA
2022-01-01,2020-03-27,Probable Deaths,0,NA
2022-01-01,2020-03-27,Total Deaths,1,2
2022-01-01,2020-03-28,Confirmed Deaths,5,NA
2022-01-01,2020-03-28,Probable Deaths,0,NA
2022-01-01,2020-03-28,Total Deaths,5,2.4285714285714284
2022-01-01,2020-03-29,Confirmed Deaths,3,NA
2022-01-01,2020-03-29,Probable Deaths,0,NA
2022-01-01,2020-03-29,Total Deaths,3,2.5714285714285716
2022-01-01,2020-03-30,Confirmed Deaths,3,NA
2022-01-01,2020-03-30,Probable Deaths,2,NA
2022-01-01,2020-03-30,Total Deaths,5,3
2022-01-01,2020-03-31,Confirmed Deaths,5,NA
2022-01-01,2020-03-31,Probable Deaths,0,NA
2022-01-01,2020-03-31,Total Deaths,5,3.2857142857142856
2022-01-01,2020-04-01,Confirmed Deaths,7,NA
2022-01-01,2020-04-01,Probable Deaths,0,NA
2022-01-01,2020-04-01,Total Deaths,7,4
2022-01-01,2020-04-02,Confirmed Deaths,12,NA
2022-01-01,2020-04-02,Probable Deaths,0,NA
2022-01-01,2020-04-02,Total Deaths,12,5.428571428571429
2022-01-01,2020-04-03,Confirmed Deaths,13,NA
2022-01-01,2020-04-03,Probable Deaths,0,NA
2022-01-01,2020-04-03,Total Deaths,13,7.142857142857143
2022-01-01,2020-04-04,Confirmed Deaths,11,NA
2022-01-01,2020-04-04,Probable Deaths,0,NA
2022-01-01,2020-04-04,Total Deaths,11,8
2022-01-01,2020-04-05,Confirmed Deaths,12,NA
2022-01-01,2020-04-05,Probable Deaths,2,NA
2022-01-01,2020-04-05,Total Deaths,14,9.571428571428571
2022-01-01,2020-04-06,Confirmed Deaths,8,NA
2022-01-01,2020-04-06,Probable Deaths,0,NA
2022-01-01,2020-04-06,Total Deaths,8,10
2022-01-01,2020-04-07,Confirmed Deaths,13,NA
2022-01-01,2020-04-07,Probable Deaths,1,NA
2022-01-01,2020-04-07,Total Deaths,14,11.285714285714286
2022-01-01,2020-04-08,Confirmed Deaths,10,NA
2022-01-01,2020-04-08,Probable Deaths,0,NA
2022-01-01,2020-04-08,Total Deaths,10,11.714285714285714
2022-01-01,2020-04-09,Confirmed Deaths,23,NA
2022-01-01,2020-04-09,Probable Deaths,0,NA
2022-01-01,2020-04-09,Total Deaths,23,13.285714285714286
2022-01-01,2020-04-10,Confirmed Deaths,11,NA
2022-01-01,2020-04-10,Probable Deaths,0,NA
2022-01-01,2020-04-10,Total Deaths,11,13
2022-01-01,2020-04-11,Confirmed Deaths,18,NA
2022-01-01,2020-04-11,Probable Deaths,0,NA
2022-01-01,2020-04-11,Total Deaths,18,14
2022-01-01,2020-04-12,Confirmed Deaths,12,NA
2022-01-01,2020-04-12,Probable Deaths,1,NA
2022-01-01,2020-04-12,Total Deaths,13,13.857142857142858
2022-01-01,2020-04-13,Confirmed Deaths,9,NA
2022-01-01,2020-04-13,Probable Deaths,1,NA
2022-01-01,2020-04-13,Total Deaths,10,14.142857142857142
2022-01-01,2020-04-14,Confirmed Deaths,13,NA
2022-01-01,2020-04-14,Probable Deaths,0,NA
2022-01-01,2020-04-14,Total Deaths,13,14
2022-01-01,2020-04-15,Confirmed Deaths,18,NA
2022-01-01,2020-04-15,Probable Deaths,0,NA
2022-01-01,2020-04-15,Total Deaths,18,15.142857142857142
2022-01-01,2020-04-16,Confirmed Deaths,26,NA
2022-01-01,2020-04-16,Probable Deaths,0,NA
2022-01-01,2020-04-16,Total Deaths,26,15.571428571428571
2022-01-01,2020-04-17,Confirmed Deaths,10,NA
2022-01-01,2020-04-17,Probable Deaths,0,NA
2022-01-01,2020-04-17,Total Deaths,10,15.428571428571429
2022-01-01,2020-04-18,Confirmed Deaths,8,NA
2022-01-01,2020-04-18,Probable Deaths,0,NA
2022-01-01,2020-04-18,Total Deaths,8,14
2022-01-01,2020-04-19,Confirmed Deaths,11,NA
2022-01-01,2020-04-19,Probable Deaths,0,NA
2022-01-01,2020-04-19,Total Deaths,11,13.714285714285714
2022-01-01,2020-04-20,Confirmed Deaths,22,NA
2022-01-01,2020-04-20,Probable Deaths,1,NA
2022-01-01,2020-04-20,Total Deaths,23,15.571428571428571
2022-01-01,2020-04-21,Confirmed Deaths,21,NA
2022-01-01,2020-04-21,Probable Deaths,1,NA
2022-01-01,2020-04-21,Total Deaths,22,16.857142857142858
2022-01-01,2020-04-22,Confirmed Deaths,15,NA
2022-01-01,2020-04-22,Probable Deaths,1,NA
2022-01-01,2020-04-22,Total Deaths,16,16.571428571428573
2022-01-01,2020-04-23,Confirmed Deaths,19,NA
2022-01-01,2020-04-23,Probable Deaths,0,NA
2022-01-01,2020-04-23,Total Deaths,19,15.571428571428571
2022-01-01,2020-04-24,Confirmed Deaths,30,NA
2022-01-01,2020-04-24,Probable Deaths,0,NA
2022-01-01,2020-04-24,Total Deaths,30,18.428571428571427
2022-01-01,2020-04-25,Confirmed Deaths,14,NA
2022-01-01,2020-04-25,Probable Deaths,1,NA
2022-01-01,2020-04-25,Total Deaths,15,19.428571428571427
2022-01-01,2020-04-26,Confirmed Deaths,21,NA
2022-01-01,2020-04-26,Probable Deaths,0,NA
2022-01-01,2020-04-26,Total Deaths,21,20.857142857142858
2022-01-01,2020-04-27,Confirmed Deaths,15,NA
2022-01-01,2020-04-27,Probable Deaths,0,NA
2022-01-01,2020-04-27,Total Deaths,15,19.714285714285715
2022-01-01,2020-04-28,Confirmed Deaths,16,NA
2022-01-01,2020-04-28,Probable Deaths,2,NA
2022-01-01,2020-04-28,Total Deaths,18,19.142857142857142
2022-01-01,2020-04-29,Confirmed Deaths,15,NA
2022-01-01,2020-04-29,Probable Deaths,2,NA
2022-01-01,2020-04-29,Total Deaths,17,19.285714285714285
2022-01-01,2020-04-30,Confirmed Deaths,16,NA
2022-01-01,2020-04-30,Probable Deaths,0,NA
2022-01-01,2020-04-30,Total Deaths,16,18.857142857142858
2022-01-01,2020-05-01,Confirmed Deaths,16,NA
2022-01-01,2020-05-01,Probable Deaths,0,NA
2022-01-01,2020-05-01,Total Deaths,16,16.857142857142858
2022-01-01,2020-05-02,Confirmed Deaths,18,NA
2022-01-01,2020-05-02,Probable Deaths,1,NA
2022-01-01,2020-05-02,Total Deaths,19,17.428571428571427
2022-01-01,2020-05-03,Confirmed Deaths,15,NA
2022-01-01,2020-05-03,Probable Deaths,0,NA
2022-01-01,2020-05-03,Total Deaths,15,16.571428571428573
2022-01-01,2020-05-04,Confirmed Deaths,11,NA
2022-01-01,2020-05-04,Probable Deaths,1,NA
2022-01-01,2020-05-04,Total Deaths,12,16.142857142857142
2022-01-01,2020-05-05,Confirmed Deaths,22,NA
2022-01-01,2020-05-05,Probable Deaths,0,NA
2022-01-01,2020-05-05,Total Deaths,22,16.714285714285715
2022-01-01,2020-05-06,Confirmed Deaths,21,NA
2022-01-01,2020-05-06,Probable Deaths,1,NA
2022-01-01,2020-05-06,Total Deaths,22,17.428571428571427
2022-01-01,2020-05-07,Confirmed Deaths,26,NA
2022-01-01,2020-05-07,Probable Deaths,0,NA
2022-01-01,2020-05-07,Total Deaths,26,18.857142857142858
2022-01-01,2020-05-08,Confirmed Deaths,18,NA
2022-01-01,2020-05-08,Probable Deaths,2,NA
2022-01-01,2020-05-08,Total Deaths,20,19.428571428571427
2022-01-01,2020-05-09,Confirmed Deaths,17,NA
2022-01-01,2020-05-09,Probable Deaths,0,NA
2022-01-01,2020-05-09,Total Deaths,17,19.142857142857142
2022-01-01,2020-05-10,Confirmed Deaths,12,NA
2022-01-01,2020-05-10,Probable Deaths,0,NA
2022-01-01,2020-05-10,Total Deaths,12,18.714285714285715
2022-01-01,2020-05-11,Confirmed Deaths,10,NA
2022-01-01,2020-05-11,Probable Deaths,0,NA
