report_date,date,value,count,avg
2020-11-10,2020-03-18,"Deaths, Actual",1,0.14285714285714285
2020-11-10,2020-03-20,"Deaths, Actual",2,0.42857142857142855
2020-11-10,2020-03-22,"Deaths, Actual",2,0.7142857142857143
2020-11-10,2020-03-23,"Deaths, Actual",2,1
2020-11-10,2020-03-24,"Deaths, Actual",3,1.4285714285714286
2020-11-10,2020-03-25,"Deaths, Actual",2,1.7142857142857142
2020-11-10,2020-03-26,"Deaths, Actual",2,2
2020-11-10,2020-03-27,"Deaths, Actual",1,2
2020-11-10,2020-03-28,"Deaths, Actual",5,2.4285714285714284
2020-11-10,2020-03-29,"Deaths, Actual",3,2.5714285714285716
2020-11-10,2020-03-30,"Deaths, Actual",2,2.5714285714285716
2020-11-10,2020-03-31,"Deaths, Actual",5,2.857142857142857
2020-11-10,2020-04-01,"Deaths, Actual",7,3.5714285714285716
2020-11-10,2020-04-02,"Deaths, Actual",12,5
2020-11-10,2020-04-03,"Deaths, Actual",13,6.714285714285714
2020-11-10,2020-04-04,"Deaths, Actual",11,7.571428571428571
2020-11-10,2020-04-05,"Deaths, Actual",12,8.857142857142858
2020-11-10,2020-04-06,"Deaths, Actual",8,9.714285714285714
2020-11-10,2020-04-07,"Deaths, Actual",12,10.714285714285714
2020-11-10,2020-04-08,"Deaths, Actual",10,11.142857142857142
2020-11-10,2020-04-09,"Deaths, Actual",22,12.571428571428571
2020-11-10,2020-04-10,"Deaths, Actual",11,12.285714285714286
2020-11-10,2020-04-11,"Deaths, Actual",18,13.285714285714286
2020-11-10,2020-04-12,"Deaths, Actual",12,13.285714285714286
2020-11-10,2020-04-13,"Deaths, Actual",7,13.142857142857142
2020-11-10,2020-04-14,"Deaths, Actual",13,13.285714285714286
2020-11-10,2020-04-15,"Deaths, Actual",17,14.285714285714286
2020-11-10,2020-04-16,"Deaths, Actual",25,14.714285714285714
2020-11-10,2020-04-17,"Deaths, Actual",10,14.571428571428571
2020-11-10,2020-04-18,"Deaths, Actual",8,13.142857142857142
2020-11-10,2020-04-19,"Deaths, Actual",10,12.857142857142858
2020-11-10,2020-04-20,"Deaths, Actual",22,15
2020-11-10,2020-04-21,"Deaths, Actual",20,16
2020-11-10,2020-04-22,"Deaths, Actual",15,15.714285714285714
2020-11-10,2020-04-23,"Deaths, Actual",19,14.857142857142858
2020-11-10,2020-04-24,"Deaths, Actual",30,17.714285714285715
2020-11-10,2020-04-25,"Deaths, Actual",14,18.571428571428573
2020-11-10,2020-04-26,"Deaths, Actual",21,20.142857142857142
2020-11-10,2020-04-27,"Deaths, Actual",15,19.142857142857142
2020-11-10,2020-04-28,"Deaths, Actual",16,18.571428571428573
2020-11-10,2020-04-29,"Deaths, Actual",15,18.571428571428573
2020-11-10,2020-04-30,"Deaths, Actual",16,18.142857142857142
2020-11-10,2020-05-01,"Deaths, Actual",16,16.142857142857142
2020-11-10,2020-05-02,"Deaths, Actual",17,16.571428571428573
2020-11-10,2020-05-03,"Deaths, Actual",15,15.714285714285714
2020-11-10,2020-05-04,"Deaths, Actual",11,15.142857142857142
2020-11-10,2020-05-05,"Deaths, Actual",23,16.142857142857142
2020-11-10,2020-05-06,"Deaths, Actual",19,16.714285714285715
2020-11-10,2020-05-07,"Deaths, Actual",26,18.142857142857142
2020-11-10,2020-05-08,"Deaths, Actual",18,18.428571428571427
2020-11-10,2020-05-09,"Deaths, Actual",17,18.428571428571427
2020-11-10,2020-05-10,"Deaths, Actual",12,18
2020-11-10,2020-05-11,"Deaths, Actual",10,17.857142857142858
2020-11-10,2020-05-12,"Deaths, Actual",12,16.285714285714285
2020-11-10,2020-05-13,"Deaths, Actual",20,16.428571428571427
2020-11-10,2020-05-14,"Deaths, Actual",14,14.714285714285714
2020-11-10,2020-05-15,"Deaths, Actual",18,14.714285714285714
2020-11-10,2020-05-16,"Deaths, Actual",15,14.428571428571429
2020-11-10,2020-05-17,"Deaths, Actual",9,14
2020-11-10,2020-05-18,"Deaths, Actual",14,14.571428571428571
2020-11-10,2020-05-19,"Deaths, Actual",15,15
2020-11-10,2020-05-20,"Deaths, Actual",10,13.571428571428571
2020-11-10,2020-05-21,"Deaths, Actual",11,13.142857142857142
2020-11-10,2020-05-22,"Deaths, Actual",9,11.857142857142858
2020-11-10,2020-05-23,"Deaths, Actual",14,11.714285714285714
2020-11-10,2020-05-24,"Deaths, Actual",5,11.142857142857142
2020-11-10,2020-05-25,"Deaths, Actual",7,10.142857142857142
2020-11-10,2020-05-26,"Deaths, Actual",11,9.571428571428571
2020-11-10,2020-05-27,"Deaths, Actual",8,9.285714285714286
2020-11-10,2020-05-28,"Deaths, Actual",10,9.142857142857142
2020-11-10,2020-05-29,"Deaths, Actual",9,9.142857142857142
2020-11-10,2020-05-30,"Deaths, Actual",6,8
2020-11-10,2020-05-31,"Deaths, Actual",12,9
2020-11-10,2020-06-01,"Deaths, Actual",10,9.428571428571429
2020-11-10,2020-06-02,"Deaths, Actual",4,8.428571428571429
2020-11-10,2020-06-03,"Deaths, Actual",7,8.285714285714286
2020-11-10,2020-06-04,"Deaths, Actual",5,7.571428571428571
2020-11-10,2020-06-05,"Deaths, Actual",8,7.428571428571429
2020-11-10,2020-06-06,"Deaths, Actual",10,8
2020-11-10,2020-06-07,"Deaths, Actual",11,7.857142857142857
2020-11-10,2020-06-08,"Deaths, Actual",4,7
2020-11-10,2020-06-09,"Deaths, Actual",6,7.285714285714286
2020-11-10,2020-06-10,"Deaths, Actual",5,7
2020-11-10,2020-06-11,"Deaths, Actual",9,7.571428571428571
2020-11-10,2020-06-12,"Deaths, Actual",4,7
2020-11-10,2020-06-13,"Deaths, Actual",7,6.571428571428571
2020-11-10,2020-06-14,"Deaths, Actual",8,6.142857142857143
2020-11-10,2020-06-15,"Deaths, Actual",7,6.571428571428571
2020-11-10,2020-06-16,"Deaths, Actual",6,6.571428571428571
2020-11-10,2020-06-17,"Deaths, Actual",3,6.285714285714286
2020-11-10,2020-06-18,"Deaths, Actual",5,5.714285714285714
2020-11-10,2020-06-19,"Deaths, Actual",6,6
2020-11-10,2020-06-20,"Deaths, Actual",12,6.714285714285714
2020-11-10,2020-06-21,"Deaths, Actual",3,6
2020-11-10,2020-06-22,"Deaths, Actual",7,6
2020-11-10,2020-06-23,"Deaths, Actual",8,6.285714285714286
2020-11-10,2020-06-24,"Deaths, Actual",8,7
2020-11-10,2020-06-25,"Deaths, Actual",8,7.428571428571429
2020-11-10,2020-06-26,"Deaths, Actual",7,7.571428571428571
2020-11-10,2020-06-27,"Deaths, Actual",7,6.857142857142857
2020-11-10,2020-06-28,"Deaths, Actual",9,7.714285714285714
2020-11-10,2020-06-29,"Deaths, Actual",2,7
2020-11-10,2020-06-30,"Deaths, Actual",6,6.714285714285714
2020-11-10,2020-07-01,"Deaths, Actual",3,6
2020-11-10,2020-07-02,"Deaths, Actual",5,5.571428571428571
2020-11-10,2020-07-03,"Deaths, Actual",8,5.714285714285714
2020-11-10,2020-07-04,"Deaths, Actual",4,5.285714285714286
2020-11-10,2020-07-05,"Deaths, Actual",7,5
2020-11-10,2020-07-06,"Deaths, Actual",10,6.142857142857143
2020-11-10,2020-07-07,"Deaths, Actual",5,6
2020-11-10,2020-07-08,"Deaths, Actual",3,6
2020-11-10,2020-07-09,"Deaths, Actual",8,6.428571428571429
