report_date,region,new_cases,case_avg,case_avg_rate,new_deaths,deaths_avg,deaths_avg_rate
2020-05-07,Kansas City,43,40.57142857142857,3.2878487246909454,1,0.42857142857142855,0.03473079638758041
2020-05-08,Kansas City,33,38.42857142857143,3.114194742753043,1,0.5714285714285714,0.04630772851677387
2020-05-09,Kansas City,25,37.285714285714285,3.021579285719495,0,0.5714285714285714,0.04630772851677387
2020-05-10,Kansas City,27,38.714285714285715,3.13734860701143,0,0.5714285714285714,0.04630772851677387
2020-05-11,Kansas City,28,33,2.6742713218436913,0,0.42857142857142855,0.03473079638758041
2020-05-12,Kansas City,10,28.857142857142858,2.3385402900970806,0,0.2857142857142857,0.023153864258386937
2020-05-13,Kansas City,29,27.857142857142858,2.2575017651927265,0,0.2857142857142857,0.023153864258386937
2020-05-14,Kansas City,45,28.142857142857142,2.2806556294511133,1,0.2857142857142857,0.023153864258386937
2020-05-15,Kansas City,35,28.428571428571427,2.3038094937095,1,0.2857142857142857,0.023153864258386937
2020-05-16,Kansas City,27,28.714285714285715,2.326963357967887,0,0.2857142857142857,0.023153864258386937
2020-05-17,Kansas City,46,31.428571428571427,2.546925068422563,1,0.42857142857142855,0.03473079638758041
2020-05-18,Kansas City,29,31.571428571428573,2.5585020005517567,1,0.5714285714285714,0.04630772851677387
2020-05-19,Kansas City,11,31.714285714285715,2.5700789326809503,2,0.8571428571428571,0.06946159277516081
2020-05-20,Kansas City,39,33.142857142857146,2.685848253972885,1,1,0.08103852490435429
2020-05-21,Kansas City,20,29.571428571428573,2.396424950743048,2,1.1428571428571428,0.09261545703354775
2020-05-22,Kansas City,52,32,2.593232796939337,1,1.1428571428571428,0.09261545703354775
2020-05-23,Kansas City,43,34.285714285714285,2.7784637110064323,1,1.2857142857142858,0.10419238916274122
2020-05-24,Kansas City,69,37.57142857142857,3.044733149977882,0,1.1428571428571428,0.09261545703354775
2020-05-25,Kansas City,30,37.714285714285715,3.0563100821070757,2,1.2857142857142858,0.10419238916274122
2020-05-26,Kansas City,38,41.57142857142857,3.3688872495952995,0,1,0.08103852490435429
2020-05-27,Kansas City,36,41.142857142857146,3.334156453207719,2,1.1428571428571428,0.09261545703354775
2020-05-28,Kansas City,41,44.142857142857146,3.577272027920782,1,1,0.08103852490435429
2020-05-29,Kansas City,27,40.57142857142857,3.2878487246909454,1,1,0.08103852490435429
2020-05-30,Kansas City,47,41.142857142857146,3.334156453207719,1,1,0.08103852490435429
2020-05-31,Kansas City,63,40.285714285714285,3.264694860432558,0,1,0.08103852490435429
2020-06-01,Kansas City,66,45.42857142857143,3.6814644170835233,1,0.8571428571428571,0.06946159277516081
2020-06-02,Kansas City,133,59,4.781272969356903,3,1.2857142857142858,0.10419238916274122
2020-06-03,Kansas City,82,65.57142857142857,5.313811847299802,0,1,0.08103852490435429
2020-06-04,Kansas City,108,75.14285714285714,6.089466299955764,0,0.8571428571428571,0.06946159277516081
2020-06-05,Kansas City,77,82.28571428571429,6.668312906415438,0,0.7142857142857143,0.05788466064596735
2020-06-06,Kansas City,48,82.42857142857143,6.679889838544631,1,0.7142857142857143,0.05788466064596735
2020-06-07,Kansas City,37,78.71428571428571,6.3788896031856,0,0.7142857142857143,0.05788466064596735
2020-06-08,Kansas City,66,78.71428571428571,6.3788896031856,0,0.5714285714285714,0.04630772851677387
2020-06-09,Kansas City,55,67.57142857142857,5.4758888971085105,1,0.2857142857142857,0.023153864258386937
2020-06-10,Kansas City,72,66.14285714285714,5.360119575816576,0,0.2857142857142857,0.023153864258386937
2020-06-11,Kansas City,91,63.714285714285715,5.163311729620287,0,0.2857142857142857,0.023153864258386937
2020-06-12,Kansas City,51,60,4.862311494261257,0,0.2857142857142857,0.023153864258386937
2020-06-13,Kansas City,41,59,4.781272969356903,1,0.2857142857142857,0.023153864258386937
2020-06-14,Kansas City,0,53.714285714285715,4.352926480576745,0,0.2857142857142857,0.023153864258386937
2020-06-15,Kansas City,102,58.857142857142854,4.769696037227709,3,0.7142857142857143,0.05788466064596735
2020-06-16,Kansas City,51,58.285714285714285,4.723388308710935,5,1.2857142857142858,0.10419238916274122
2020-06-17,Kansas City,72,58.285714285714285,4.723388308710935,2,1.5714285714285714,0.12734625342112815
2020-06-18,Kansas City,66,54.714285714285715,4.433965005481099,2,1.8571428571428572,0.1505001176795151
2020-06-19,Kansas City,100,61.714285714285715,5.001234679811579,1,2,0.16207704980870857
2020-06-20,Kansas City,93,69.14285714285714,5.603235150529639,0,1.8571428571428572,0.1505001176795151
2020-06-21,Kansas City,9,70.42857142857143,5.70742753969238,0,1.8571428571428572,0.1505001176795151
2020-06-22,Kansas City,42,61.857142857142854,5.012811611940771,1,1.5714285714285714,0.12734625342112815
2020-06-23,Kansas City,117,71.28571428571429,5.7768891324675415,6,1.7142857142857142,0.13892318555032163
2020-06-24,Kansas City,78,72.14285714285714,5.846350725242702,3,1.8571428571428572,0.1505001176795151
2020-06-25,Kansas City,120,79.85714285714286,6.471505060219149,3,2,0.16207704980870857
2020-06-26,Kansas City,103,80.28571428571429,6.50623585660673,2,2.142857142857143,0.17365398193790202
2020-06-27,Kansas City,78,78.14285714285714,6.3325818746688265,1,2.2857142857142856,0.1852309140670955
2020-06-28,Kansas City,86,89.14285714285714,7.224005648616724,1,2.4285714285714284,0.19680784619628897
2020-06-29,Kansas City,95,96.71428571428571,7.8375830514639775,2,2.5714285714285716,0.20838477832548244
2020-06-30,Kansas City,92,93.14285714285714,7.548159748234141,2,2,0.16207704980870857
2020-07-01,Kansas City,116,98.57142857142857,7.9880831691434935,1,1.7142857142857142,0.13892318555032163
2020-07-02,Kansas City,92,94.57142857142857,7.663929069526076,2,1.5714285714285714,0.12734625342112815
2020-07-03,Kansas City,170,104.14285714285714,8.439583522182039,0,1.2857142857142858,0.10419238916274122
2020-07-04,Kansas City,121,110.28571428571429,8.937391603737359,1,1.2857142857142858,0.10419238916274122
2020-07-05,Kansas City,74,108.57142857142857,8.798468418187035,0,1.1428571428571428,0.09261545703354775
2020-07-06,Kansas City,110,110.71428571428571,8.972122400124938,3,1.2857142857142858,0.10419238916274122
2020-07-07,Kansas City,121,114.85714285714286,9.307853431871548,3,1.4285714285714286,0.1157693212919347
2020-07-08,Kansas City,137,117.85714285714286,9.550969006584612,3,1.7142857142857142,0.13892318555032163
2020-07-09,Kansas City,168,128.71428571428572,10.430815848403316,0,1.4285714285714286,0.1157693212919347
2020-07-10,Kansas City,205,133.71428571428572,10.836008472925087,4,2,0.16207704980870857
2020-07-11,Kansas City,111,132.28571428571428,10.720239151633152,1,2,0.16207704980870857
2020-07-12,Kansas City,127,139.85714285714286,11.333816554480407,1,2.142857142857143,0.17365398193790202
2020-07-13,Kansas City,113,140.28571428571428,11.368547350867985,0,1.7142857142857142,0.13892318555032163
2020-07-14,Kansas City,150,144.42857142857142,11.704278382614595,5,2,0.16207704980870857
2020-07-15,Kansas City,241,159.28571428571428,12.908279324050717,2,1.8571428571428572,0.1505001176795151
2020-07-16,Kansas City,140,155.28571428571428,12.584125224433299,0,1.8571428571428572,0.1505001176795151
2020-07-17,Kansas City,261,163.28571428571428,13.232433423668134,1,1.4285714285714286,0.1157693212919347
2020-07-18,Kansas City,153,169.28571428571428,13.718664573094259,0,1.2857142857142858,0.10419238916274122
2020-07-19,Kansas City,309,195.28571428571428,15.82566622060747,1,1.2857142857142858,0.10419238916274122
2020-07-20,Kansas City,138,198.85714285714286,16.11508952383731,3,1.7142857142857142,0.13892318555032163
2020-07-21,Kansas City,270,216,17.504321379340524,4,1.5714285714285714,0.12734625342112815
2020-07-22,Kansas City,303,224.85714285714286,18.22209117135052,2,1.5714285714285714,0.12734625342112815
2020-07-23,Kansas City,400,262,21.232093524940822,3,2,0.16207704980870857
2020-07-24,Kansas City,308,268.7142857142857,21.776209335012915,6,2.7142857142857144,0.2199617104546759
2020-07-25,Kansas City,233,280.14285714285717,22.702363905348392,0,2.7142857142857144,0.2199617104546759
2020-07-26,Kansas City,194,263.7142857142857,21.371016710491144,2,2.857142857142857,0.2315386425838694
2020-07-27,Kansas City,369,296.7142857142857,24.045288032334838,4,3,0.24311557471306283
2020-07-28,Kansas City,488,327.85714285714283,26.569059236499008,4,3,0.24311557471306283
2020-07-29,Kansas City,340,333.14285714285717,26.997405725279172,3,3.142857142857143,0.2546925068422563
2020-07-30,Kansas City,548,354.2857142857143,28.7107916803998,4,3.2857142857142856,0.2662694389714497
2020-07-31,Kansas City,350,360.2857142857143,29.197022829825926,9,3.7142857142857144,0.3010002353590302
2020-08-01,Kansas City,182,353,28.60659929123706,2,4,0.32415409961741715
2020-08-02,Kansas City,129,343.7142857142857,27.854098702839487,0,3.7142857142857144,0.3010002353590302
2020-08-03,Kansas City,254,327.2857142857143,26.522751507982235,0,3.142857142857143,0.2546925068422563
2020-08-04,Kansas City,277,297.14285714285717,24.080018828722416,0,2.5714285714285716,0.20838477832548244
2020-08-05,Kansas City,271,287.2857142857143,23.281210511808066,5,2.857142857142857,0.2315386425838694
2020-08-06,Kansas City,231,242,19.611323026853736,7,3.2857142857142856,0.2662694389714497
2020-08-07,Kansas City,303,235.28571428571428,19.067207216781643,9,3.2857142857142856,0.2662694389714497
2020-08-08,Kansas City,4,209.85714285714286,17.006513297785208,0,3,0.24311557471306283
2020-08-09,Kansas City,327,238.14285714285714,19.29874585936551,0,3,0.24311557471306283
2020-08-10,Kansas City,253,238,19.28716892723632,3,3.4285714285714284,0.27784637110064325
2020-08-11,Kansas City,211,228.57142857142858,18.52309140670955,0,3.4285714285714284,0.27784637110064325
2020-08-12,Kansas City,365,242,19.611323026853736,1,2.857142857142857,0.2315386425838694
2020-08-13,Kansas City,355,259.7142857142857,21.046862610873728,7,2.857142857142857,0.2315386425838694
2020-08-14,Kansas City,318,261.85714285714283,21.220516592811624,0,1.5714285714285714,0.12734625342112815
2020-08-15,Kansas City,209,291.14285714285717,23.59378767929629,0,1.5714285714285714,0.12734625342112815
2020-08-16,Kansas City,175,269.42857142857144,21.834093995658883,0,1.5714285714285714,0.12734625342112815
2020-08-17,Kansas City,437,295.7142857142857,23.96424950743048,9,2.4285714285714284,0.19680784619628897
2020-08-18,Kansas City,96,279.2857142857143,22.63290231257323,2,2.7142857142857144,0.2199617104546759
2020-08-19,Kansas City,82,238.85714285714286,19.35663052001148,0,2.5714285714285716,0.20838477832548244
2020-08-20,Kansas City,219,219.42857142857142,17.782167750441168,3,2,0.16207704980870857
2020-08-21,Kansas City,235,207.57142857142858,16.82128238371811,1,2.142857142857143,0.17365398193790202
2020-08-22,Kansas City,315,222.71428571428572,18.048437189412617,0,2.142857142857143,0.17365398193790202
2020-08-23,Kansas City,157,220.14285714285714,17.840052411087136,0,2.142857142857143,0.17365398193790202
2020-08-24,Kansas City,157,180.14285714285714,14.598511414912963,9,2.142857142857143,0.17365398193790202
2020-08-25,Kansas City,120,183.57142857142858,14.876357786013607,2,2.142857142857143,0.17365398193790202
2020-08-26,Kansas City,267,210,17.0180902299144,2,2.4285714285714284,0.19680784619628897
2020-08-27,Kansas City,269,217.14285714285714,17.59693683637407,4,2.5714285714285716,0.20838477832548244
2020-08-28,Kansas City,286,224.42857142857142,18.18736037496294,0,2.4285714285714284,0.19680784619628897
2020-08-29,Kansas City,218,210.57142857142858,17.064397958431176,0,2.4285714285714284,0.19680784619628897
2020-08-30,Kansas City,178,213.57142857142858,17.307513533144235,0,2.4285714285714284,0.19680784619628897
2020-08-31,Kansas City,223,223,18.071591053671003,1,1.2857142857142858,0.10419238916274122
2020-09-01,Kansas City,155,228,18.476783678192774,7,2,0.16207704980870857
2020-09-02,Kansas City,260,227,18.39574515328842,0,1.7142857142857142,0.13892318555032163
2020-09-03,Kansas City,234,222,17.99055252876665,3,1.5714285714285714,0.12734625342112815
2020-09-04,Kansas City,143,201.57142857142858,16.335051234291985,2,1.8571428571428572,0.1505001176795151
2020-09-05,Kansas City,250,206.14285714285714,16.705513062426174,2,2.142857142857143,0.17365398193790202
2020-09-06,Kansas City,168,204.71428571428572,16.589743741134242,0,2.142857142857143,0.17365398193790202
2020-09-07,Kansas City,162,196,15.88355088125344,0,2,0.16207704980870857
2020-09-08,Kansas City,179,199.42857142857142,16.16139725235408,1,1.1428571428571428,0.09261545703354775
2020-09-09,Kansas City,140,182.28571428571428,14.772165396850864,0,1.1428571428571428,0.09261545703354775
2020-09-10,Kansas City,133,167.85714285714286,13.602895251802325,1,0.8571428571428571,0.06946159277516081
2020-09-11,Kansas City,248,182.85714285714286,14.81847312536764,0,0.5714285714285714,0.04630772851677387
2020-09-12,Kansas City,223,179,14.505895957879416,0,0.2857142857142857,0.023153864258386937
2020-09-13,Kansas City,167,178.85714285714286,14.494319025750224,3,0.7142857142857143,0.05788466064596735
2020-09-14,Kansas City,209,185.57142857142858,15.038434835822317,0,0.7142857142857143,0.05788466064596735
2020-09-15,Kansas City,332,207.42857142857142,16.809705451588915,3,1,0.08103852490435429
2020-09-16,Kansas City,152,209.14285714285714,16.94862863713924,2,1.2857142857142858,0.10419238916274122
2020-09-17,Kansas City,171,214.57142857142858,17.38855205804859,1,1.2857142857142858,0.10419238916274122
2020-09-18,Kansas City,215,209.85714285714286,17.006513297785208,3,1.7142857142857142,0.13892318555032163
2020-09-19,Kansas City,202,206.85714285714286,16.763397723072142,0,1.7142857142857142,0.13892318555032163
2020-09-20,Kansas City,195,210.85714285714286,17.087551822689562,-12,-0.42857142857142855,-0.03473079638758041
2020-09-21,Kansas City,327,227.71428571428572,18.45362981393439,18,2.142857142857143,0.17365398193790202
2020-09-22,Kansas City,478,248.57142857142858,20.143861904796637,4,2.2857142857142856,0.1852309140670955
2020-09-23,Kansas City,97,240.71428571428572,19.507130637690995,24,5.428571428571429,0.4399234209093518
2020-09-24,Kansas City,121,233.57142857142858,18.928284031231325,-1,5.142857142857143,0.4167695566509649
2020-09-25,Kansas City,259,239.85714285714286,19.437669044915832,0,4.714285714285714,0.38203876026338446
2020-09-26,Kansas City,123,228.57142857142858,18.52309140670955,4,5.285714285714286,0.42834648878015835
2020-09-27,Kansas City,130,219.28571428571428,17.770590818311973,0,7,0.5672696743304799
2020-09-28,Kansas City,275,211.85714285714286,17.168590347593913,2,4.714285714285714,0.38203876026338446
2020-09-29,Kansas City,165,167.14285714285714,13.545010591156357,1,4.285714285714286,0.34730796387580404
2020-09-30,Kansas City,-105,138.28571428571428,11.206470301059278,-19,-1.8571428571428572,-0.1505001176795151
2020-10-01,Kansas City,158,143.57142857142858,11.634816789839437,-3,-2.142857142857143,-0.17365398193790202
2020-10-02,Kansas City,192,134,10.859162337183474,7,-1.1428571428571428,-0.09261545703354775
2020-10-03,Kansas City,46,123,9.967738563235576,1,-1.5714285714285714,-0.12734625342112815
2020-10-04,Kansas City,21,107.42857142857143,8.70585296115349,0,-1.5714285714285714,-0.12734625342112815
2020-10-05,Kansas City,141,88.28571428571429,7.154544055841564,1,-1.7142857142857142,-0.13892318555032163
2020-10-06,Kansas City,697,164.28571428571428,13.313471948572488,4,-1.2857142857142858,-0.10419238916274122
2020-10-07,Kansas City,864,302.7142857142857,24.53151918176096,50,8.571428571428571,0.6946159277516081
2020-10-08,Kansas City,104,295,23.906364846784513,12,10.714285714285714,0.86826990968951
2020-10-09,Kansas City,312,312.14285714285717,25.29559670228773,27,13.571428571428571,1.0998085522733794
2020-10-10,Kansas City,722,408.7142857142857,33.12160282162252,5,14.142857142857142,1.1461162807901533
2020-10-11,Kansas City,0,405.7142857142857,32.87848724690945,0,14.142857142857142,1.1461162807901533
2020-10-12,Kansas City,58,393.85714285714283,31.917601880186393,0,14,1.1345393486609598
2020-10-13,Kansas City,129,312.7142857142857,25.341904430804504,0,13.428571428571429,1.0882316201441862
2020-10-14,Kansas City,708,290.42857142857144,23.535903018650323,16,8.571428571428571,0.6946159277516081
2020-10-15,Kansas City,310,319.85714285714283,25.920751037264175,-21,3.857142857142857,0.3125771674882237
2020-10-16,Kansas City,335,323.14285714285717,26.18702047623563,4,0.5714285714285714,0.04630772851677387
2020-10-17,Kansas City,330,267.14285714285717,21.64886308159179,14,1.8571428571428572,0.1505001176795151
2020-10-18,Kansas City,254,303.42857142857144,24.58940384240693,1,2,0.16207704980870857
2020-10-19,Kansas City,284,335.7142857142857,27.20579050360465,4,2.5714285714285716,0.20838477832548244
2020-10-20,Kansas City,43,323.42857142857144,26.210174340494014,0,2.5714285714285716,0.20838477832548244
2020-10-21,Kansas City,469,289.2857142857143,23.443287561616774,13,2.142857142857143,0.17365398193790202
2020-10-22,Kansas City,297,287.42857142857144,23.29278744393726,6,6,0.48623114942612566
2020-10-23,Kansas City,338,287.85714285714283,23.327518240324835,9,6.714285714285714,0.5441158100720931
2020-10-24,Kansas City,298,283.2857142857143,22.95705641219065,18,7.285714285714286,0.5904235385888669
2020-10-25,Kansas City,262,284.42857142857144,23.0496718692242,1,7.285714285714286,0.5904235385888669
2020-10-26,Kansas City,283,284.2857142857143,23.038094937095003,2,7,0.5672696743304799
2020-10-27,Kansas City,339,326.57142857142856,26.464866847336268,4,7.571428571428571,0.6135774028472538
2020-10-28,Kansas City,394,315.85714285714283,25.59659693764676,11,7.285714285714286,0.5904235385888669
2020-10-29,Kansas City,466,340,27.553098467480453,14,8.428571428571429,0.6830389956224147
2020-10-30,Kansas City,455,356.7142857142857,28.90759952659609,14,9.142857142857142,0.740923656268382
2020-10-31,Kansas City,426,375,30.38944683913286,16,8.857142857142858,0.717769792009995
2020-11-01,Kansas City,312,382.14285714285717,30.968293445592533,0,8.714285714285714,0.7061928598808015
2020-11-02,Kansas City,699,441.57142857142856,35.784297211337005,0,8.428571428571429,0.6830389956224147
2020-11-03,Kansas City,377,447,36.224220632246364,11,9.428571428571429,0.7640775205267689
2020-11-04,Kansas City,447,454.57142857142856,36.83779803509361,7,8.857142857142858,0.717769792009995
2020-11-05,Kansas City,598,473.42857142857144,38.36595307614716,2,7.142857142857143,0.5788466064596735
2020-11-06,Kansas City,764,517.5714285714286,41.943225104067935,3,5.571428571428571,0.45150035303854524
2020-11-07,Kansas City,579,539.4285714285714,43.71449571983454,5,4,0.32415409961741715
2020-11-08,Kansas City,621,583.5714285714286,47.291767747755316,0,4,0.32415409961741715
2020-11-09,Kansas City,910,613.7142857142857,49.734500427015135,1,4.142857142857143,0.3357310317466106
2020-11-10,Kansas City,891,687.1428571428571,55.685043541420576,20,5.428571428571429,0.4399234209093518
2020-11-11,Kansas City,651,716.2857142857143,58.04673769577606,6,5.285714285714286,0.42834648878015835
2020-11-12,Kansas City,629,720.7142857142857,58.405622591781054,5,5.714285714285714,0.4630772851677388
2020-11-13,Kansas City,808,727,58.91500760546556,-1,5.142857142857143,0.4167695566509649
2020-11-14,Kansas City,1611,874.4285714285714,70.86240156279322,1,4.571428571428571,0.370461828134191
2020-11-15,Kansas City,0,785.7142857142857,63.67312671056408,0,4.571428571428571,0.370461828134191
2020-11-16,Kansas City,860,778.5714285714286,63.094280104104406,2,4.714285714285714,0.38203876026338446
2020-11-17,Kansas City,957,788,63.85835762463117,17,4.285714285714286,0.34730796387580404
2020-11-18,Kansas City,1044,844.1428571428571,68.4080919514042,4,4,0.32415409961741715
2020-11-19,Kansas City,756,862.2857142857143,69.87836233181179,6,4.142857142857143,0.3357310317466106
2020-11-20,Kansas City,851,868.4285714285714,70.37617041336709,13,6.142857142857143,0.49780808155531914
2020-11-21,Kansas City,829,756.7142857142857,61.3230094883378,6,6.857142857142857,0.5556927422012865
2020-11-22,Kansas City,806,871.8571428571429,70.65401678446774,0,6.857142857142857,0.5556927422012865
2020-11-23,Kansas City,610,836.1428571428571,67.75978375216937,0,6.571428571428571,0.5325388779428994
2020-11-24,Kansas City,655,793,64.26355024915294,24,7.571428571428571,0.6135774028472538
2020-11-25,Kansas City,711,745.4285714285714,60.40843185013152,8,8.142857142857142,0.6598851313640277
2020-11-26,Kansas City,638,728.5714285714286,59.04235385888669,8,8.428571428571429,0.6830389956224147
2020-11-27,Kansas City,677,703.7142857142857,57.02796766840702,0,6.571428571428571,0.5325388779428994
