report_date,zip,cases
2020-11-11,60440,2258
2020-11-11,60441,1216
2020-11-11,60442,355
2020-11-11,60443,1003
2020-11-11,60444,40
2020-11-11,60445,742
2020-11-11,60446,1748
2020-11-11,60447,423
2020-11-11,60448,836
2020-11-11,60449,280
2020-11-11,60450,726
2020-11-11,60451,1120
2020-11-11,60452,1096
2020-11-11,60453,2657
2020-11-11,60454,13
2020-11-11,60455,921
2020-11-11,60456,163
2020-11-11,60457,551
2020-11-11,60458,589
2020-11-11,60459,1539
2020-11-11,60460,31
2020-11-11,60461,157
2020-11-11,60462,1631
2020-11-11,60463,716
2020-11-11,60464,344
2020-11-11,60465,862
2020-11-11,60466,1049
2020-11-11,60467,973
2020-11-11,60468,224
2020-11-11,60469,355
2020-11-11,60470,14
2020-11-11,60471,534
2020-11-11,60472,169
2020-11-11,60473,1066
2020-11-11,60474,23
2020-11-11,60475,352
2020-11-11,60476,116
2020-11-11,60477,1377
2020-11-11,60478,726
2020-11-11,60479,15
2020-11-11,60480,203
2020-11-11,60481,390
2020-11-11,60482,355
2020-11-11,60484,278
2020-11-11,60487,981
2020-11-11,60490,606
2020-11-11,60491,887
2020-11-11,60501,747
2020-11-11,60502,582
2020-11-11,60503,405
2020-11-11,60504,1263
2020-11-11,60505,4113
2020-11-11,60506,2846
2020-11-11,60507,14
2020-11-11,60510,904
2020-11-11,60511,32
2020-11-11,60512,33
2020-11-11,60513,701
2020-11-11,60514,298
2020-11-11,60515,682
2020-11-11,60516,705
2020-11-11,60517,1027
2020-11-11,60518,58
2020-11-11,60520,68
2020-11-11,60521,593
2020-11-11,60523,363
2020-11-11,60525,1239
2020-11-11,60526,383
2020-11-11,60527,1046
2020-11-11,60530,12
2020-11-11,60531,42
2020-11-11,60532,617
2020-11-11,60534,559
2020-11-11,60536,6
2020-11-11,60537,21
2020-11-11,60538,1167
2020-11-11,60539,22
2020-11-11,60540,895
2020-11-11,60541,69
2020-11-11,60542,675
2020-11-11,60543,1200
2020-11-11,60544,1000
2020-11-11,60545,585
2020-11-11,60546,558
2020-11-11,60548,475
2020-11-11,60549,13
2020-11-11,60550,28
2020-11-11,60551,127
2020-11-11,60552,102
2020-11-11,60553,19
2020-11-11,60554,327
2020-11-11,60555,500
2020-11-11,60556,30
2020-11-11,60558,433
2020-11-11,60559,873
2020-11-11,60560,836
2020-11-11,60561,627
2020-11-11,60563,1046
2020-11-11,60564,1037
2020-11-11,60565,878
2020-11-11,60567,7
2020-11-11,60585,731
2020-11-11,60586,1802
2020-11-11,60598,8
2020-11-11,60601,390
2020-11-11,60602,44
2020-11-11,60603,20
2020-11-11,60604,53
2020-11-11,60605,751
2020-11-11,60606,133
2020-11-11,60607,1198
2020-11-11,60608,3972
2020-11-11,60609,3656
2020-11-11,60610,1334
2020-11-11,60611,888
2020-11-11,60612,1453
2020-11-11,60613,1511
2020-11-11,60614,2227
2020-11-11,60615,965
2020-11-11,60616,1463
2020-11-11,60617,3430
2020-11-11,60618,3576
2020-11-11,60619,1999
2020-11-11,60620,2394
2020-11-11,60621,1024
2020-11-11,60622,2129
2020-11-11,60623,6108
2020-11-11,60624,1600
2020-11-11,60625,3254
2020-11-11,60626,2045
2020-11-11,60628,2403
2020-11-11,60629,8414
2020-11-11,60630,2269
2020-11-11,60631,1161
2020-11-11,60632,6961
2020-11-11,60633,912
2020-11-11,60634,4302
2020-11-11,60635,6
2020-11-11,60636,1498
2020-11-11,60637,1361
2020-11-11,60638,3699
2020-11-11,60639,7002
2020-11-11,60640,1909
2020-11-11,60641,3965
2020-11-11,60642,774
2020-11-11,60643,1936
2020-11-11,60644,2071
2020-11-11,60645,2078
2020-11-11,60646,989
2020-11-11,60647,3736
2020-11-11,60649,1546
2020-11-11,60650,15
2020-11-11,60651,3588
2020-11-11,60652,2581
2020-11-11,60653,1111
2020-11-11,60654,778
2020-11-11,60655,1388
2020-11-11,60656,1178
2020-11-11,60657,1974
2020-11-11,60659,1668
2020-11-11,60660,1160
2020-11-11,60661,332
2020-11-11,60678,7
2020-11-11,60680,25
2020-11-11,60706,1277
2020-11-11,60707,2264
2020-11-11,60712,727
2020-11-11,60714,1626
2020-11-11,60803,957
2020-11-11,60804,6924
2020-11-11,60805,819
2020-11-11,60827,795
2020-11-11,60901,2178
2020-11-11,60910,15
2020-11-11,60911,68
2020-11-11,60912,19
2020-11-11,60913,62
2020-11-11,60914,1366
2020-11-11,60915,470
2020-11-11,60917,20
2020-11-11,60918,18
2020-11-11,60919,23
2020-11-11,60921,44
2020-11-11,60922,117
2020-11-11,60924,77
2020-11-11,60927,139
2020-11-11,60928,38
2020-11-11,60929,22
2020-11-11,60930,39
2020-11-11,60931,25
2020-11-11,60933,11
2020-11-11,60935,56
2020-11-11,60936,104
2020-11-11,60938,134
2020-11-11,60940,108
2020-11-11,60941,100
2020-11-11,60942,192
2020-11-11,60944,6
2020-11-11,60946,9
2020-11-11,60948,30
2020-11-11,60949,15
2020-11-11,60950,537
2020-11-11,60951,21
2020-11-11,60952,18
2020-11-11,60953,64
2020-11-11,60954,212
2020-11-11,60955,71
2020-11-11,60957,175
2020-11-11,60958,82
2020-11-11,60959,69
2020-11-11,60960,26
2020-11-11,60961,17
2020-11-11,60962,14
2020-11-11,60963,46
2020-11-11,60964,177
2020-11-11,60966,23
2020-11-11,60968,11
2020-11-11,60970,139
2020-11-11,60973,11
2020-11-11,61001,32
2020-11-11,61006,51
2020-11-11,61007,16
2020-11-11,61008,1968
2020-11-11,61010,396
2020-11-11,61011,113
2020-11-11,61012,86
2020-11-11,61013,28
2020-11-11,61014,25
2020-11-11,61015,21
2020-11-11,61016,266
2020-11-11,61018,35
2020-11-11,61019,92
2020-11-11,61020,110
2020-11-11,61021,834
2020-11-11,61024,72
2020-11-11,61025,121
2020-11-11,61028,56
2020-11-11,61030,79
2020-11-11,61031,41
2020-11-11,61032,1244
2020-11-11,61036,204
2020-11-11,61037,9
2020-11-11,61038,39
2020-11-11,61039,34
2020-11-11,61041,40
2020-11-11,61042,22
2020-11-11,61044,10
2020-11-11,61046,99
2020-11-11,61047,47
2020-11-11,61048,149
2020-11-11,61049,11
2020-11-11,61050,10
2020-11-11,61051,63
2020-11-11,61052,31
2020-11-11,61053,119
2020-11-11,61054,88
2020-11-11,61059,12
2020-11-11,61060,48
2020-11-11,61061,165
2020-11-11,61062,91
2020-11-11,61063,156
2020-11-11,61064,97
2020-11-11,61065,456
2020-11-11,61067,19
2020-11-11,61068,766
2020-11-11,61070,35
2020-11-11,61071,605
2020-11-11,61072,527
2020-11-11,61073,917
2020-11-11,61074,195
2020-11-11,61075,28
2020-11-11,61078,27
2020-11-11,61080,506
2020-11-11,61081,980
2020-11-11,61084,91
2020-11-11,61085,176
2020-11-11,61087,81
2020-11-11,61088,247
2020-11-11,61089,21
2020-11-11,61101,891
2020-11-11,61102,990
2020-11-11,61103,1130
2020-11-11,61104,961
2020-11-11,61105,9
2020-11-11,61107,1594
2020-11-11,61108,1727
2020-11-11,61109,1386
2020-11-11,61110,6
2020-11-11,61111,1177
2020-11-11,61114,796
2020-11-11,61115,1104
2020-11-11,61132,6
2020-11-11,61201,1492
2020-11-11,61204,7
2020-11-11,61230,37
2020-11-11,61231,179
2020-11-11,61232,66
2020-11-11,61233,22
2020-11-11,61234,31
2020-11-11,61235,38
2020-11-11,61238,115
2020-11-11,61239,32
2020-11-11,61240,199
2020-11-11,61241,240
2020-11-11,61242,34
2020-11-11,61244,1241
2020-11-11,61250,104
2020-11-11,61251,14
2020-11-11,61252,223
2020-11-11,61254,328
2020-11-11,61256,51
2020-11-11,61257,41
2020-11-11,61258,9
2020-11-11,61259,32
2020-11-11,61260,22
2020-11-11,61261,28
2020-11-11,61262,14
2020-11-11,61263,20
2020-11-11,61264,341
2020-11-11,61265,1807
2020-11-11,61270,352
2020-11-11,61272,54
2020-11-11,61273,121
2020-11-11,61275,157
2020-11-11,61277,192
2020-11-11,61278,17
2020-11-11,61279,30
2020-11-11,61281,88
2020-11-11,61282,359
2020-11-11,61283,24
2020-11-11,61284,90
2020-11-11,61285,265
2020-11-11,61301,450
2020-11-11,61310,130
2020-11-11,61311,7
2020-11-11,61312,20
2020-11-11,61313,10
2020-11-11,61314,22
2020-11-11,61315,15
2020-11-11,61316,11
2020-11-11,61317,17
2020-11-11,61318,16
2020-11-11,61319,38
2020-11-11,61320,12
2020-11-11,61321,6
2020-11-11,61322,131
2020-11-11,61325,40
2020-11-11,61326,66
2020-11-11,61327,28
2020-11-11,61329,54
2020-11-11,61330,50
2020-11-11,61333,21
2020-11-11,61334,23
2020-11-11,61335,17
2020-11-11,61336,10
2020-11-11,61337,18
2020-11-11,61338,13
2020-11-11,61340,7
2020-11-11,61341,278
2020-11-11,61342,496
2020-11-11,61344,9
2020-11-11,61345,18
2020-11-11,61348,193
2020-11-11,61349,31
2020-11-11,61350,767
2020-11-11,61353,32
2020-11-11,61354,452
2020-11-11,61356,474
2020-11-11,61359,13
2020-11-11,61360,90
2020-11-11,61361,41
2020-11-11,61362,308
2020-11-11,61363,9
2020-11-11,61364,729
2020-11-11,61367,42
2020-11-11,61368,49
2020-11-11,61369,31
2020-11-11,61370,28
2020-11-11,61372,6
2020-11-11,61373,74
2020-11-11,61375,15
2020-11-11,61376,73
2020-11-11,61377,27
2020-11-11,61378,15
2020-11-11,61379,56
2020-11-11,61401,1316
2020-11-11,61402,6
2020-11-11,61410,104
2020-11-11,61411,12
2020-11-11,61412,56
2020-11-11,61413,26
2020-11-11,61414,20
2020-11-11,61415,41
2020-11-11,61417,10
2020-11-11,61418,17
2020-11-11,61420,30
2020-11-11,61421,36
2020-11-11,61422,128
2020-11-11,61423,25
2020-11-11,61425,8
2020-11-11,61426,6
2020-11-11,61427,52
2020-11-11,61428,42
2020-11-11,61430,21
2020-11-11,61431,16
2020-11-11,61432,20
2020-11-11,61434,63
2020-11-11,61435,6
2020-11-11,61436,19
2020-11-11,61437,17
2020-11-11,61438,17
2020-11-11,61439,9
2020-11-11,61440,14
2020-11-11,61441,37
2020-11-11,61442,24
2020-11-11,61443,393
2020-11-11,61447,36
2020-11-11,61448,162
2020-11-11,61450,53
2020-11-11,61451,9
2020-11-11,61452,6
2020-11-11,61453,17
2020-11-11,61454,27
2020-11-11,61455,852
2020-11-11,61458,17
2020-11-11,61460,8
2020-11-11,61462,524
2020-11-11,61465,23
2020-11-11,61466,11
2020-11-11,61467,34
2020-11-11,61469,57
2020-11-11,61470,6
2020-11-11,61472,17
2020-11-11,61473,46
2020-11-11,61476,14
2020-11-11,61477,15
2020-11-11,61478,12
2020-11-11,61480,28
2020-11-11,61482,13
2020-11-11,61483,42
2020-11-11,61484,22
2020-11-11,61485,11
2020-11-11,61486,33
2020-11-11,61488,38
2020-11-11,61489,19
2020-11-11,61490,21
2020-11-11,61491,61
2020-11-11,61501,27
2020-11-11,61516,15
2020-11-11,61517,94
2020-11-11,61519,7
2020-11-11,61520,449
2020-11-11,61523,368
2020-11-11,61525,407
2020-11-11,61526,26
2020-11-11,61528,88
2020-11-11,61529,67
2020-11-11,61530,174
2020-11-11,61531,70
2020-11-11,61532,9
2020-11-11,61533,67
2020-11-11,61534,33
2020-11-11,61535,55
2020-11-11,61536,90
2020-11-11,61537,80
2020-11-11,61540,38
2020-11-11,61542,120
2020-11-11,61544,9
2020-11-11,61545,20
2020-11-11,61546,67
2020-11-11,61547,109
2020-11-11,61548,404
2020-11-11,61550,659
2020-11-11,61554,1370
2020-11-11,61559,58
2020-11-11,61560,11
2020-11-11,61561,41
2020-11-11,61563,11
2020-11-11,61564,27
2020-11-11,61565,20
2020-11-11,61567,12
2020-11-11,61568,149
2020-11-11,61569,19
2020-11-11,61570,18
2020-11-11,61571,712
2020-11-11,61572,25
2020-11-11,61602,52
2020-11-11,61603,573
2020-11-11,61604,1112
2020-11-11,61605,463
2020-11-11,61606,325
2020-11-11,61607,330
2020-11-11,61610,124
2020-11-11,61611,728
2020-11-11,61614,1015
2020-11-11,61615,764
2020-11-11,61616,197
2020-11-11,61625,56
2020-11-11,61701,1082
2020-11-11,61704,1058
2020-11-11,61705,409
2020-11-11,61721,7
2020-11-11,61722,13
2020-11-11,61723,49
2020-11-11,61724,9
2020-11-11,61725,35
2020-11-11,61726,65
2020-11-11,61727,321
2020-11-11,61728,17
2020-11-11,61729,53
2020-11-11,61732,52
2020-11-11,61733,22
2020-11-11,61734,83
2020-11-11,61735,16
2020-11-11,61736,46
2020-11-11,61737,9
2020-11-11,61738,152
2020-11-11,61739,207
2020-11-11,61740,49
2020-11-11,61741,66
2020-11-11,61742,27
2020-11-11,61743,8
2020-11-11,61744,57
2020-11-11,61745,120
2020-11-11,61747,20
2020-11-11,61748,69
2020-11-11,61749,20
2020-11-11,61752,90
2020-11-11,61753,53
2020-11-11,61754,21
2020-11-11,61755,120
2020-11-11,61756,55
2020-11-11,61759,41
2020-11-11,61760,51
2020-11-11,61761,2707
2020-11-11,61764,443
2020-11-11,61769,14
2020-11-11,61770,25
2020-11-11,61771,17
2020-11-11,61773,12
2020-11-11,61774,20
2020-11-11,61775,14
2020-11-11,61776,33
2020-11-11,61777,29
2020-11-11,61778,10
2020-11-11,61790,46
2020-11-11,61801,782
2020-11-11,61802,612
2020-11-11,61810,7
2020-11-11,61811,17
2020-11-11,61812,9
2020-11-11,61813,44
2020-11-11,61814,39
2020-11-11,61816,18
2020-11-11,61817,133
2020-11-11,61818,80
2020-11-11,61820,3184
2020-11-11,61821,920
2020-11-11,61822,704
2020-11-11,61830,14
2020-11-11,61832,1170
2020-11-11,61833,75
2020-11-11,61834,270
2020-11-11,61839,8
2020-11-11,61840,9
2020-11-11,61841,42
2020-11-11,61842,45
2020-11-11,61843,77
2020-11-11,61844,27
2020-11-11,61845,12
2020-11-11,61846,115
2020-11-11,61847,54
2020-11-11,61848,8
2020-11-11,61849,38
2020-11-11,61850,13
2020-11-11,61851,10
2020-11-11,61853,361
2020-11-11,61854,42
2020-11-11,61856,239
2020-11-11,61857,7
2020-11-11,61858,91
2020-11-11,61859,25
2020-11-11,61862,21
2020-11-11,61863,25
2020-11-11,61864,61
2020-11-11,61865,53
2020-11-11,61866,693
2020-11-11,61870,26
2020-11-11,61871,16
2020-11-11,61872,15
2020-11-11,61873,192
2020-11-11,61874,240
2020-11-11,61875,19
2020-11-11,61876,37
2020-11-11,61877,50
2020-11-11,61878,37
2020-11-11,61880,156
2020-11-11,61882,18
2020-11-11,61883,155
2020-11-11,61884,28
2020-11-11,61910,421
2020-11-11,61911,190
2020-11-11,61912,41
2020-11-11,61913,59
2020-11-11,61914,67
2020-11-11,61917,12
2020-11-11,61919,20
2020-11-11,61920,1187
2020-11-11,61924,61
2020-11-11,61925,41
2020-11-11,61928,35
2020-11-11,61929,19
2020-11-11,61930,25
2020-11-11,61931,47
2020-11-11,61933,23
2020-11-11,61936,10
2020-11-11,61937,46
2020-11-11,61938,1170
2020-11-11,61942,30
2020-11-11,61943,60
2020-11-11,61944,413
2020-11-11,61951,376
2020-11-11,61953,281
2020-11-11,61956,101
2020-11-11,61957,66
2020-11-11,62001,67
2020-11-11,62002,1248
2020-11-11,62006,11
2020-11-11,62009,32
2020-11-11,62010,394
2020-11-11,62011,7
2020-11-11,62012,217
2020-11-11,62013,13
2020-11-11,62014,85
2020-11-11,62015,21
2020-11-11,62016,104
2020-11-11,62017,41
2020-11-11,62018,90
2020-11-11,62019,9
2020-11-11,62021,22
2020-11-11,62022,46
2020-11-11,62024,288
2020-11-11,62025,1287
2020-11-11,62026,8
2020-11-11,62027,12
2020-11-11,62028,12
2020-11-11,62031,25
2020-11-11,62032,27
2020-11-11,62033,203
2020-11-11,62034,514
2020-11-11,62035,784
2020-11-11,62036,20
2020-11-11,62037,86
2020-11-11,62040,1433
2020-11-11,62044,66
2020-11-11,62045,15
2020-11-11,62046,35
2020-11-11,62047,52
2020-11-11,62048,46
2020-11-11,62049,275
2020-11-11,62050,13
2020-11-11,62051,20
2020-11-11,62052,503
2020-11-11,62053,18
2020-11-11,62054,28
2020-11-11,62056,227
2020-11-11,62058,9
2020-11-11,62059,20
2020-11-11,62060,173
2020-11-11,62061,66
2020-11-11,62062,284
2020-11-11,62063,23
2020-11-11,62067,83
2020-11-11,62069,67
2020-11-11,62074,35
2020-11-11,62075,102
2020-11-11,62079,6
2020-11-11,62080,107
2020-11-11,62081,9
2020-11-11,62082,104
2020-11-11,62084,54
2020-11-11,62086,43
2020-11-11,62087,41
2020-11-11,62088,186
2020-11-11,62089,11
2020-11-11,62090,42
2020-11-11,62091,9
2020-11-11,62092,219
2020-11-11,62093,17
2020-11-11,62094,26
2020-11-11,62095,323
2020-11-11,62097,85
2020-11-11,62201,324
2020-11-11,62202,6
2020-11-11,62203,317
2020-11-11,62204,196
2020-11-11,62205,277
2020-11-11,62206,577
2020-11-11,62207,314
2020-11-11,62208,636
2020-11-11,62214,41
2020-11-11,62215,108
2020-11-11,62216,266
2020-11-11,62217,34
2020-11-11,62218,109
2020-11-11,62219,56
2020-11-11,62220,794
2020-11-11,62221,1009
2020-11-11,62222,6
2020-11-11,62223,690
2020-11-11,62225,53
2020-11-11,62226,1173
2020-11-11,62230,525
2020-11-11,62231,426
2020-11-11,62232,293
2020-11-11,62233,515
2020-11-11,62234,1193
2020-11-11,62236,542
2020-11-11,62237,100
2020-11-11,62238,24
2020-11-11,62239,155
2020-11-11,62240,57
2020-11-11,62241,35
2020-11-11,62242,51
2020-11-11,62243,201
2020-11-11,62244,25
2020-11-11,62245,123
2020-11-11,62246,478
2020-11-11,62248,11
2020-11-11,62249,775
2020-11-11,62250,20
2020-11-11,62253,21
2020-11-11,62254,349
2020-11-11,62255,22
2020-11-11,62257,76
2020-11-11,62258,334
2020-11-11,62259,17
2020-11-11,62260,248
2020-11-11,62261,7
2020-11-11,62262,77
2020-11-11,62263,189
2020-11-11,62264,127
2020-11-11,62265,213
2020-11-11,62266,8
2020-11-11,62268,19
2020-11-11,62269,955
2020-11-11,62271,67
2020-11-11,62272,105
2020-11-11,62273,8
2020-11-11,62274,227
2020-11-11,62275,153
2020-11-11,62277,48
2020-11-11,62278,322
2020-11-11,62280,9
2020-11-11,62281,121
2020-11-11,62282,24
2020-11-11,62284,20
2020-11-11,62285,211
2020-11-11,62286,276
2020-11-11,62288,189
2020-11-11,62289,12
2020-11-11,62292,14
2020-11-11,62293,216
2020-11-11,62294,561
2020-11-11,62295,58
2020-11-11,62297,12
2020-11-11,62298,723
2020-11-11,62301,1494
2020-11-11,62305,972
2020-11-11,62311,31
2020-11-11,62312,117
2020-11-11,62313,15
2020-11-11,62314,24
2020-11-11,62316,36
2020-11-11,62320,98
2020-11-11,62321,128
2020-11-11,62324,39
2020-11-11,62325,20
2020-11-11,62326,50
2020-11-11,62330,43
2020-11-11,62338,48
2020-11-11,62339,53
2020-11-11,62340,51
2020-11-11,62341,109
2020-11-11,62343,26
2020-11-11,62345,9
2020-11-11,62346,9
2020-11-11,62347,75
2020-11-11,62349,27
2020-11-11,62351,73
2020-11-11,62353,153
2020-11-11,62354,55
2020-11-11,62355,10
2020-11-11,62356,17
2020-11-11,62357,7
2020-11-11,62358,16
2020-11-11,62359,7
2020-11-11,62360,58
2020-11-11,62361,10
2020-11-11,62362,12
2020-11-11,62363,327
2020-11-11,62365,20
2020-11-11,62366,59
2020-11-11,62367,24
2020-11-11,62370,11
2020-11-11,62373,13
2020-11-11,62374,8
2020-11-11,62375,13
2020-11-11,62376,60
2020-11-11,62378,15
2020-11-11,62379,75
2020-11-11,62380,12
2020-11-11,62401,1014
2020-11-11,62410,17
2020-11-11,62411,207
2020-11-11,62413,19
2020-11-11,62414,82
2020-11-11,62417,144
2020-11-11,62418,114
2020-11-11,62419,7
2020-11-11,62420,184
2020-11-11,62421,15
2020-11-11,62422,41
2020-11-11,62423,18
2020-11-11,62424,129
2020-11-11,62425,19
2020-11-11,62426,20
2020-11-11,62427,49
2020-11-11,62428,104
2020-11-11,62431,36
2020-11-11,62432,23
2020-11-11,62433,12
2020-11-11,62434,10
2020-11-11,62436,21
2020-11-11,62438,9
2020-11-11,62439,260
2020-11-11,62440,42
2020-11-11,62441,225
2020-11-11,62442,76
2020-11-11,62443,54
2020-11-11,62444,19
2020-11-11,62445,47
2020-11-11,62446,19
2020-11-11,62447,170
2020-11-11,62448,309
2020-11-11,62449,91
2020-11-11,62450,370
2020-11-11,62451,38
2020-11-11,62452,15
2020-11-11,62454,580
2020-11-11,62458,139
2020-11-11,62460,41
2020-11-11,62461,39
2020-11-11,62462,52
2020-11-11,62463,54
2020-11-11,62465,40
2020-11-11,62466,68
2020-11-11,62467,267
2020-11-11,62468,90
2020-11-11,62469,24
2020-11-11,62471,458
2020-11-11,62473,65
2020-11-11,62474,22
2020-11-11,62476,28
2020-11-11,62477,12
2020-11-11,62478,12
2020-11-11,62479,45
2020-11-11,62480,19
2020-11-11,62481,11
2020-11-11,62501,94
2020-11-11,62510,51
2020-11-11,62512,17
2020-11-11,62513,36
2020-11-11,62514,13
2020-11-11,62515,29
2020-11-11,62518,9
2020-11-11,62520,38
2020-11-11,62521,1768
2020-11-11,62522,539
2020-11-11,62523,10
2020-11-11,62525,7
2020-11-11,62526,1449
2020-11-11,62530,36
2020-11-11,62531,41
2020-11-11,62533,23
2020-11-11,62534,39
2020-11-11,62535,182
2020-11-11,62536,23
2020-11-11,62538,14
2020-11-11,62539,43
2020-11-11,62540,40
2020-11-11,62543,16
2020-11-11,62544,66
2020-11-11,62545,28
2020-11-11,62546,47
2020-11-11,62547,14
2020-11-11,62548,64
2020-11-11,62549,362
2020-11-11,62550,145
2020-11-11,62551,38
2020-11-11,62553,21
2020-11-11,62554,59
2020-11-11,62555,14
2020-11-11,62556,8
2020-11-11,62557,236
2020-11-11,62558,117
2020-11-11,62560,87
2020-11-11,62561,181
2020-11-11,62563,202
2020-11-11,62565,367
2020-11-11,62567,27
2020-11-11,62568,805
2020-11-11,62570,7
2020-11-11,62571,41
2020-11-11,62572,7
2020-11-11,62573,62
2020-11-11,62601,9
2020-11-11,62610,7
2020-11-11,62611,23
2020-11-11,62612,53
2020-11-11,62613,75
2020-11-11,62615,221
2020-11-11,62617,21
2020-11-11,62618,428
2020-11-11,62621,29
2020-11-11,62624,12
2020-11-11,62625,38
2020-11-11,62626,306
2020-11-11,62627,41
2020-11-11,62628,15
2020-11-11,62629,455
2020-11-11,62630,20
2020-11-11,62631,11
2020-11-11,62633,31
2020-11-11,62634,16
2020-11-11,62635,27
2020-11-11,62638,34
2020-11-11,62640,65
2020-11-11,62642,31
2020-11-11,62643,17
2020-11-11,62644,154
2020-11-11,62649,6
2020-11-11,62650,1186
2020-11-11,62655,21
2020-11-11,62656,733
2020-11-11,62661,22
2020-11-11,62664,137
2020-11-11,62665,19
2020-11-11,62666,14
2020-11-11,62668,37
2020-11-11,62670,85
2020-11-11,62671,18
2020-11-11,62672,7
2020-11-11,62673,9
2020-11-11,62674,18
2020-11-11,62675,142
2020-11-11,62677,60
2020-11-11,62681,102
2020-11-11,62682,25
2020-11-11,62684,285
2020-11-11,62685,50
2020-11-11,62688,13
2020-11-11,62689,18
2020-11-11,62690,117
2020-11-11,62691,114
2020-11-11,62692,51
2020-11-11,62693,55
2020-11-11,62694,117
2020-11-11,62695,29
2020-11-11,62701,28
2020-11-11,62702,972
2020-11-11,62703,1047
2020-11-11,62704,1195
2020-11-11,62707,312
2020-11-11,62708,13
2020-11-11,62711,696
2020-11-11,62712,394
2020-11-11,62791,14
2020-11-11,62801,886
2020-11-11,62803,35
2020-11-11,62806,80
2020-11-11,62807,30
2020-11-11,62808,27
2020-11-11,62810,42
2020-11-11,62811,7
2020-11-11,62812,425
2020-11-11,62814,52
2020-11-11,62815,6
2020-11-11,62816,24
2020-11-11,62817,9
2020-11-11,62818,6
2020-11-11,62819,11
2020-11-11,62821,222
2020-11-11,62822,63
2020-11-11,62823,49
2020-11-11,62824,40
2020-11-11,62825,7
2020-11-11,62827,22
2020-11-11,62828,60
2020-11-11,62830,37
2020-11-11,62831,9
2020-11-11,62832,294
2020-11-11,62833,6
2020-11-11,62835,29
2020-11-11,62836,23
2020-11-11,62837,420
2020-11-11,62838,81
2020-11-11,62839,243
2020-11-11,62841,9
2020-11-11,62842,25
2020-11-11,62844,48
2020-11-11,62846,65
2020-11-11,62848,26
2020-11-11,62849,73
2020-11-11,62851,16
2020-11-11,62853,41
2020-11-11,62854,68
2020-11-11,62858,119
2020-11-11,62859,143
2020-11-11,62860,21
2020-11-11,62863,323
2020-11-11,62864,899
2020-11-11,62865,88
2020-11-11,62867,8
2020-11-11,62868,31
2020-11-11,62869,65
2020-11-11,62870,157
2020-11-11,62871,13
2020-11-11,62872,40
2020-11-11,62874,16
2020-11-11,62875,77
2020-11-11,62877,9
2020-11-11,62878,14
2020-11-11,62880,35
2020-11-11,62881,419
2020-11-11,62882,98
2020-11-11,62883,15
2020-11-11,62884,104
2020-11-11,62885,38
2020-11-11,62886,12
2020-11-11,62887,7
2020-11-11,62888,63
2020-11-11,62889,17
2020-11-11,62890,88
2020-11-11,62891,20
2020-11-11,62892,13
2020-11-11,62893,34
2020-11-11,62894,39
2020-11-11,62895,83
2020-11-11,62896,458
2020-11-11,62897,18
2020-11-11,62898,66
2020-11-11,62899,42
2020-11-11,62901,1012
2020-11-11,62902,110
2020-11-11,62903,76
2020-11-11,62905,25
2020-11-11,62906,497
2020-11-11,62907,85
2020-11-11,62908,20
2020-11-11,62910,39
2020-11-11,62912,42
2020-11-11,62914,81
2020-11-11,62915,27
2020-11-11,62916,34
2020-11-11,62917,95
2020-11-11,62918,440
2020-11-11,62919,26
2020-11-11,62920,147
2020-11-11,62921,7
2020-11-11,62922,102
2020-11-11,62923,16
2020-11-11,62924,84
2020-11-11,62926,76
2020-11-11,62927,7
2020-11-11,62930,174
2020-11-11,62931,26
2020-11-11,62932,31
2020-11-11,62933,69
2020-11-11,62934,33
2020-11-11,62935,68
2020-11-11,62938,39
2020-11-11,62939,125
2020-11-11,62940,14
2020-11-11,62941,18
2020-11-11,62942,10
2020-11-11,62943,25
2020-11-11,62946,437
2020-11-11,62948,573
2020-11-11,62949,13
2020-11-11,62950,14
2020-11-11,62951,177
2020-11-11,62952,129
2020-11-11,62954,13
2020-11-11,62956,21
2020-11-11,62957,19
2020-11-11,62958,35
2020-11-11,62959,983
2020-11-11,62960,191
2020-11-11,62963,17
2020-11-11,62964,49
2020-11-11,62966,523
2020-11-11,62967,14
2020-11-11,62969,13
2020-11-11,62970,25
2020-11-11,62972,43
2020-11-11,62974,50
2020-11-11,62976,12
2020-11-11,62977,24
2020-11-11,62979,25
2020-11-11,62982,25
2020-11-11,62983,47
2020-11-11,62984,56
2020-11-11,62985,28
2020-11-11,62987,30
2020-11-11,62988,43
2020-11-11,62990,31
2020-11-11,62992,142
2020-11-11,62994,20
2020-11-11,62995,239
2020-11-11,62996,20
2020-11-11,62997,22
2020-11-11,62998,7
2020-11-11,62999,44
2020-11-12,3,6
2020-11-12,60000,7
2020-11-12,60002,616
2020-11-12,60004,1389
2020-11-12,60005,950
2020-11-12,60007,1161
2020-11-12,60008,1095
2020-11-12,60009,10
2020-11-12,60010,1161
2020-11-12,60012,333
2020-11-12,60013,687
2020-11-12,60014,1594
2020-11-12,60015,791
2020-11-12,60016,2593
2020-11-12,60018,1529
2020-11-12,60020,320
2020-11-12,60021,118
2020-11-12,60022,157
2020-11-12,60025,1279
2020-11-12,60026,442
2020-11-12,60029,28
2020-11-12,60030,961
2020-11-12,60031,1315
2020-11-12,60033,767
2020-11-12,60034,60
2020-11-12,60035,775
2020-11-12,60040,349
2020-11-12,60041,276
2020-11-12,60042,240
2020-11-12,60043,78
2020-11-12,60044,328
2020-11-12,60045,459
