report_date,zip,cases
2020-11-02,62538,13
2020-11-02,62539,31
2020-11-02,62540,30
2020-11-02,62543,13
2020-11-02,62544,44
2020-11-02,62545,19
2020-11-02,62546,36
2020-11-02,62547,11
2020-11-02,62548,39
2020-11-02,62549,274
2020-11-02,62550,119
2020-11-02,62551,24
2020-11-02,62553,13
2020-11-02,62554,45
2020-11-02,62555,9
2020-11-02,62556,8
2020-11-02,62557,178
2020-11-02,62558,71
2020-11-02,62560,72
2020-11-02,62561,119
2020-11-02,62563,161
2020-11-02,62565,295
2020-11-02,62567,17
2020-11-02,62568,554
2020-11-02,62570,6
2020-11-02,62571,32
2020-11-02,62573,42
2020-11-02,62601,9
2020-11-02,62610,7
2020-11-02,62611,15
2020-11-02,62612,27
2020-11-02,62613,47
2020-11-02,62615,124
2020-11-02,62617,18
2020-11-02,62618,307
2020-11-02,62621,22
2020-11-02,62624,7
2020-11-02,62625,28
2020-11-02,62626,148
2020-11-02,62627,39
2020-11-02,62628,13
2020-11-02,62629,327
2020-11-02,62630,9
2020-11-02,62633,25
2020-11-02,62634,9
2020-11-02,62635,22
2020-11-02,62638,20
2020-11-02,62640,39
2020-11-02,62642,22
2020-11-02,62643,11
2020-11-02,62644,127
2020-11-02,62650,898
2020-11-02,62655,14
2020-11-02,62656,512
2020-11-02,62661,14
2020-11-02,62664,125
2020-11-02,62665,14
2020-11-02,62666,12
2020-11-02,62668,21
2020-11-02,62670,68
2020-11-02,62671,12
2020-11-02,62673,7
2020-11-02,62674,17
2020-11-02,62675,105
2020-11-02,62677,50
2020-11-02,62681,77
2020-11-02,62682,17
2020-11-02,62684,204
2020-11-02,62685,34
2020-11-02,62688,11
2020-11-02,62689,13
2020-11-02,62690,53
2020-11-02,62691,96
2020-11-02,62692,25
2020-11-02,62693,28
2020-11-02,62694,78
2020-11-02,62695,22
2020-11-02,62701,25
2020-11-02,62702,754
2020-11-02,62703,719
2020-11-02,62704,863
2020-11-02,62707,238
2020-11-02,62708,8
2020-11-02,62711,473
2020-11-02,62712,282
2020-11-02,62801,708
2020-11-02,62803,16
2020-11-02,62806,65
2020-11-02,62807,21
2020-11-02,62808,22
2020-11-02,62810,30
2020-11-02,62812,333
2020-11-02,62814,39
2020-11-02,62816,18
2020-11-02,62817,7
2020-11-02,62819,9
2020-11-02,62821,181
2020-11-02,62822,54
2020-11-02,62823,41
2020-11-02,62824,26
2020-11-02,62827,20
2020-11-02,62828,36
2020-11-02,62830,26
2020-11-02,62832,201
2020-11-02,62833,6
2020-11-02,62835,20
2020-11-02,62836,18
2020-11-02,62837,340
2020-11-02,62838,66
2020-11-02,62839,185
2020-11-02,62841,9
2020-11-02,62842,21
2020-11-02,62844,47
2020-11-02,62846,33
2020-11-02,62848,23
2020-11-02,62849,51
2020-11-02,62851,14
2020-11-02,62853,28
2020-11-02,62854,58
2020-11-02,62858,94
2020-11-02,62859,93
2020-11-02,62860,17
2020-11-02,62863,234
2020-11-02,62864,719
2020-11-02,62865,77
2020-11-02,62867,7
2020-11-02,62868,26
2020-11-02,62869,47
2020-11-02,62870,135
2020-11-02,62871,10
2020-11-02,62872,34
2020-11-02,62874,16
2020-11-02,62875,69
2020-11-02,62877,9
2020-11-02,62878,8
2020-11-02,62880,23
2020-11-02,62881,294
2020-11-02,62882,94
2020-11-02,62883,11
2020-11-02,62884,70
2020-11-02,62885,19
2020-11-02,62886,10
2020-11-02,62888,46
2020-11-02,62889,11
2020-11-02,62890,69
2020-11-02,62891,18
2020-11-02,62892,12
2020-11-02,62893,26
2020-11-02,62894,29
2020-11-02,62895,71
2020-11-02,62896,362
2020-11-02,62897,16
2020-11-02,62898,55
2020-11-02,62899,29
2020-11-02,62901,870
2020-11-02,62902,88
2020-11-02,62903,65
2020-11-02,62905,21
2020-11-02,62906,465
2020-11-02,62907,72
2020-11-02,62908,18
2020-11-02,62910,32
2020-11-02,62912,40
2020-11-02,62914,68
2020-11-02,62915,24
2020-11-02,62916,27
2020-11-02,62917,82
2020-11-02,62918,354
2020-11-02,62919,20
2020-11-02,62920,131
2020-11-02,62921,6
2020-11-02,62922,78
2020-11-02,62923,16
2020-11-02,62924,72
2020-11-02,62926,64
2020-11-02,62930,137
2020-11-02,62931,21
2020-11-02,62932,21
2020-11-02,62933,51
2020-11-02,62934,33
2020-11-02,62935,60
2020-11-02,62938,31
2020-11-02,62939,98
2020-11-02,62940,12
2020-11-02,62941,14
2020-11-02,62942,9
2020-11-02,62943,12
2020-11-02,62946,348
2020-11-02,62948,469
2020-11-02,62949,11
2020-11-02,62950,9
2020-11-02,62951,139
2020-11-02,62952,109
2020-11-02,62954,9
2020-11-02,62956,20
2020-11-02,62957,16
2020-11-02,62958,30
2020-11-02,62959,795
2020-11-02,62960,128
2020-11-02,62963,15
2020-11-02,62964,44
2020-11-02,62966,438
2020-11-02,62967,11
2020-11-02,62969,10
2020-11-02,62970,17
2020-11-02,62972,35
2020-11-02,62974,39
2020-11-02,62976,12
2020-11-02,62977,20
2020-11-02,62979,16
2020-11-02,62982,16
2020-11-02,62983,39
2020-11-02,62984,48
2020-11-02,62985,25
2020-11-02,62987,21
2020-11-02,62988,32
2020-11-02,62990,27
2020-11-02,62992,118
2020-11-02,62994,15
2020-11-02,62995,187
2020-11-02,62996,15
2020-11-02,62997,21
2020-11-02,62998,6
2020-11-02,62999,30
2020-11-03,60002,429
2020-11-03,60004,1064
2020-11-03,60005,712
2020-11-03,60007,928
2020-11-03,60008,882
2020-11-03,60009,7
2020-11-03,60010,853
2020-11-03,60012,228
2020-11-03,60013,480
2020-11-03,60014,1153
2020-11-03,60015,624
2020-11-03,60016,2157
2020-11-03,60018,1275
2020-11-03,60020,225
2020-11-03,60021,79
2020-11-03,60022,120
2020-11-03,60025,1041
2020-11-03,60026,358
2020-11-03,60029,26
2020-11-03,60030,719
2020-11-03,60031,1022
2020-11-03,60033,622
2020-11-03,60034,39
2020-11-03,60035,635
2020-11-03,60040,315
2020-11-03,60041,209
2020-11-03,60042,164
2020-11-03,60043,56
2020-11-03,60044,247
2020-11-03,60045,339
2020-11-03,60046,813
2020-11-03,60047,1058
2020-11-03,60048,534
2020-11-03,60050,699
2020-11-03,60051,482
2020-11-03,60053,712
2020-11-03,60056,1510
2020-11-03,60060,1060
2020-11-03,60061,519
2020-11-03,60062,903
2020-11-03,60064,1519
2020-11-03,60067,1057
2020-11-03,60068,937
2020-11-03,60069,210
2020-11-03,60070,551
2020-11-03,60071,88
2020-11-03,60072,13
2020-11-03,60073,2592
2020-11-03,60074,1215
2020-11-03,60076,1076
2020-11-03,60077,822
2020-11-03,60079,16
2020-11-03,60081,209
2020-11-03,60083,301
2020-11-03,60084,376
2020-11-03,60085,4342
2020-11-03,60087,1459
2020-11-03,60088,593
2020-11-03,60089,782
2020-11-03,60090,1513
2020-11-03,60091,476
2020-11-03,60093,441
2020-11-03,60096,175
2020-11-03,60097,229
2020-11-03,60098,1037
2020-11-03,60099,1343
2020-11-03,60101,1866
2020-11-03,60102,846
2020-11-03,60103,1235
2020-11-03,60104,842
2020-11-03,60106,999
2020-11-03,60107,1612
2020-11-03,60108,839
2020-11-03,60109,24
2020-11-03,60110,1685
2020-11-03,60111,7
2020-11-03,60112,144
2020-11-03,60113,10
2020-11-03,60115,1418
2020-11-03,60118,398
2020-11-03,60119,246
2020-11-03,60120,2637
2020-11-03,60121,9
2020-11-03,60123,2000
2020-11-03,60124,648
2020-11-03,60126,1347
2020-11-03,60129,9
2020-11-03,60130,409
2020-11-03,60131,870
2020-11-03,60133,1730
2020-11-03,60134,784
2020-11-03,60135,204
2020-11-03,60136,250
2020-11-03,60137,957
2020-11-03,60139,1421
2020-11-03,60140,486
2020-11-03,60141,34
2020-11-03,60142,656
2020-11-03,60143,457
2020-11-03,60145,61
2020-11-03,60146,87
2020-11-03,60148,1299
2020-11-03,60150,31
2020-11-03,60151,81
2020-11-03,60152,306
2020-11-03,60153,960
2020-11-03,60154,534
2020-11-03,60155,338
2020-11-03,60156,738
2020-11-03,60157,63
2020-11-03,60159,8
2020-11-03,60160,1500
2020-11-03,60161,7
2020-11-03,60162,338
2020-11-03,60163,254
2020-11-03,60164,1159
2020-11-03,60165,305
2020-11-03,60168,8
2020-11-03,60169,969
2020-11-03,60171,365
2020-11-03,60172,762
2020-11-03,60173,314
2020-11-03,60174,936
2020-11-03,60175,782
2020-11-03,60176,509
2020-11-03,60177,925
2020-11-03,60178,500
2020-11-03,60180,24
2020-11-03,60181,898
2020-11-03,60184,85
2020-11-03,60185,1621
2020-11-03,60187,577
2020-11-03,60188,1396
2020-11-03,60189,635
2020-11-03,60190,268
2020-11-03,60191,565
2020-11-03,60192,292
2020-11-03,60193,938
2020-11-03,60194,464
2020-11-03,60195,81
2020-11-03,60201,768
2020-11-03,60202,760
2020-11-03,60203,91
2020-11-03,60204,8
2020-11-03,60208,15
2020-11-03,60301,78
2020-11-03,60302,668
2020-11-03,60303,7
2020-11-03,60304,296
2020-11-03,60305,247
2020-11-03,60401,254
2020-11-03,60402,3546
2020-11-03,60403,595
2020-11-03,60404,476
2020-11-03,60406,1233
2020-11-03,60407,30
2020-11-03,60408,155
2020-11-03,60409,1416
2020-11-03,60410,328
2020-11-03,60411,2250
2020-11-03,60415,531
2020-11-03,60416,221
2020-11-03,60417,511
2020-11-03,60418,337
2020-11-03,60419,829
2020-11-03,60420,90
2020-11-03,60421,58
2020-11-03,60422,280
2020-11-03,60423,1019
2020-11-03,60424,41
2020-11-03,60425,368
2020-11-03,60426,1023
2020-11-03,60428,456
2020-11-03,60429,518
2020-11-03,60430,595
2020-11-03,60431,826
2020-11-03,60432,958
2020-11-03,60433,742
2020-11-03,60434,313
2020-11-03,60435,1852
2020-11-03,60436,721
2020-11-03,60438,1185
2020-11-03,60439,692
2020-11-03,60440,1910
2020-11-03,60441,941
2020-11-03,60442,259
2020-11-03,60443,870
2020-11-03,60444,24
2020-11-03,60445,637
2020-11-03,60446,1443
2020-11-03,60447,286
2020-11-03,60448,590
2020-11-03,60449,245
2020-11-03,60450,513
2020-11-03,60451,853
2020-11-03,60452,883
2020-11-03,60453,2266
2020-11-03,60454,9
2020-11-03,60455,817
2020-11-03,60456,129
2020-11-03,60457,461
2020-11-03,60458,493
2020-11-03,60459,1304
2020-11-03,60460,22
2020-11-03,60461,143
2020-11-03,60462,1363
2020-11-03,60463,579
2020-11-03,60464,281
2020-11-03,60465,742
2020-11-03,60466,904
2020-11-03,60467,789
2020-11-03,60468,165
2020-11-03,60469,292
2020-11-03,60470,11
2020-11-03,60471,460
2020-11-03,60472,147
2020-11-03,60473,948
2020-11-03,60474,16
2020-11-03,60475,299
2020-11-03,60476,101
2020-11-03,60477,1101
2020-11-03,60478,649
2020-11-03,60479,7
2020-11-03,60480,162
2020-11-03,60481,285
2020-11-03,60482,312
2020-11-03,60484,253
2020-11-03,60487,778
2020-11-03,60490,496
2020-11-03,60491,712
2020-11-03,60501,659
2020-11-03,60502,485
2020-11-03,60503,315
2020-11-03,60504,1035
2020-11-03,60505,3483
2020-11-03,60506,2373
2020-11-03,60507,13
2020-11-03,60510,685
2020-11-03,60511,19
2020-11-03,60512,22
2020-11-03,60513,556
2020-11-03,60514,238
2020-11-03,60515,532
2020-11-03,60516,557
2020-11-03,60517,835
2020-11-03,60518,44
2020-11-03,60520,55
2020-11-03,60521,504
2020-11-03,60523,289
2020-11-03,60525,993
2020-11-03,60526,314
2020-11-03,60527,877
2020-11-03,60530,9
2020-11-03,60531,36
2020-11-03,60532,509
2020-11-03,60534,476
2020-11-03,60537,15
2020-11-03,60538,914
2020-11-03,60539,20
2020-11-03,60540,693
2020-11-03,60541,48
2020-11-03,60542,542
2020-11-03,60543,919
2020-11-03,60544,766
2020-11-03,60545,436
2020-11-03,60546,466
2020-11-03,60548,384
2020-11-03,60549,9
2020-11-03,60550,23
2020-11-03,60551,99
2020-11-03,60552,73
2020-11-03,60553,14
2020-11-03,60554,264
2020-11-03,60555,399
2020-11-03,60556,26
2020-11-03,60558,341
2020-11-03,60559,741
2020-11-03,60560,595
2020-11-03,60561,484
2020-11-03,60563,809
2020-11-03,60564,836
2020-11-03,60565,682
2020-11-03,60567,6
2020-11-03,60585,562
2020-11-03,60586,1472
2020-11-03,60598,7
2020-11-03,60601,320
2020-11-03,60602,35
2020-11-03,60603,18
2020-11-03,60604,43
2020-11-03,60605,613
2020-11-03,60606,107
2020-11-03,60607,1043
2020-11-03,60608,3474
2020-11-03,60609,3249
2020-11-03,60610,1043
2020-11-03,60611,749
2020-11-03,60612,1287
2020-11-03,60613,1254
2020-11-03,60614,1785
2020-11-03,60615,832
2020-11-03,60616,1227
2020-11-03,60617,2996
2020-11-03,60618,3101
2020-11-03,60619,1774
2020-11-03,60620,2133
2020-11-03,60621,929
2020-11-03,60622,1728
2020-11-03,60623,5519
2020-11-03,60624,1455
2020-11-03,60625,2880
2020-11-03,60626,1771
2020-11-03,60628,2139
2020-11-03,60629,7298
2020-11-03,60630,1931
2020-11-03,60631,975
2020-11-03,60632,6165
2020-11-03,60633,787
2020-11-03,60634,3591
2020-11-03,60636,1347
2020-11-03,60637,1197
2020-11-03,60638,3095
2020-11-03,60639,6122
2020-11-03,60640,1676
2020-11-03,60641,3445
2020-11-03,60642,624
2020-11-03,60643,1672
2020-11-03,60644,1919
2020-11-03,60645,1833
2020-11-03,60646,839
2020-11-03,60647,3217
2020-11-03,60649,1401
2020-11-03,60650,13
2020-11-03,60651,3180
2020-11-03,60652,2260
2020-11-03,60653,1001
2020-11-03,60654,614
2020-11-03,60655,1090
2020-11-03,60656,974
2020-11-03,60657,1569
2020-11-03,60659,1489
2020-11-03,60660,1009
2020-11-03,60661,268
2020-11-03,60680,19
2020-11-03,60706,1027
2020-11-03,60707,1902
2020-11-03,60712,491
2020-11-03,60714,1469
2020-11-03,60803,809
2020-11-03,60804,6137
2020-11-03,60805,675
2020-11-03,60827,715
2020-11-03,60901,1709
2020-11-03,60910,7
2020-11-03,60911,42
2020-11-03,60912,14
2020-11-03,60913,27
2020-11-03,60914,952
2020-11-03,60915,301
2020-11-03,60917,14
2020-11-03,60918,9
2020-11-03,60919,13
2020-11-03,60921,24
2020-11-03,60922,71
2020-11-03,60924,51
2020-11-03,60927,89
2020-11-03,60928,22
2020-11-03,60929,7
2020-11-03,60930,22
2020-11-03,60931,18
2020-11-03,60935,38
2020-11-03,60936,44
2020-11-03,60938,91
2020-11-03,60940,92
2020-11-03,60941,45
2020-11-03,60942,139
2020-11-03,60944,6
2020-11-03,60946,7
2020-11-03,60948,20
2020-11-03,60949,12
2020-11-03,60950,403
2020-11-03,60951,10
2020-11-03,60952,6
2020-11-03,60953,37
2020-11-03,60954,158
2020-11-03,60955,42
2020-11-03,60957,85
2020-11-03,60958,65
2020-11-03,60959,61
2020-11-03,60960,18
2020-11-03,60961,11
2020-11-03,60962,9
2020-11-03,60963,29
2020-11-03,60964,118
2020-11-03,60966,16
2020-11-03,60970,84
2020-11-03,60973,10
2020-11-03,61001,28
2020-11-03,61006,44
2020-11-03,61007,9
2020-11-03,61008,1588
2020-11-03,61010,261
2020-11-03,61011,84
2020-11-03,61012,67
2020-11-03,61013,19
2020-11-03,61014,20
2020-11-03,61015,18
2020-11-03,61016,219
2020-11-03,61018,27
2020-11-03,61019,65
2020-11-03,61020,88
2020-11-03,61021,630
2020-11-03,61024,45
2020-11-03,61025,100
2020-11-03,61028,32
2020-11-03,61030,47
2020-11-03,61031,21
2020-11-03,61032,939
2020-11-03,61036,163
2020-11-03,61037,6
2020-11-03,61038,30
2020-11-03,61039,26
2020-11-03,61041,33
2020-11-03,61042,19
2020-11-03,61044,9
2020-11-03,61046,76
2020-11-03,61047,30
2020-11-03,61048,101
2020-11-03,61050,7
2020-11-03,61051,38
2020-11-03,61052,22
2020-11-03,61053,94
2020-11-03,61054,70
2020-11-03,61059,12
2020-11-03,61060,32
2020-11-03,61061,122
2020-11-03,61062,77
2020-11-03,61063,115
2020-11-03,61064,70
2020-11-03,61065,367
2020-11-03,61067,14
2020-11-03,61068,665
2020-11-03,61070,29
2020-11-03,61071,453
2020-11-03,61072,437
2020-11-03,61073,749
2020-11-03,61074,153
2020-11-03,61075,22
2020-11-03,61078,18
2020-11-03,61080,407
2020-11-03,61081,691
2020-11-03,61084,75
2020-11-03,61085,139
2020-11-03,61087,57
2020-11-03,61088,198
2020-11-03,61089,15
2020-11-03,61101,789
2020-11-03,61102,853
2020-11-03,61103,968
2020-11-03,61104,816
2020-11-03,61105,7
2020-11-03,61107,1320
2020-11-03,61108,1477
2020-11-03,61109,1172
2020-11-03,61111,917
2020-11-03,61114,639
2020-11-03,61115,871
2020-11-03,61201,1154
2020-11-03,61204,7
2020-11-03,61230,29
2020-11-03,61231,129
2020-11-03,61232,44
2020-11-03,61233,18
2020-11-03,61234,18
2020-11-03,61235,20
2020-11-03,61238,81
2020-11-03,61239,28
2020-11-03,61240,144
2020-11-03,61241,168
2020-11-03,61242,17
2020-11-03,61244,1039
2020-11-03,61250,82
2020-11-03,61251,8
2020-11-03,61252,194
2020-11-03,61254,164
2020-11-03,61256,38
2020-11-03,61257,18
2020-11-03,61259,24
2020-11-03,61260,15
2020-11-03,61261,17
2020-11-03,61262,11
2020-11-03,61263,11
2020-11-03,61264,249
2020-11-03,61265,1434
2020-11-03,61270,259
2020-11-03,61272,36
2020-11-03,61273,60
2020-11-03,61275,94
2020-11-03,61277,105
2020-11-03,61278,6
2020-11-03,61279,25
2020-11-03,61281,64
2020-11-03,61282,281
2020-11-03,61283,17
2020-11-03,61284,72
2020-11-03,61285,163
2020-11-03,61301,293
2020-11-03,61310,104
2020-11-03,61311,6
2020-11-03,61312,17
2020-11-03,61314,12
2020-11-03,61315,12
2020-11-03,61316,10
2020-11-03,61317,12
2020-11-03,61318,12
2020-11-03,61319,26
2020-11-03,61320,9
2020-11-03,61322,127
2020-11-03,61325,34
2020-11-03,61326,55
2020-11-03,61327,22
2020-11-03,61329,36
2020-11-03,61330,37
2020-11-03,61333,17
2020-11-03,61334,14
2020-11-03,61335,13
2020-11-03,61336,10
2020-11-03,61337,13
2020-11-03,61338,7
2020-11-03,61340,6
2020-11-03,61341,207
2020-11-03,61342,388
2020-11-03,61345,14
2020-11-03,61348,119
2020-11-03,61349,26
2020-11-03,61350,547
2020-11-03,61353,23
2020-11-03,61354,328
2020-11-03,61356,326
2020-11-03,61359,7
2020-11-03,61360,61
2020-11-03,61361,34
2020-11-03,61362,212
2020-11-03,61363,8
2020-11-03,61364,550
2020-11-03,61367,35
2020-11-03,61368,37
2020-11-03,61369,23
2020-11-03,61370,18
2020-11-03,61372,6
2020-11-03,61373,53
2020-11-03,61375,15
2020-11-03,61376,49
2020-11-03,61377,25
2020-11-03,61378,9
2020-11-03,61379,46
2020-11-03,61401,1067
2020-11-03,61410,70
2020-11-03,61411,6
2020-11-03,61412,36
2020-11-03,61413,22
2020-11-03,61414,15
2020-11-03,61415,24
2020-11-03,61417,7
2020-11-03,61418,11
2020-11-03,61420,23
2020-11-03,61421,29
2020-11-03,61422,100
2020-11-03,61423,23
2020-11-03,61425,7
2020-11-03,61427,43
2020-11-03,61428,38
2020-11-03,61430,16
2020-11-03,61431,12
2020-11-03,61432,19
2020-11-03,61434,35
2020-11-03,61436,15
2020-11-03,61437,12
2020-11-03,61438,13
2020-11-03,61439,8
2020-11-03,61440,6
2020-11-03,61441,34
2020-11-03,61442,23
2020-11-03,61443,243
2020-11-03,61447,23
2020-11-03,61448,132
2020-11-03,61450,33
2020-11-03,61451,9
2020-11-03,61453,12
2020-11-03,61454,21
2020-11-03,61455,637
2020-11-03,61458,15
2020-11-03,61460,6
2020-11-03,61462,426
2020-11-03,61465,15
2020-11-03,61466,9
2020-11-03,61467,29
2020-11-03,61469,44
2020-11-03,61472,16
2020-11-03,61473,40
2020-11-03,61476,10
2020-11-03,61477,11
2020-11-03,61478,11
2020-11-03,61480,26
2020-11-03,61482,9
2020-11-03,61483,27
2020-11-03,61484,19
2020-11-03,61485,9
2020-11-03,61486,28
2020-11-03,61488,28
2020-11-03,61489,16
2020-11-03,61490,18
2020-11-03,61491,42
2020-11-03,61501,19
2020-11-03,61516,8
2020-11-03,61517,71
2020-11-03,61519,6
2020-11-03,61520,322
2020-11-03,61523,318
2020-11-03,61525,321
2020-11-03,61526,16
2020-11-03,61528,72
2020-11-03,61529,50
2020-11-03,61530,124
2020-11-03,61531,58
2020-11-03,61532,7
2020-11-03,61533,49
2020-11-03,61534,27
2020-11-03,61535,37
2020-11-03,61536,68
2020-11-03,61537,64
2020-11-03,61540,24
2020-11-03,61542,95
2020-11-03,61544,9
2020-11-03,61545,15
2020-11-03,61546,43
2020-11-03,61547,85
2020-11-03,61548,307
2020-11-03,61550,518
2020-11-03,61554,1054
2020-11-03,61559,50
2020-11-03,61560,6
2020-11-03,61561,26
2020-11-03,61563,6
2020-11-03,61564,22
2020-11-03,61565,16
2020-11-03,61567,11
2020-11-03,61568,125
2020-11-03,61569,17
2020-11-03,61570,14
2020-11-03,61571,538
2020-11-03,61572,16
2020-11-03,61602,47
2020-11-03,61603,494
2020-11-03,61604,865
2020-11-03,61605,400
2020-11-03,61606,285
2020-11-03,61607,272
2020-11-03,61610,107
2020-11-03,61611,572
2020-11-03,61614,811
2020-11-03,61615,625
2020-11-03,61616,167
2020-11-03,61625,56
2020-11-03,61701,804
2020-11-03,61704,777
2020-11-03,61705,281
2020-11-03,61723,31
2020-11-03,61724,9
2020-11-03,61725,24
2020-11-03,61726,42
2020-11-03,61727,216
2020-11-03,61728,6
2020-11-03,61729,38
2020-11-03,61732,40
2020-11-03,61733,13
2020-11-03,61734,52
2020-11-03,61735,10
2020-11-03,61736,27
2020-11-03,61737,7
2020-11-03,61738,111
2020-11-03,61739,103
2020-11-03,61740,36
2020-11-03,61741,41
2020-11-03,61742,18
2020-11-03,61743,6
2020-11-03,61744,31
2020-11-03,61745,83
2020-11-03,61747,14
2020-11-03,61748,50
2020-11-03,61749,8
2020-11-03,61752,70
2020-11-03,61753,36
2020-11-03,61754,12
2020-11-03,61755,78
2020-11-03,61756,45
2020-11-03,61759,28
2020-11-03,61760,39
2020-11-03,61761,2176
2020-11-03,61764,281
2020-11-03,61769,6
2020-11-03,61770,14
2020-11-03,61771,14
2020-11-03,61774,17
2020-11-03,61775,6
2020-11-03,61776,18
2020-11-03,61777,27
2020-11-03,61790,40
2020-11-03,61801,640
2020-11-03,61802,486
2020-11-03,61811,8
2020-11-03,61812,8
2020-11-03,61813,27
2020-11-03,61814,28
2020-11-03,61816,16
2020-11-03,61817,108
2020-11-03,61818,45
2020-11-03,61820,2845
2020-11-03,61821,738
2020-11-03,61822,557
2020-11-03,61830,8
2020-11-03,61832,976
2020-11-03,61833,58
2020-11-03,61834,219
2020-11-03,61839,6
2020-11-03,61840,7
2020-11-03,61841,33
2020-11-03,61842,32
2020-11-03,61843,67
2020-11-03,61844,19
2020-11-03,61845,10
2020-11-03,61846,94
2020-11-03,61847,29
2020-11-03,61849,25
2020-11-03,61850,6
2020-11-03,61851,6
2020-11-03,61853,279
2020-11-03,61854,24
2020-11-03,61856,138
2020-11-03,61858,76
2020-11-03,61859,19
2020-11-03,61862,15
2020-11-03,61863,22
2020-11-03,61864,43
2020-11-03,61865,41
2020-11-03,61866,582
2020-11-03,61870,16
2020-11-03,61871,10
2020-11-03,61872,10
2020-11-03,61873,159
2020-11-03,61874,183
2020-11-03,61875,13
2020-11-03,61876,21
2020-11-03,61877,38
2020-11-03,61878,32
2020-11-03,61880,108
2020-11-03,61882,11
2020-11-03,61883,119
2020-11-03,61884,19
2020-11-03,61910,372
2020-11-03,61911,144
2020-11-03,61912,38
2020-11-03,61913,44
2020-11-03,61914,53
2020-11-03,61919,15
2020-11-03,61920,1049
2020-11-03,61924,14
2020-11-03,61925,36
2020-11-03,61928,26
2020-11-03,61929,12
2020-11-03,61930,19
2020-11-03,61931,42
2020-11-03,61933,16
2020-11-03,61936,6
2020-11-03,61937,33
2020-11-03,61938,961
2020-11-03,61942,22
2020-11-03,61943,43
2020-11-03,61944,145
2020-11-03,61951,319
2020-11-03,61953,234
2020-11-03,61956,80
2020-11-03,61957,53
2020-11-03,62001,39
2020-11-03,62002,1088
2020-11-03,62009,29
2020-11-03,62010,327
2020-11-03,62012,169
2020-11-03,62013,9
2020-11-03,62014,71
2020-11-03,62015,18
2020-11-03,62016,41
2020-11-03,62017,36
2020-11-03,62018,81
2020-11-03,62019,8
2020-11-03,62021,19
2020-11-03,62022,30
2020-11-03,62024,228
2020-11-03,62025,1019
2020-11-03,62026,8
2020-11-03,62027,6
2020-11-03,62028,10
2020-11-03,62031,11
2020-11-03,62032,21
2020-11-03,62033,142
2020-11-03,62034,421
2020-11-03,62035,621
2020-11-03,62036,13
2020-11-03,62037,54
2020-11-03,62040,1206
2020-11-03,62044,37
2020-11-03,62045,11
2020-11-03,62046,25
2020-11-03,62047,29
2020-11-03,62048,38
2020-11-03,62049,225
2020-11-03,62050,9
2020-11-03,62051,17
2020-11-03,62052,316
2020-11-03,62053,13
2020-11-03,62054,16
2020-11-03,62056,189
2020-11-03,62058,6
2020-11-03,62059,20
2020-11-03,62060,151
2020-11-03,62061,52
2020-11-03,62062,193
2020-11-03,62063,14
2020-11-03,62067,69
2020-11-03,62069,51
2020-11-03,62074,24
2020-11-03,62075,90
2020-11-03,62080,69
2020-11-03,62081,7
2020-11-03,62082,78
2020-11-03,62084,45
2020-11-03,62086,31
2020-11-03,62087,33
2020-11-03,62088,162
2020-11-03,62089,11
2020-11-03,62090,39
2020-11-03,62091,8
2020-11-03,62092,167
2020-11-03,62093,8
2020-11-03,62094,26
2020-11-03,62095,261
2020-11-03,62097,70
2020-11-03,62201,301
2020-11-03,62202,6
2020-11-03,62203,294
2020-11-03,62204,177
2020-11-03,62205,261
2020-11-03,62206,550
2020-11-03,62207,291
2020-11-03,62208,560
2020-11-03,62214,33
2020-11-03,62215,82
2020-11-03,62216,213
2020-11-03,62217,32
2020-11-03,62218,101
2020-11-03,62219,46
2020-11-03,62220,709
2020-11-03,62221,882
2020-11-03,62223,590
2020-11-03,62225,42
2020-11-03,62226,1023
2020-11-03,62230,418
2020-11-03,62231,360
2020-11-03,62232,257
2020-11-03,62233,459
2020-11-03,62234,980
2020-11-03,62236,422
2020-11-03,62237,91
2020-11-03,62238,18
2020-11-03,62239,145
2020-11-03,62240,50
2020-11-03,62241,35
2020-11-03,62242,45
2020-11-03,62243,154
2020-11-03,62244,16
2020-11-03,62245,95
2020-11-03,62246,353
2020-11-03,62248,10
2020-11-03,62249,577
2020-11-03,62250,17
2020-11-03,62253,17
2020-11-03,62254,312
2020-11-03,62255,21
2020-11-03,62257,63
2020-11-03,62258,272
2020-11-03,62259,17
2020-11-03,62260,190
2020-11-03,62261,7
2020-11-03,62262,58
2020-11-03,62263,157
2020-11-03,62264,118
2020-11-03,62265,182
2020-11-03,62266,6
2020-11-03,62268,18
2020-11-03,62269,767
2020-11-03,62271,54
2020-11-03,62272,95
2020-11-03,62273,7
2020-11-03,62274,192
2020-11-03,62275,124
2020-11-03,62277,37
2020-11-03,62278,275
2020-11-03,62280,8
2020-11-03,62281,92
2020-11-03,62282,19
2020-11-03,62284,16
2020-11-03,62285,166
2020-11-03,62286,233
2020-11-03,62288,171
2020-11-03,62289,10
2020-11-03,62292,11
2020-11-03,62293,178
2020-11-03,62294,383
2020-11-03,62295,47
2020-11-03,62297,9
2020-11-03,62298,573
2020-11-03,62301,1127
2020-11-03,62305,717
2020-11-03,62311,26
2020-11-03,62312,84
2020-11-03,62313,6
2020-11-03,62314,17
2020-11-03,62316,25
2020-11-03,62320,65
2020-11-03,62321,77
2020-11-03,62324,27
2020-11-03,62325,17
