report_date,zip,state,cases,new_cases,case_rate
2020-10-31,62087,Illinois,33,0,15.193370165745856
2020-10-31,62088,Illinois,161,0,24.509057695235196
2020-10-31,62090,Illinois,37,0,28.615622583139984
2020-10-31,62091,Illinois,8,0,21.052631578947366
2020-10-31,62092,Illinois,162,0,55.25238744884038
2020-10-31,62093,Illinois,8,0,16.771488469601678
2020-10-31,62095,Illinois,252,3,24.10329985652798
2020-10-31,62097,Illinois,64,1,20.887728459530027
2020-10-31,62201,Illinois,294,2,38.83751651254954
2020-10-31,62203,Illinois,290,2,35.0919651500484
2020-10-31,62204,Illinois,175,0,22.001508674880565
2020-10-31,62205,Illinois,252,3,31.47246159610341
2020-10-31,62206,Illinois,546,3,36.10872296805767
2020-10-31,62207,Illinois,284,3,31.863570066195447
2020-10-31,62208,Illinois,549,7,33.240494066359894
2020-10-31,62214,Illinois,33,1,26.570048309178745
2020-10-31,62215,Illinois,80,1,41.95070791819612
2020-10-31,62216,Illinois,205,7,74.76294675419402
2020-10-31,62217,Illinois,30,0,40.106951871657756
2020-10-31,62218,Illinois,101,0,55.49450549450549
2020-10-31,62219,Illinois,44,0,46.12159329140461
2020-10-31,62220,Illinois,696,1,38.028630750737626
2020-10-31,62221,Illinois,860,10,28.715482987745833
2020-10-31,62223,Illinois,578,3,35.440554295174444
2020-10-31,62225,Illinois,41,1,7.995319812792511
2020-10-31,62226,Illinois,993,14,34.64034047303426
2020-10-31,62230,Illinois,399,4,63.54515050167224
2020-10-31,62231,Illinois,354,2,47.60623991393222
2020-10-31,62232,Illinois,254,3,37.88217747949292
2020-10-31,62234,Illinois,945,9,29.143280083883305
2020-10-31,62236,Illinois,389,14,28.276513774805554
2020-10-31,62239,Illinois,140,0,29.692470837751856
2020-10-31,62240,Illinois,48,1,27.793862188766646
2020-10-31,62243,Illinois,144,4,24.849007765314926
2020-10-31,62244,Illinois,16,1,17.837235228539576
2020-10-31,62245,Illinois,88,0,52.009456264775416
2020-10-31,62246,Illinois,335,4,33.78378378378378
2020-10-31,62248,Illinois,10,0,25.57544757033248
2020-10-31,62249,Illinois,537,15,34.629522151286515
2020-10-31,62250,Illinois,15,1,32.53796095444685
2020-10-31,62253,Illinois,17,0,29.159519725557463
2020-10-31,62254,Illinois,307,4,48.79211697393516
2020-10-31,62255,Illinois,21,0,16.419077404222048
2020-10-31,62257,Illinois,60,1,22.404779686333082
2020-10-31,62258,Illinois,257,6,27.774775748405922
2020-10-31,62260,Illinois,182,6,24.577987846049965
2020-10-31,62262,Illinois,56,2,37.25881570192947
2020-10-31,62264,Illinois,116,0,30.974632843791724
2020-10-31,62265,Illinois,178,1,40.53746299248463
2020-10-31,62266,Illinois,6,0,68.9655172413793
2020-10-31,62269,Illinois,747,6,23.322613881170188
2020-10-31,62271,Illinois,52,1,24.152345564328844
2020-10-31,62273,Illinois,7,0,23.809523809523807
2020-10-31,62275,Illinois,117,1,31.578947368421055
2020-10-31,62277,Illinois,34,2,24.944974321349964
2020-10-31,62278,Illinois,270,14,41.26547455295736
2020-10-31,62281,Illinois,90,1,33.1858407079646
2020-10-31,62282,Illinois,18,0,44.33497536945813
2020-10-31,62284,Illinois,15,0,27.3224043715847
2020-10-31,62285,Illinois,160,4,36.06853020739405
2020-10-31,62286,Illinois,226,3,36.9885433715221
2020-10-31,62289,Illinois,10,0,28.49002849002849
2020-10-31,62293,Illinois,166,1,37.497176417438446
2020-10-31,62294,Illinois,355,2,25.146985903520576
2020-10-31,62295,Illinois,45,1,29.088558500323206
2020-10-31,62298,Illinois,560,16,33.71868978805395
2020-10-31,62355,Illinois,7,0,9.283819628647215
2020-10-31,62366,Illinois,34,0,21.397105097545627
2020-10-31,62560,Illinois,72,2,60.20066889632107
2020-10-31,62626,Illinois,147,10,19.066147859922182
2020-10-31,62630,Illinois,9,0,24.65753424657534
2020-10-31,62638,Illinois,19,0,13.929618768328446
2020-10-31,62640,Illinois,38,0,10.605637733742673
2020-10-31,62674,Illinois,17,1,12.160228898426324
2020-10-31,62685,Illinois,34,0,14.072847682119207
2020-10-31,62690,Illinois,48,1,12.02706088699574
2020-10-31,62801,Illinois,689,12,32.1301995896288
2020-10-31,62803,Illinois,14,0,12.987012987012989
2020-10-31,62875,Illinois,65,0,51.87549880287311
2020-10-31,62882,Illinois,94,2,39.37997486384583
