report_date,zip,geoid,county,state,cases,new_cases,case_avg,case_rate,case_avg_rate
2020-07-29,63386,29183,St. Charles,Missouri,5,0,NaN,12.755102040816327,NaN
2020-07-30,63301,29183,St. Charles,Missouri,580,22,14.5,11.445485939812531,2.861371484953133
2020-07-30,63303,29183,St. Charles,Missouri,461,14,13,9.623011731307143,2.7136475598046172
2020-07-30,63304,29183,St. Charles,Missouri,341,5,8.714285714285714,8.261459443744549,2.1112234020461558
2020-07-30,63332,29183,St. Charles,Missouri,NaN,NaN,NaN,NaN,NaN
2020-07-30,63341,29183,St. Charles,Missouri,23,0,0.5,6.279006279006279,1.365001365001365
2020-07-30,63348,29183,St. Charles,Missouri,34,0,1.2142857142857142,6.4393939393939394,2.2997835497835495
2020-07-30,63366,29183,St. Charles,Missouri,437,9,13.071428571428571,8.806755204449729,2.6342533547144495
2020-07-30,63367,29183,St. Charles,Missouri,219,5,7.428571428571429,9.039128281327391,3.0661100497653244
2020-07-30,63368,29183,St. Charles,Missouri,343,10,9.357142857142858,7.322957364589338,1.997724728782181
2020-07-30,63373,29183,St. Charles,Missouri,5,0,NaN,8.431703204047217,NaN
2020-07-30,63376,29183,St. Charles,Missouri,617,20,16.928571428571427,8.287663872770256,2.2738786036658376
2020-07-30,63385,29183,St. Charles,Missouri,326,14,12.5,7.471238025393043,2.864738506669111
2020-07-30,63386,29183,St. Charles,Missouri,5,0,NaN,12.755102040816327,NaN
2020-07-31,63301,29183,St. Charles,Missouri,590,10,14.5,11.642821904292058,2.861371484953133
2020-07-31,63303,29183,St. Charles,Missouri,466,5,13.071428571428571,9.727382791299627,2.7285577112321153
2020-07-31,63304,29183,St. Charles,Missouri,351,10,9.214285714285714,8.50373098168427,2.232359171016017
2020-07-31,63332,29183,St. Charles,Missouri,NaN,NaN,NaN,NaN,NaN
2020-07-31,63341,29183,St. Charles,Missouri,23,0,0.5,6.279006279006279,1.365001365001365
2020-07-31,63348,29183,St. Charles,Missouri,34,0,1.1428571428571428,6.4393939393939394,2.1645021645021645
2020-07-31,63366,29183,St. Charles,Missouri,452,15,13.428571428571429,9.109046573023518,2.706227490089162
2020-07-31,63367,29183,St. Charles,Missouri,228,9,7.928571428571429,9.41059930658742,3.2724828415764526
2020-07-31,63368,29183,St. Charles,Missouri,355,12,9.785714285714286,7.579154123700335,2.089223571321823
2020-07-31,63373,29183,St. Charles,Missouri,5,0,NaN,8.431703204047217,NaN
2020-07-31,63376,29183,St. Charles,Missouri,631,14,17.214285714285715,8.47571459273587,2.312256301618004
2020-07-31,63385,29183,St. Charles,Missouri,337,11,12.857142857142858,7.7233350139799235,2.946588178288229
2020-07-31,63386,29183,St. Charles,Missouri,5,0,NaN,12.755102040816327,NaN
2020-08-01,63301,29183,St. Charles,Missouri,599,9,14.571428571428571,11.82042427232363,2.875466910987385
2020-08-01,63303,29183,St. Charles,Missouri,468,2,12.571428571428571,9.769131215296623,2.62418665123963
2020-08-01,63304,29183,St. Charles,Missouri,356,5,8.714285714285714,8.624866750654133,2.1112234020461558
2020-08-01,63332,29183,St. Charles,Missouri,NaN,NaN,NaN,NaN,NaN
2020-08-01,63341,29183,St. Charles,Missouri,23,0,0.42857142857142855,6.279006279006279,1.1700011700011699
2020-08-01,63348,29183,St. Charles,Missouri,34,0,0.9285714285714286,6.4393939393939394,1.7586580086580088
2020-08-01,63366,29183,St. Charles,Missouri,457,5,13.142857142857142,9.209810362548115,2.648648181789392
2020-08-01,63367,29183,St. Charles,Missouri,232,4,7.714285714285714,9.575697540036323,3.1840373593716835
2020-08-01,63368,29183,St. Charles,Missouri,359,4,9.928571428571429,7.664553043404001,2.1197231855017034
2020-08-01,63373,29183,St. Charles,Missouri,5,0,NaN,8.431703204047217,NaN
2020-08-01,63376,29183,St. Charles,Missouri,638,7,16.285714285714285,8.569739952718676,2.1875287832734642
2020-08-01,63385,29183,St. Charles,Missouri,345,8,12,7.906678278406748,2.750148966402347
2020-08-01,63386,29183,St. Charles,Missouri,6,1,NaN,15.306122448979592,NaN
2020-08-02,63301,29183,St. Charles,Missouri,615,16,14.785714285714286,12.136161815490874,2.9177531890901403
2020-08-02,63303,29183,St. Charles,Missouri,480,12,12.928571428571429,10.019621759278587,2.698737408377119
2020-08-02,63304,29183,St. Charles,Missouri,363,7,8.571428571428571,8.794456827211938,2.0766131823404814
2020-08-02,63332,29183,St. Charles,Missouri,NaN,NaN,NaN,NaN,NaN
2020-08-02,63341,29183,St. Charles,Missouri,24,1,0.42857142857142855,6.552006552006552,1.1700011700011699
2020-08-02,63348,29183,St. Charles,Missouri,35,1,0.7142857142857143,6.628787878787879,1.352813852813853
2020-08-02,63366,29183,St. Charles,Missouri,464,7,13.142857142857142,9.350879667882548,2.648648181789392
2020-08-02,63367,29183,St. Charles,Missouri,239,7,7.714285714285714,9.8646194485719,3.1840373593716835
2020-08-02,63368,29183,St. Charles,Missouri,369,10,10.428571428571429,7.8780503426631645,2.2264718351312855
2020-08-02,63373,29183,St. Charles,Missouri,5,0,NaN,8.431703204047217,NaN
2020-08-02,63376,29183,St. Charles,Missouri,647,9,16,8.690629701267998,2.149151085321298
2020-08-02,63385,29183,St. Charles,Missouri,363,18,12.785714285714286,8.3192006233671,2.930218243964405
2020-08-02,63386,29183,St. Charles,Missouri,6,0,NaN,15.306122448979592,NaN
2020-08-03,63301,29183,St. Charles,Missouri,619,4,13.928571428571429,12.215096201282684,2.7486080766791177
2020-08-03,63303,29183,St. Charles,Missouri,481,1,10.928571428571429,10.040495971277085,2.2812531684071784
2020-08-03,63304,29183,St. Charles,Missouri,367,4,8.071428571428571,8.891365442387828,1.95547741337062
2020-08-03,63332,29183,St. Charles,Missouri,NaN,NaN,NaN,NaN,NaN
2020-08-03,63341,29183,St. Charles,Missouri,24,0,0.42857142857142855,6.552006552006552,1.1700011700011699
2020-08-03,63348,29183,St. Charles,Missouri,35,0,0.6428571428571429,6.628787878787879,1.2175324675324677
2020-08-03,63366,29183,St. Charles,Missouri,464,0,10.285714285714286,9.350879667882548,2.0728550987916985
