report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-02-27,29001,Adair,Missouri,4048,159.56482320942882,1441,56.80160826205211,5489,216.36643147148092,483,19.038984587488667
2021-02-27,29003,Andrew,Missouri,2129,121.63629092155631,1444,82.50014283265726,3573,204.13643375421356,789,45.07798663086328
2021-02-27,29005,Atchison,Missouri,1138,217.63243449990438,493,94.28188946261236,1631,311.91432396251673,102,19.506597819850832
2021-02-27,29007,Audrain,Missouri,3734,145.60910934331616,2269,88.48073623459679,6003,234.08984557791297,719,28.037747621275933
2021-02-27,29009,Barry,Missouri,2926,82.3529411764706,1019,28.679988741908247,3945,111.03292991837884,923,25.978046721080776
2021-02-27,29011,Barton,Missouri,1088,92.22683733152496,287,24.328219038738663,1375,116.55505637026363,238,20.174620666271085
2021-02-27,29013,Bates,Missouri,1938,118.92488954344624,649,39.82572410407462,2587,158.75061364752085,221,13.561610211094747
2021-02-27,29015,Benton,Missouri,3855,201.75851782069398,1022,53.48825037944209,4877,255.24676820013607,1166,61.02475532527346
2021-02-27,29017,Bollinger,Missouri,1625,132.9243353783231,745,60.940695296523515,2370,193.86503067484662,395,32.310838445807775
2021-02-27,29019,Boone,Missouri,29622,166.74265835824173,15921,89.61953493084756,45543,256.36219328908925,4898,27.570911506267905
2021-02-27,29021,Buchanan,Missouri,7443,84.13972416911598,3875,43.805109654080944,11318,127.94483382319693,1098,12.41238978069184
2021-02-27,29023,Butler,Missouri,4388,102.86946736684172,2748,64.42235558889722,7136,167.29182295573895,619,14.511440360090022
2021-02-27,29025,Caldwell,Missouri,1216,134.52815576944352,375,41.4868901427149,1591,176.0150459121584,540,59.74112180550946
2021-02-27,29027,Callaway,Missouri,6060,134.99966584241128,3253,72.46764240682572,9313,207.46730824923702,1344,29.94051994920805
2021-02-27,29029,Camden,Missouri,6711,147.60480358949545,2724,59.91290194870893,9435,207.51770553820435,2102,46.23234944793912
