report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-03-07,29001,Adair,Missouri,4864,191.7300642516457,2077,81.87157554495644,6941,273.6016397966021,682,26.8832039102842
2021-03-07,29003,Andrew,Missouri,2455,140.26166942809803,1658,94.72661829400676,4113,234.9882877221048,490,27.995200822716104
2021-03-07,29005,Atchison,Missouri,1205,230.44559189137505,718,137.31114935934212,1923,367.75674125071714,299,57.18110537387646
2021-03-07,29007,Audrain,Missouri,4033,157.2687568242084,2575,100.41335205116208,6608,257.6821088753705,610,23.787240680081112
2021-03-07,29009,Barry,Missouri,4191,117.95665634674921,1382,38.89670700816212,5573,156.85336335491135,1254,35.294117647058826
2021-03-07,29011,Barton,Missouri,1343,113.84250233110113,523,44.333305077562095,1866,158.17580740866322,483,40.94261252860897
2021-03-07,29013,Bates,Missouri,2145,131.62739322533136,902,55.35100638193421,3047,186.9783996072656,445,27.307314678448698
2021-03-07,29015,Benton,Missouri,4182,218.8726644685194,2052,107.39519547809704,6234,326.26785994661645,859,44.957345475480196
2021-03-07,29017,Bollinger,Missouri,1722,140.85889570552146,1172,95.86912065439674,2894,236.7280163599182,467,38.20040899795501
2021-03-07,29019,Boone,Missouri,37460,210.86287158529927,20965,118.0122825089642,58425,328.8751540942635,8733,49.15818092777412
2021-03-07,29021,Buchanan,Missouri,9303,105.16617680307485,4719,53.34614515035044,14022,158.51232195342527,2443,27.617002034817997
2021-03-07,29023,Butler,Missouri,4830,113.23143285821455,2968,69.57989497374344,7798,182.811327831958,640,15.003750937734432
2021-03-07,29025,Caldwell,Missouri,1317,145.70195818121474,555,61.40059741121805,1872,207.1025555924328,220,24.338975550392743
2021-03-07,29027,Callaway,Missouri,6978,155.45011027200428,4116,91.69284234444964,11094,247.14295261645393,1547,34.46278598320301
2021-03-07,29029,Camden,Missouri,7549,166.03615888796023,3980,87.53794043900936,11529,253.57409932696962,1629,35.82897109928298
2021-03-07,29031,Cape Girardeau,Missouri,15898,202.54551477239428,11428,145.59631040501458,27326,348.14182517740886,2770,35.29067026792881
2021-03-07,29033,Carroll,Missouri,1782,202.93816194055347,858,97.71096686026648,2640,300.64912880081994,528,60.12982576016399
2021-03-07,29035,Carter,Missouri,846,137.6281112737921,593,96.46982267772897,1439,234.09793395152107,126,20.497803806734993
2021-03-07,29037,Cass,Missouri,12893,124.45341081305443,5407,52.192631060745,18300,176.64604187379942,4062,39.20962962247942
2021-03-07,29039,Cedar,Missouri,2080,148.11649932350636,754,53.69223100477106,2834,201.80873032827742,615,43.79406109805597
2021-03-07,29041,Chariton,Missouri,1263,168.7825738340238,709,94.74809568354938,1972,263.53066951757313,368,49.17813711078445
2021-03-07,29043,Christian,Missouri,12533,146.31441313128954,6123,71.48193980714001,18656,217.79635293842955,3655,42.66968642742067
2021-03-07,29045,Clark,Missouri,681,100.45729458622216,323,47.64714559669568,1004,148.1044401829178,186,27.437675173329403
2021-03-07,29047,Clay,Missouri,38031,156.8185191904864,15571,64.20607300136898,53602,221.0245921918554,9527,39.28400600372759
2021-03-07,29049,Clinton,Missouri,3153,153.8048780487805,1529,74.58536585365853,4682,228.39024390243904,519,25.31707317073171
2021-03-07,29051,Cole,Missouri,14575,189.9691096542106,9608,125.22972250824394,24183,315.19883216245455,3798,49.50275667009893
2021-03-07,29053,Cooper,Missouri,3016,170.78142695356738,2089,118.2899207248018,5105,289.0713476783692,487,27.57644394110985
2021-03-07,29055,Crawford,Missouri,2477,102.55030222737435,1091,45.168502111451524,3568,147.71880433882586,711,29.436118241285087
2021-03-07,29057,Dade,Missouri,1280,168.9100026392188,721,95.14383742412245,2001,264.0538400633413,312,41.17181314330958
2021-03-07,29059,Dallas,Missouri,2214,133.23704639826684,839,50.490461575494976,3053,183.72750797376182,536,32.25612324727688
2021-03-07,29061,Daviess,Missouri,1001,120.67510548523207,590,71.12718505123568,1591,191.80229053646775,219,26.40144665461121
2021-03-07,29063,DeKalb,Missouri,1162,92.76704454734153,650,51.89206450582788,1812,144.65910905316943,270,21.555165256266964
2021-03-07,29065,Dent,Missouri,1876,120.68189128337086,767,49.34062399485365,2643,170.02251527822452,394,25.34577034416211
2021-03-07,29067,Douglas,Missouri,1335,100.33067788967382,691,51.93145949195851,2026,152.26213738163236,471,35.39756500826695
2021-03-07,29069,Dunklin,Missouri,2728,90.85156692310255,1562,52.0198488027442,4290,142.87141572584676,674,22.446464848303194
2021-03-07,29071,Franklin,Missouri,14903,144.42150962777762,7520,72.8745723948794,22423,217.296082022657,4768,46.20557994398737
2021-03-07,29073,Gasconade,Missouri,2999,203.86105635238937,1930,131.19434436815988,4929,335.05540072054924,451,30.65733124872544
2021-03-07,29075,Gentry,Missouri,1341,202.69044740024182,943,142.53325272067715,2284,345.223700120919,352,53.20435308343409
2021-03-07,29077,Greene,Missouri,45589,157.33582738580046,21110,72.85440163447866,66699,230.19022902027913,12471,43.0396609561148
2021-03-07,29079,Grundy,Missouri,1512,151.3210568454764,727,72.7582065652522,2239,224.0792634107286,368,36.82946357085669
2021-03-07,29081,Harrison,Missouri,1181,139.0884465905076,875,103.05028854080791,2056,242.1387351313155,399,46.99093157460841
2021-03-07,29083,Henry,Missouri,4012,184.58707154359328,2142,98.55072463768117,6154,283.13779618127444,1069,49.183344835518746
2021-03-07,29085,Hickory,Missouri,1953,207.6775840068056,1173,124.73415567843472,3126,332.4117396852403,506,53.806890684814974
2021-03-07,29087,Holt,Missouri,710,160.1985559566787,540,121.84115523465704,1250,282.03971119133575,123,27.752707581227437
2021-03-07,29089,Howard,Missouri,1935,192.3841718035395,725,72.08192483595148,2660,264.46609663949096,447,44.44223503678664
2021-03-07,29091,Howell,Missouri,4545,113.33034111310593,1434,35.75703171753441,5979,149.08737283064033,430,10.722122481547975
2021-03-07,29093,Iron,Missouri,1348,132.62495080676896,598,58.83510428964974,1946,191.46005509641873,204,20.070838252656433
2021-03-07,29095,Jackson,Missouri,91120,130.87892263320578,43278,62.16174290737357,134398,193.04066554057937,23265,33.41635354545141
2021-03-07,29097,Jasper,Missouri,17625,146.972981987992,9146,76.26751167444964,26771,223.24049366244165,3993,33.297198132088056
2021-03-07,29099,Jefferson,Missouri,22894,102.22771945648824,11981,53.49830989814736,34875,155.7260293546356,6258,27.94361266527053
2021-03-07,29101,Johnson,Missouri,5216,97.16478521664618,3018,56.21996199843523,8234,153.3847472150814,1751,32.618009761186244
