report_date,category,initiated,initiated_pct,completed,completed_pct
2021-09-16,"Missouri, Known Jurisdiction",2775054,0.8551562917939874,2466221,0.8621600873129794
2021-09-16,"Missouri, Unknown Jurisdiction",134929,0.04157950918990078,112309,0.039261824972714694
2021-09-16,No Address Given,161461,0.049755568731040554,140179,0.04900482920202453
2021-09-16,Out-of-State,173640,0.053508630285071204,141805,0.04957325851228136
