report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-03-04,29001,Adair,Missouri,4424,174.3860617288817,1887,74.38211991012652,6311,248.76818163900825,2252,88.76975836651032
2021-03-04,29003,Andrew,Missouri,2289,130.77758098611667,1560,89.12757812946352,3849,219.90515911558018,335,19.139576072673254
2021-03-04,29005,Atchison,Missouri,1151,220.11856951615988,566,108.24249378466246,1717,328.3610633008223,314,60.04972270032511
2021-03-04,29007,Audrain,Missouri,3877,151.18546248635158,2457,95.81188582124474,6334,246.99734830759633,1197,46.67758540009359
2021-03-04,29009,Barry,Missouri,3522,99.1274978891078,1129,31.77596397410639,4651,130.9034618632142,949,26.70982268505488
2021-03-04,29011,Barton,Missouri,1187,100.61880139018395,359,30.431465626854283,1546,131.05026701703824,243,20.598457234890226
2021-03-04,29013,Bates,Missouri,2072,127.14776632302404,811,49.76681394207167,2883,176.91458026509574,597,36.63475699558174
2021-03-04,29015,Benton,Missouri,4066,212.80159103993302,1445,75.62673365782175,5511,288.42832469775476,1428,74.73700737949443
2021-03-04,29017,Bollinger,Missouri,1691,138.32310838445807,1090,89.16155419222905,2781,227.48466257668713,214,17.505112474437627
2021-03-04,29019,Boone,Missouri,33153,186.6187074657615,17340,97.6071060675144,50493,284.2258135332759,8880,49.9856460138136
2021-03-04,29021,Buchanan,Missouri,8866,100.22609088853719,4382,49.53651367849876,13248,149.76260456703594,1744,19.715125480443138
2021-03-04,29023,Butler,Missouri,4634,108.63653413353339,2791,65.43042010502626,7425,174.06695423855965,507,11.885783945986496
2021-03-04,29025,Caldwell,Missouri,1259,139.28531917247483,471,52.10753401924992,1730,191.39285319172475,170,18.807390198030756
2021-03-04,29027,Callaway,Missouri,6516,145.158056539464,3798,84.60870146361025,10314,229.76675800307424,1694,37.73753035264764
2021-03-04,29029,Camden,Missouri,7187,158.07416531034178,3215,70.71218053050632,10402,228.78634584084813,2090,45.96841595917829
2021-03-04,29031,Cape Girardeau,Missouri,15223,193.94580270349468,11238,143.17565071154655,26461,337.12145341504123,2407,30.665936221987234
2021-03-04,29033,Carroll,Missouri,1747,198.95228333902745,792,90.19473864024599,2539,289.14702197927346,861,98.05261359754014
2021-03-04,29035,Carter,Missouri,834,135.67593948267447,501,81.50317227916057,1335,217.17911176183506,373,60.6800065072393
2021-03-04,29037,Cass,Missouri,12002,115.85277565952683,5234,50.52269853374133,17236,166.37547419326813,4582,44.22907999266388
2021-03-04,29039,Cedar,Missouri,1991,141.77882218899097,717,51.0574663533433,2708,192.83628854233424,869,61.881364380830306
2021-03-04,29041,Chariton,Missouri,1248,166.77803020179073,449,60.00267272484298,1697,226.78070292663372,315,42.0954162768943
2021-03-04,29043,Christian,Missouri,11051,129.01305190408368,5470,63.8586004809825,16521,192.8716523850662,2832,33.0617105232436
2021-03-04,29045,Clark,Missouri,672,99.12966514235137,256,37.76368195899101,928,136.89334710134239,148,21.832128632541675
2021-03-04,29047,Clay,Missouri,32101,132.3665242705636,14624,60.30117600488216,46725,192.66770027544575,9682,39.923139091853734
2021-03-04,29049,Clinton,Missouri,2935,143.17073170731706,1315,64.14634146341463,4250,207.3170731707317,426,20.78048780487805
2021-03-04,29051,Cole,Missouri,14013,182.64405719275837,9349,121.85394210341097,23362,304.4979992961693,4364,56.879944736259006
2021-03-04,29053,Cooper,Missouri,2871,162.57078142695357,1949,110.36240090600226,4820,272.9331823329558,939,53.17100792751982
2021-03-04,29055,Crawford,Missouri,1945,80.52496480914134,968,40.07617785873975,2913,120.60114266788109,557,23.06036267284922
2021-03-04,29057,Dade,Missouri,1197,157.95724465558195,644,84.98284507785696,1841,242.9400897334389,399,52.652414885193984
2021-03-04,29059,Dallas,Missouri,2028,122.04369019678641,741,44.59288680267196,2769,166.63657699945838,497,29.909129205030993
2021-03-04,29061,Daviess,Missouri,961,115.85292344786016,400,48.22182037371911,1361,164.07474382157926,283,34.116937914406265
2021-03-04,29063,DeKalb,Missouri,1093,87.25850231518442,562,44.86667731119272,1655,132.12517962637713,171,13.651604662302411
2021-03-04,29065,Dent,Missouri,1810,116.43615310389193,570,36.6677388227726,2380,153.10389192666452,272,17.497587648761662
2021-03-04,29067,Douglas,Missouri,1290,96.94874492710055,648,48.699834661055164,1938,145.6485795881557,459,34.49571621824741
2021-03-04,29069,Dunklin,Missouri,2543,84.69044526592734,1270,42.29526759250008,3813,126.98571285842742,586,19.515769141106336
2021-03-04,29071,Franklin,Missouri,13339,129.2651490924596,7201,69.78321752866044,20540,199.04836662112004,4382,42.46494364818637
2021-03-04,29073,Gasconade,Missouri,2787,189.45007137516146,1814,123.30908843722385,4601,312.7591598123853,374,25.42315274284549
2021-03-04,29075,Gentry,Missouri,1229,185.76178960096735,865,130.74365175332528,2094,316.50544135429266,267,40.35671100362757
2021-03-04,29077,Greene,Missouri,40697,140.45265671806624,18854,65.068540427118,59551,205.5211971451842,11372,39.24681456121702
2021-03-04,29079,Grundy,Missouri,1338,133.90712570056047,513,51.34107285828663,1851,185.2481985588471,469,46.93755004003203
