report_date,geoid,county,state,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-06-04,29001,Adair,Missouri,8627,340.65153010858836,7766,306.6535044422508,152,6.001974333662389
2021-06-04,29003,Andrew,Missouri,4535,260.5872550709648,4125,237.02809860368902,61,3.5051427914727347
2021-06-04,29005,Atchison,Missouri,2056,390.13282732447817,1905,361.48007590132823,26,4.933586337760911
2021-06-04,29007,Audrain,Missouri,7146,277.6763163007577,6127,238.08043520497375,184,7.149795997668544
2021-06-04,29009,Barry,Missouri,10855,305.83495337108724,9334,262.98143295861155,250,7.043642408362213
2021-06-04,29011,Barton,Missouri,2601,219.49367088607593,2315,195.35864978902953,55,4.641350210970464
2021-06-04,29013,Bates,Missouri,4245,259.2524734334921,3824,233.54097960180775,94,5.740808598998412
2021-06-04,29015,Benton,Missouri,6739,354.8896729685607,6017,316.86766022434045,81,4.265627468534414
2021-06-04,29017,Bollinger,Missouri,2940,239.3941861411937,2517,204.95073691067503,93,7.572673235078577
2021-06-04,29019,Boone,Missouri,87525,495.8502110302241,75058,425.2216525507747,1930,10.933914964733875
2021-06-04,29021,Buchanan,Missouri,17683,198.51587408505097,15844,177.87058242399746,380,4.266020027841394
2021-06-04,29023,Butler,Missouri,9285,217.27938595464863,7920,185.33685910186506,300,7.020335572040344
2021-06-04,29025,Caldwell,Missouri,2408,266.1067521273069,2168,239.5844844734225,82,9.06177478174384
2021-06-04,29027,Callaway,Missouri,14640,326.4942016057092,12968,289.2060660124888,330,7.359500446030331
2021-06-04,29029,Camden,Missouri,15503,343.77771864466916,14040,311.33581692389566,277,6.142451658683697
2021-06-04,29031,Cape Girardeau,Missouri,28255,360.7451100556662,24741,315.8801899800827,582,7.430672590776773
2021-06-04,29033,Carroll,Missouri,2953,333.9364469071582,2715,307.02250367522333,45,5.088770779147349
2021-06-04,29035,Carter,Missouri,1325,213.813135388091,1126,181.7008229788607,30,4.8410521219945135
2021-06-04,29037,Cass,Missouri,35051,341.8209124066236,30274,295.23512316904294,1080,10.532269704121237
2021-06-04,29039,Cedar,Missouri,3353,240.56536088391448,2867,205.69665662218395,68,4.878748744439662
2021-06-04,29041,Chariton,Missouri,2035,269.6793002915452,1791,237.34428836469652,33,4.373177842565598
2021-06-04,29043,Christian,Missouri,28445,337.52595668940967,24798,294.2509641056066,709,8.41293384752299
2021-06-04,29045,Clark,Missouri,1133,166.61764705882354,1028,151.1764705882353,26,3.823529411764706
2021-06-04,29047,Clay,Missouri,39727,340.6738528294444,34289,294.04097313335564,1212,10.393352370661933
2021-06-04,29049,Clinton,Missouri,6440,314.52991452991455,5665,276.6788766788767,192,9.377289377289378
2021-06-04,29051,Cole,Missouri,29782,388.0896533750326,26624,346.9377117539745,577,7.5188949700286685
2021-06-04,29053,Cooper,Missouri,5505,312.3935989104528,4762,270.2303938258994,85,4.823516059471116
2021-06-04,29055,Crawford,Missouri,5433,223.76441515650743,4667,192.2158154859967,155,6.383855024711697
2021-06-04,29057,Dade,Missouri,2497,328.9855072463768,2105,277.33860342555994,30,3.952569169960474
2021-06-04,29059,Dallas,Missouri,4037,244.68149584823323,3398,205.95187587126492,91,5.515485787017395
2021-06-04,29061,Daviess,Missouri,1839,221.5128884606119,1673,201.5177065767285,51,6.1430980486629725
2021-06-04,29063,DeKalb,Missouri,2529,201.2893982808023,2298,182.90353390639925,36,2.865329512893983
2021-06-04,29065,Dent,Missouri,3227,208.13983488132095,2836,182.92053663570692,100,6.449948400412796
