report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-02-28,29001,Adair,Missouri,4138,163.11246008908512,1445,56.959281012259055,5583,220.07174110134417,1649,65.00059127281328
2021-02-28,29003,Andrew,Missouri,2163,123.57881506027537,1478,84.44266697137634,3641,208.02148203165171,830,47.42044220990687
2021-02-28,29005,Atchison,Missouri,1138,217.63243449990438,495,94.66437177280551,1633,312.2968062727099,361,69.03805698986422
2021-02-28,29007,Audrain,Missouri,3743,145.96006863203866,2276,88.75370457026985,6019,234.71377320230854,1270,49.52425518639838
2021-02-28,29009,Barry,Missouri,2960,83.30987897551364,1037,29.186602870813395,3997,112.49648184632704,658,18.519560934421612
2021-02-28,29011,Barton,Missouri,1101,93.32881240993474,288,24.41298635246249,1389,117.74179876239722,200,16.95346274476562
2021-02-28,29013,Bates,Missouri,1944,119.29307805596466,710,43.56897398134511,2654,162.86205203730978,476,29.209621993127147
2021-02-28,29015,Benton,Missouri,3907,204.48003349557752,1147,60.03035536714293,5054,264.5103888627205,1223,64.00795519966503
2021-02-28,29017,Bollinger,Missouri,1627,133.0879345603272,764,62.49488752556237,2391,195.58282208588957,398,32.556237218813905
2021-02-28,29019,Boone,Missouri,31820,179.11523154949873,16243,91.43207750026738,48063,270.5473090497661,6746,37.97332973076425
2021-02-28,29021,Buchanan,Missouri,7774,87.8815283744065,4030,45.55731404024418,11804,133.43884241465068,1451,16.402893963373277
2021-02-28,29023,Butler,Missouri,4410,103.38522130532634,2759,64.68023255813954,7169,168.06545386346585,608,14.253563390847713
2021-02-28,29025,Caldwell,Missouri,1228,135.8557362540104,391,43.25699745547074,1619,179.11273370948115,544,60.18364863369842
2021-02-28,29027,Callaway,Missouri,6226,138.6976764908998,3352,74.67308249237006,9578,213.37075898326984,1628,36.26723696228475
2021-02-28,29029,Camden,Missouri,6798,149.51832138301148,2762,60.7486913297849,9560,210.26701271279637,2416,53.13860907051423
2021-02-28,29031,Cape Girardeau,Missouri,14225,181.2309691556994,10883,138.65283917901417,25108,319.88380833471354,2653,33.80005350931954
