report_date,geoid,county,state,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-04-09,29001,Adair,Missouri,7214,284.8568608094768,5474,216.15004935834156,908,35.853899308983216
2021-04-09,29003,Andrew,Missouri,3824,219.73223007527437,2664,153.07705568005517,481,27.63891283112107
2021-04-09,29005,Atchison,Missouri,1677,318.2163187855788,1414,268.3111954459203,116,22.011385199240987
2021-04-09,29007,Audrain,Missouri,5827,226.42315912181854,3749,145.6770934524966,683,26.539731882650088
2021-04-09,29009,Barry,Missouri,8661,244.0199475953005,5510,155.24187868030316,1451,40.88130053813428
2021-04-09,29011,Barton,Missouri,2163,182.53164556962025,1341,113.16455696202532,264,22.27848101265823
2021-04-09,29013,Bates,Missouri,3353,204.77586417491145,2570,156.95614999389275,555,33.895199706852324
2021-04-09,29015,Benton,Missouri,5851,308.1257570172205,4480,235.92606245721205,630,33.17710253304545
2021-04-09,29017,Bollinger,Missouri,2436,198.35518280270335,1741,141.76370002442798,264,21.49662079635209
2021-04-09,29019,Boone,Missouri,66621,377.424014956236,39761,225.25564399626094,14777,83.71526499164376
2021-04-09,29021,Buchanan,Missouri,14430,161.99649737302977,9631,108.12115496879069,2489,27.94243118236113
2021-04-09,29023,Butler,Missouri,7387,172.86406290220674,4950,115.83553693866565,923,21.59923244331079
2021-04-09,29025,Caldwell,Missouri,1858,205.32655542048843,1390,153.60813349541385,125,13.813681069731462
2021-04-09,29027,Callaway,Missouri,11295,251.8956289027654,7971,177.76538804638713,1769,39.451382694023195
2021-04-09,29029,Camden,Missouri,12628,280.02483590562355,9786,217.00372538584352,1330,29.492637927975874
2021-04-09,29031,Cape Girardeau,Missouri,23141,295.4522240947858,16857,215.2213880802819,2968,37.89387671722588
2021-04-09,29033,Carroll,Missouri,2521,285.08424742734366,1996,225.7152550039579,116,13.117720230690942
2021-04-09,29035,Carter,Missouri,1095,176.69840245279974,815,131.5152493141843,61,9.843472648055512
2021-04-09,29037,Cass,Missouri,25274,246.47461527959274,18039,175.91816036355834,4948,48.253398607399895
2021-04-09,29039,Cedar,Missouri,2953,211.86683885779883,2131,152.89137609413115,308,22.097861960109054
2021-04-09,29041,Chariton,Missouri,1723,228.33289159819773,1337,177.1799628942486,92,12.191889742910151
2021-04-09,29043,Christian,Missouri,22043,261.56036784336993,14627,173.56274102640165,4719,55.995253633936514
2021-04-09,29045,Clark,Missouri,929,136.61764705882354,702,103.23529411764706,75,11.029411764705882
2021-04-09,29047,Clay,Missouri,28911,247.92261583185407,19833,170.07537753080703,4704,40.338555735638394
2021-04-09,29049,Clinton,Missouri,4970,242.73504273504273,3077,150.2808302808303,707,34.52991452991453
2021-04-09,29051,Cole,Missouri,22684,295.5955173312484,15905,207.25827469377117,2538,33.07271305707584
