report_date,category,initiated,initiated_pct,completed,completed_pct
2022-03-02,"Missouri, Known Jurisdiction",3421322,0.8817331164386386,3089160,0.8966340955828037
2022-03-02,"Missouri, Unknown Jurisdiction",107687,0.027752779220993427,93090,0.027019535394024005
2022-03-02,No Address Given,107720,0.027761283884641712,90644,0.026309579613878097
2022-03-02,Out-of-State,243495,0.06275282045572626,172391,0.05003678940929415
