report_date,geoid,county,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-08-13,29001,Adair,9706,383.25765054294175,8682,342.82329713721623,217,8.568608094768017
2021-08-13,29003,Andrew,5323,305.866804573924,4758,273.4011377348733,135,7.757283227029823
2021-08-13,29005,Atchison,2326,441.3662239089184,2122,402.65654648956354,71,13.472485768500947
2021-08-13,29007,Audrain,8354,324.61628132892946,7043,273.6739848455411,296,11.501845735379833
2021-08-13,29009,Barry,13889,391.3165976389711,11310,318.6543825543065,761,21.440847491054573
2021-08-13,29011,Barton,3355,283.1223628691983,2819,237.89029535864978,168,14.177215189873417
2021-08-13,29013,Bates,5425,331.3179430804934,4605,281.23854891901794,234,14.290949065591791
2021-08-13,29015,Benton,7867,414.2924851229659,6795,357.8387487492759,210,11.059034177681816
2021-08-13,29017,Bollinger,3406,277.3389789105122,2953,240.45273186222622,116,9.445484895366826
2021-08-13,29019,Boone,98674,559.0119819845339,86621,490.7288332436337,1988,11.262498937767328
2021-08-13,29021,Buchanan,20506,230.2079123445148,17965,201.68171000044904,561,6.2979927253132155
2021-08-13,29023,Butler,12221,285.9850700863501,9865,230.85203472725996,476,11.13893244097068
2021-08-13,29025,Caldwell,3006,332.19140236490216,2638,291.5239252956128,108,11.935020444247984
2021-08-13,29027,Callaway,17996,401.33809099018737,15501,345.6958073148974,787,17.55129348795718
2021-08-13,29029,Camden,18747,415.71314529004786,16493,365.7308852226361,604,13.393649104133404
2021-08-13,29031,Cape Girardeau,32626,416.55175935856187,28120,359.02150043409426,832,10.622542260354425
2021-08-13,29033,Carroll,3445,389.57367409250253,3083,348.63734026913943,101,11.421463304308492
2021-08-13,29035,Carter,1768,285.2993383895433,1330,214.61997740842344,53,8.55252541552364
2021-08-13,29037,Cass,41796,407.59883754949186,36380,354.7814554036395,1318,12.853269879659067
2021-08-13,29039,Cedar,4207,301.83670540967137,3591,257.6409814894533,153,10.977184674989237
2021-08-13,29041,Chariton,2455,325.33792737874376,2136,283.06387490060956,106,14.047177312483434
2021-08-13,29043,Christian,37048,439.6084247997627,31613,375.11717591219224,1551,18.404034411153962
2021-08-13,29045,Clark,1690,248.52941176470588,1527,224.55882352941177,47,6.911764705882353
2021-08-13,29047,Clay,47231,405.0234536458199,41713,357.7045440902815,1402,12.02267328685481
2021-08-13,29049,Clinton,8024,391.8925518925519,6908,337.3870573870574,307,14.993894993894994
2021-08-13,29051,Cole,35852,467.1879072191816,31096,405.21240552514985,1212,15.793588741204065
