report_date,geoid,county,state,initiated,initiated_rate,complete,complete_rate,last7,last7_rate
2021-07-19,29001,Adair,Missouri,9085,358.73642645607106,8389,331.25370187561697,79,3.119447186574531
2021-07-19,29003,Andrew,Missouri,4947,284.2613342527151,4504,258.8059529966098,112,6.4356720105728895
2021-07-19,29005,Atchison,Missouri,2166,411.0056925996205,2002,379.8861480075901,22,4.174573055028462
2021-07-19,29007,Audrain,Missouri,7696,299.0479891198757,6757,262.56071497959977,152,5.9063532154653196
2021-07-19,29009,Barry,Missouri,12258,345.363874566816,10406,293.18457160566874,612,17.242836615670697
2021-07-19,29011,Barton,Missouri,2995,252.74261603375524,2583,217.9746835443038,143,12.067510548523206
2021-07-19,29013,Bates,Missouri,4794,292.781238548919,4334,264.68791987296936,142,8.672285330401857
2021-07-19,29015,Benton,Missouri,7253,381.95797567012477,6486,341.5661698878298,154,8.109958396966665
2021-07-19,29017,Bollinger,Missouri,3148,256.33091767771356,2722,221.64318866541814,56,4.559889259832261
2021-07-19,29019,Boone,Missouri,93324,528.702943092655,83121,470.9004900433391,1204,6.82095006090134
2021-07-19,29021,Buchanan,Missouri,19079,214.18788450312093,17204,193.13844357627195,489,5.489694193722214
2021-07-19,29023,Butler,Missouri,10543,246.71799312007116,9100,212.9501790185571,315,7.371352350642361
2021-07-19,29025,Caldwell,Missouri,2727,301.35926621726156,2442,269.8640733782738,96,10.608907061553763
2021-07-19,29027,Callaway,Missouri,16211,361.5298840321142,14431,321.8331846565566,418,9.322033898305085
2021-07-19,29029,Camden,Missouri,17201,381.43072556324285,15406,341.62675181834305,483,10.710484300159658
2021-07-19,29031,Cape Girardeau,Missouri,30210,385.70553087176347,26894,343.3685715744855,559,7.137020581175629
2021-07-19,29033,Carroll,Missouri,3190,360.7373063440009,2913,329.4130951034717,80,9.046703607373063
2021-07-19,29035,Carter,Missouri,1471,237.37292238179762,1242,200.41955785057286,51,8.229788607390672
2021-07-19,29037,Cass,Missouri,38285,373.35920890952,34466,336.11593298355797,857,8.35755105225176
