report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-03-02,29001,Adair,Missouri,4290,169.10402459694905,1505,59.32437226536324,5795,228.42839686231227,1866,73.55433797154006
2021-03-02,29003,Andrew,Missouri,2170,123.9787465005999,1487,84.95686453750785,3657,208.93561103810777,969,55.36193795349369
2021-03-02,29005,Atchison,Missouri,1142,218.3973991202907,497,95.04685408299866,1639,313.44425320328935,404,77.26142665901702
2021-03-02,29007,Audrain,Missouri,3774,147.1689284043051,2308,90.001559819061,6082,237.17048822336608,1207,47.06754016534082
2021-03-02,29009,Barry,Missouri,3220,90.62763861525472,1051,29.580636082184068,4271,120.20827469743878,714,20.095693779904305
2021-03-02,29011,Barton,Missouri,1125,95.3632279393066,307,26.023565313215222,1432,121.38679325252183,207,17.546833940832418
2021-03-02,29013,Bates,Missouri,1979,121.44084437898871,714,43.814432989690715,2693,165.25527736867943,539,33.07560137457045
2021-03-02,29015,Benton,Missouri,3996,209.13801224682055,1156,60.501386926257396,5152,269.63939917307795,1369,71.64913382529963
2021-03-02,29017,Bollinger,Missouri,1626,133.00613496932516,782,63.96728016359918,2408,196.97341513292432,327,26.74846625766871
2021-03-02,29019,Boone,Missouri,32466,182.75157471671986,16743,94.24658459563977,49209,276.9981593123596,8939,50.31775785106754
2021-03-02,29021,Buchanan,Missouri,7766,87.79109201899163,4045,45.72688220664707,11811,133.5179742256387,1666,18.83337101514809
2021-03-02,29023,Butler,Missouri,4440,104.08852213053262,2763,64.77400600150038,7203,168.86252813203302,588,13.78469617404351
2021-03-02,29025,Caldwell,Missouri,1234,136.51952649629385,408,45.13773647527381,1642,181.65726297156763,169,18.696758490983516
2021-03-02,29027,Callaway,Missouri,6369,141.88331217001937,3414,76.05426719240795,9783,217.93757936242733,1838,40.9454432043485
2021-03-02,29029,Camden,Missouri,6923,152.26762855760347,2864,62.99212598425197,9787,215.25975454185544,2282,50.191351779351606
2021-03-02,29031,Cape Girardeau,Missouri,14305,182.25019428979118,10989,140.00331248168578,25294,322.25350677147696,2791,35.558216865627905
2021-03-02,29033,Carroll,Missouri,1702,193.82758227992255,773,88.03097597084616,2475,281.85855825076874,870,99.07755380936112
2021-03-02,29035,Carter,Missouri,825,134.21181063933628,497,80.85244834878803,1322,215.0642589881243,388,63.120221246136325
2021-03-02,29037,Cass,Missouri,11106,107.20387656013206,4794,46.27547129743139,15900,153.47934785756345,4579,44.20012162514359
2021-03-02,29039,Cedar,Missouri,1424,101.40283415224667,663,47.21213415936765,2087,148.61496831161432,407,28.982411165705333
2021-03-02,29041,Chariton,Missouri,1239,165.5753040224509,405,54.12267807029266,1644,219.69798209274356,243,32.4736068421756
2021-03-02,29043,Christian,Missouri,10346,120.78264727170843,5054,59.002078031240515,15400,179.78472530294894,2556,29.83959466716477
2021-03-02,29045,Clark,Missouri,658,97.06446378521906,215,31.715592270246347,873,128.78005605546542,83,12.243693760141614
2021-03-02,29047,Clay,Missouri,31361,129.31517920467104,14107,58.16935789803559,45468,187.48453710270664,9099,37.51917399264378
2021-03-02,29049,Clinton,Missouri,2798,136.4878048780488,1279,62.390243902439025,4077,198.8780487804878,494,24.097560975609756
2021-03-02,29051,Cole,Missouri,13338,173.8461738983095,9129,118.9864838444795,22467,292.83265774278897,3923,51.13199431721908
2021-03-02,29053,Cooper,Missouri,2729,154.5300113250283,1912,108.26727066817666,4641,262.79728199320493,938,53.11438278595697
2021-03-02,29055,Crawford,Missouri,1882,77.91670116750848,669,27.697275813529853,2551,105.61397698103833,436,18.050840440506747
2021-03-02,29057,Dade,Missouri,1115,147.13644761150698,625,82.47558722618105,1740,229.61203483768804,350,46.18632884666138
2021-03-02,29059,Dallas,Missouri,1675,100.80038514774027,510,30.69146055244629,2185,131.49184570018653,287,17.27146897755311
2021-03-02,29061,Daviess,Missouri,946,114.04460518384569,390,47.01627486437613,1336,161.06088004822183,283,34.116937914406265
2021-03-02,29063,DeKalb,Missouri,998,79.67427750279418,530,42.31199105859811,1528,121.98626856139231,309,24.668689126616638
2021-03-02,29065,Dent,Missouri,1769,113.79864908330653,520,33.45127050498552,2289,147.24991958829207,245,15.760694757156642
2021-03-02,29067,Douglas,Missouri,1184,88.98241394859461,418,31.41439951901398,1602,120.3968134676086,180,13.527731850293101
2021-03-02,29069,Dunklin,Missouri,2448,81.5266260365671,1150,38.298864355413464,3598,119.82549039198055,600,19.98201618543311
2021-03-02,29071,Franklin,Missouri,12351,119.690670698026,6837,66.2557781201849,19188,185.9464488182109,4043,39.17977342985338
2021-03-02,29073,Gasconade,Missouri,2748,186.79899395010534,1696,115.28787981782341,4444,302.08687376792875,507,34.46400652572905
2021-03-02,29075,Gentry,Missouri,1193,180.3204353083434,829,125.30229746070131,2022,305.6227327690447,521,78.74848851269648
2021-03-02,29077,Greene,Missouri,37781,130.38901696599896,18063,62.338657353083285,55844,192.72767431908227,8790,30.335868799955826
2021-03-02,29079,Grundy,Missouri,1302,130.30424339471577,506,50.64051240992794,1808,180.94475580464373,455,45.536429143314656
2021-03-02,29081,Harrison,Missouri,1076,126.72241196561066,574,67.60098928276999,1650,194.32340124838063,171,20.138970674832176
2021-03-02,29083,Henry,Missouri,3812,175.38532321141017,1824,83.91994478951001,5636,259.3052680009202,825,37.95721187025535
2021-03-02,29085,Hickory,Missouri,1709,181.73117822203318,798,84.857507443641,2507,266.5886856656742,602,64.01531263292216
2021-03-02,29087,Holt,Missouri,662,149.3682310469314,516,116.4259927797834,1178,265.7942238267148,366,82.5812274368231
2021-03-02,29089,Howard,Missouri,1817,180.6522171405846,437,43.448001590773515,2254,224.10021873135813,609,60.54881686219924
2021-03-02,29091,Howell,Missouri,4338,108.16876122082584,1276,31.81727508477957,5614,139.98603630560544,584,14.562138440055856
2021-03-02,29093,Iron,Missouri,1280,125.93467138921685,483,47.5206611570248,1763,173.45533254624164,244,24.006296733569464
2021-03-02,29095,Jackson,Missouri,77211,110.90092729842463,38350,55.08347983959001,115561,165.98440713801463,20993,30.15299849472003
2021-03-02,29097,Jasper,Missouri,15713,131.02901934623083,7339,61.19913275517011,23052,192.22815210140092,4187,34.91494329553036
2021-03-02,29099,Jefferson,Missouri,19543,87.26462485097186,10275,45.880572089430274,29818,133.14519694040214,4135,18.463860398033496
2021-03-02,29101,Johnson,Missouri,4553,84.81427666629409,2611,48.638277262397075,7164,133.45255392869117,1172,21.832271524905927
2021-03-02,29103,Knox,Missouri,716,181.40359766911578,446,112.99721307322017,1162,294.4008107423359,207,52.44489485685331
2021-03-02,29105,Laclede,Missouri,4039,113.6753820607357,1552,43.68016661506853,5591,157.35554867580424,1593,44.83408854239959
2021-03-02,29107,Lafayette,Missouri,4448,136.45427493327608,2185,67.03070834739393,6633,203.48498328067,770,23.62180568763997
2021-03-02,29109,Lawrence,Missouri,2982,78.05465396293582,1145,29.97068369804209,4127,108.02533766097791,438,11.464768087111297
2021-03-02,29111,Lewis,Missouri,1474,148.06629834254142,685,68.80964339527875,2159,216.87594173782017,261,26.21798091411351
2021-03-02,29113,Lincoln,Missouri,4944,87.54006055562441,2213,39.18409263948156,7157,126.72415319510597,1337,23.673353754625776
2021-03-02,29115,Linn,Missouri,2249,185.66829026665565,1521,125.56757203005037,3770,311.23586229670605,547,45.15809460909767
2021-03-02,29117,Livingston,Missouri,2658,175.72391907973025,1016,67.1691127859315,3674,242.89303186566178,802,53.02128784873727
2021-03-02,29121,Macon,Missouri,2157,141.91723139680244,1047,68.88611092835055,3204,210.80334232515295,893,58.75386538588065
2021-03-02,29123,Madison,Missouri,1376,112.98136135971755,725,59.52869693735118,2101,172.51005829706872,295,24.222021512439444
2021-03-02,29125,Maries,Missouri,1152,130.8644780188572,618,70.20333977053276,1770,201.06781778938998,272,30.898557310007952
2021-03-02,29127,Marion,Missouri,4629,161.80788590604027,3084,107.8020134228188,7713,269.60989932885906,277,9.682606263982104
2021-03-02,29119,McDonald,Missouri,1515,66.49986831709244,790,34.67649899043104,2305,101.17636730752348,381,16.72372925994206
2021-03-02,29129,Mercer,Missouri,419,114.98353457738749,97,26.619099890230515,516,141.602634467618,26,7.135016465422613
2021-03-02,29131,Miller,Missouri,2434,96.58346890996388,1173,46.545771993174874,3607,143.12924090313876,523,20.753144716479504
2021-03-02,29133,Mississippi,Missouri,1814,133.63783704140266,851,62.69338441137469,2665,196.33122145277738,405,29.836452040665982
2021-03-02,29135,Moniteau,Missouri,2106,131.24766296896422,1184,73.78785990277952,3290,205.03552287174372,518,32.282188707466034
2021-03-02,29137,Monroe,Missouri,1593,184.61003592536795,897,103.95179047398308,2490,288.561826399351,179,20.74400278131881
