report_date,category,initiated,initiated_pct,completed,completed_pct
2022-03-16,"Missouri, Known Jurisdiction",3431753,0.881799524688181,3103804,0.8967188533754756
2022-03-16,"Missouri, Unknown Jurisdiction",107867,0.02771675855737287,93952,0.02714363719884783
2022-03-16,No Address Given,107322,0.02757671912535225,90305,0.026089983792169973
2022-03-16,Out-of-State,244819,0.06290699762909387,173229,0.05004752563350658
