report_date,category,initiated,initiated_pct,completed,completed_pct
2021-11-04,"Missouri, Known Jurisdiction",3013347,0.8833170790048306,2721045,0.8922231301332312
2021-11-04,"Missouri, Unknown Jurisdiction",63733,0.018682364625187495,52778,0.017305760236295865
2021-11-04,No Address Given,143469,0.04205576656380564,124359,0.04077697217070592
2021-11-04,Out-of-State,190850,0.055944789806176294,151554,0.04969413745976701
