report_date,geoid,county,state,first_dose,first_dose_rate,second_dose,second_dose_rate,total_dose,total_dose_rate,prior_week_dose,prior_week_rate
2021-02-24,29001,Adair,Missouri,2582,101.77776025858331,1210,47.69600693760101,3792,149.47376719618433,209,8.238401198312902
2021-02-24,29003,Andrew,Missouri,2055,117.40844426669713,635,36.27949494372393,2690,153.68793921042106,120,6.855967548420272
2021-02-24,29005,Atchison,Missouri,1047,200.2294893861159,173,33.08471983170779,1220,233.31420921782367,11,2.1036527060623444
2021-02-24,29007,Audrain,Missouri,3477,135.58727187646232,1538,59.97504289502418,5015,195.5623147714865,810,31.586335985025734
2021-02-24,29009,Barry,Missouri,2525,71.06670419363918,950,26.737967914438503,3475,97.80467210807768,846,23.81086405854208
2021-02-24,29011,Barton,Missouri,953,80.78324997880817,254,21.530897685852338,1207,102.3141476646605,249,21.107061117233194
2021-02-24,29013,Bates,Missouri,1644,100.88365243004418,561,34.42562592047128,2205,135.30927835051546,181,11.107020127638684
2021-02-24,29015,Benton,Missouri,3066,160.46475113832625,756,39.56665096561469,3822,200.03140210394096,305,15.962736169990055
2021-02-24,29017,Bollinger,Missouri,1556,127.28016359918202,589,48.1799591002045,2145,175.4601226993865,188,15.378323108384459
2021-02-24,29019,Boone,Missouri,25415,143.06139565777846,14708,82.79154071747415,40123,225.85293637525263,5379,30.278467332016145
2021-02-24,29021,Buchanan,Missouri,7024,79.4031200542618,3160,35.722360388876325,10184,115.12548044313814,1107,12.514130680533574
2021-02-24,29023,Butler,Missouri,4108,96.30532633158289,2533,59.382033008252066,6641,155.68735933983496,504,11.815453863465867
2021-02-24,29025,Caldwell,Missouri,1070,118.37592654054652,316,34.95961942692775,1386,153.33554596747427,450,49.784268171257885
2021-02-24,29027,Callaway,Missouri,5601,124.77444362761477,2541,56.606295528971465,8142,181.38073915658626,652,14.524716522978903
2021-02-24,29029,Camden,Missouri,5694,125.2364404170149,2109,46.38631064971627,7803,171.62275106673118,843,18.541327585448467
2021-02-24,29031,Cape Girardeau,Missouri,13914,177.26873144691749,8929,113.75826527882178,22843,291.0269967257393,1635,20.8304136780013
2021-02-24,29033,Carroll,Missouri,1082,123.22058991003303,514,58.53547431955358,1596,181.7560642295866,368,41.90866643890217
2021-02-24,29035,Carter,Missouri,792,128.84333821376282,228,37.09126403123475,1020,165.93460224499756,38,6.181877338539125
2021-02-24,29037,Cass,Missouri,7688,74.21064316534262,3869,37.34664131200711,11557,111.55728447734974,1001,9.662441962605095
2021-02-24,29039,Cedar,Missouri,1176,83.7427900021363,463,32.970163070568965,1639,116.71295307270526,124,8.830022075055188
2021-02-24,29041,Chariton,Missouri,1037,138.580783108379,376,50.247227047975414,1413,188.8280101563544,251,33.54269677936656
2021-02-24,29043,Christian,Missouri,8359,97.58574797450325,4421,51.612225361320604,12780,149.19797333582386,905,10.56527119475122
