report_date,category,initiated,initiated_pct,completed,completed_pct
2021-10-25,"Missouri, Known Jurisdiction",2956554,0.8764151259403171,2662409,0.8841552633029649
2021-10-25,"Missouri, Unknown Jurisdiction",82248,0.024380881011589573,70416,0.02338433990447808
2021-10-25,No Address Given,148583,0.04404465085284765,128838,0.04278561100620806
2021-10-25,Out-of-State,186078,0.05515934219524566,149583,0.04967478578634891
