report_date,category,initiated,initiated_pct,completed,completed_pct
2021-07-07,"Missouri, Known Jurisdiction",2330615,0.8464141846279448,2065882,0.8542057149047564
2021-07-07,"Missouri, Unknown Jurisdiction",108852,0.03953200199308811,89079,0.03683259299321103
2021-07-07,No Address Given,163956,0.05954423362711529,136401,0.0563994040892576
2021-07-07,Out-of-State,150093,0.05450957975185181,127121,0.05256228801277495
